,ID,BRAND,SUB_DETAIL,AMOUNT,START_DATE,END_DATE,DURATION,REVENUE
46479,518HHWT784,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,184.0,100.04999999999998
46482,518IATI196,LimeLight,paid annual,80.0,2023-07-01,2023-12-14,166.0,180.09000000000003
46483,518ILIK550,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
46484,518JQGN331,LimeLight,paid monthly,20.02,2023-11-25,2023-12-31,36.0,40.04
46485,518JUUQ512,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,184.0,40.0
46487,518KOID762,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,184.0,39.949999999999996
46489,518LGFB865,ChillStream,paid monthly,24.98,2023-08-30,2023-12-31,123.0,124.9
46492,518LGFB865,LimeLight,paid annual,80.01,2023-09-25,2023-12-31,97.0,80.01
46493,518LNTM964,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,184.0,150.05999999999997
46495,518LNTM964,LimeLight,paid annual,80.0,2023-07-01,2023-12-31,184.0,0.0
46496,518MERG980,LimeLight,paid monthly,20.01,2023-09-02,2023-12-31,120.0,80.04
46497,518MSRX116,LimeLight,paid annual,79.99,2023-07-01,2023-12-28,181.0,0.0
46500,518NEPT004,CineQuest,paid monthly,12.01,2023-07-01,2023-12-01,154.0,87.02000000000001
46503,518NPCS344,Pulse,paid monthly,8.02,2023-07-01,2023-12-31,183.0,48.12
46504,518NQCL907,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
46506,518OKRS664,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,184.0,125.04999999999998
46507,518OUIS156,Pulse,paid annual,50.01,2023-07-01,2023-07-15,14.0,0.0
46508,518OUIS156,Pulse,paid monthly,8.0,2023-08-06,2023-12-31,147.0,40.0
46510,518RDFS488,ChillStream,paid annual,100.0,2023-07-17,2023-12-31,167.0,100.0
46513,518RTGG133,CineQuest,paid annual,60.0,2023-07-01,2023-12-31,184.0,0.0
46515,518SMGF894,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,184.0,40.0
46516,518TLDW680,Pulse,paid annual,50.0,2023-07-01,2023-11-07,130.0,-50.0
46517,518UIVK928,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,184.0,48.0
46519,518UOEU075,CineQuest,paid annual,59.98,2023-10-14,2023-12-31,78.0,59.98
46520,518UZZJ811,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,184.0,0.0
46522,518WMJP902,ChillStream,paid monthly,25.02,2023-07-01,2023-08-23,54.0,157.8
46523,518WMJP902,ChillStream,paid monthly,25.0,2023-09-17,2023-12-31,105.0,100.0
46526,518XCLD996,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,183.0,209.92999999999998
46528,518XEOQ644,LimeLight,paid monthly,20.01,2023-07-23,2023-12-31,161.0,120.06
46529,518XXUM369,Pulse,paid annual,49.99,2023-09-05,2023-12-31,117.0,49.99
46531,518YCKW758,ChillStream,paid monthly,25.0,2023-09-29,2023-12-31,93.0,100.0
46532,518YCKW758,LimeLight,discounted monthly,19.76,2023-07-01,2023-12-31,183.0,118.56
46533,518YMGT599,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,184.0,149.94999999999996
46535,518YUHV819,CineQuest,discounted monthly,9.58,2023-11-24,2023-12-31,37.0,19.16
46536,518YUHV819,Pulse,paid annual,49.98,2023-07-01,2023-12-31,183.0,0.0
46538,518YWAL365,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,184.0,149.95000000000002
46539,518ZOEP306,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,184.0,150.04999999999998
46541,519AUMC081,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,183.0,120.0
46543,519AZOM191,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
46544,519BCQD604,RetroReel,paid monthly,29.99,2023-07-01,2023-12-31,184.0,149.94999999999996
46545,519BILR908,Pulse,trial annual,47.08,2023-07-01,2023-07-25,25.0,0.0
46548,519CWTV429,LimeLight,paid monthly,19.99,2023-07-01,2023-12-31,183.0,119.93999999999998
46550,519CXRD670,Pulse,paid monthly,7.99,2023-07-01,2023-08-15,45.0,64.04
46552,519DFVM398,Pulse,paid monthly,8.02,2023-07-01,2023-12-31,184.0,48.11999999999999
46554,519DWTB712,ChillStream,paid monthly,24.98,2023-07-01,2023-11-05,127.0,249.9
46555,519FMOZ498,ChillStream,paid annual,99.99,2023-07-01,2023-12-31,184.0,0.0
46557,519GOGT409,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,183.0,72.0
46558,519GUAK769,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,184.0,125.04999999999998
46560,519GUAK769,LimeLight,trial annual,40.07,2023-07-01,2023-12-31,184.0,0.0
46562,519GUAK769,RetroReel,paid monthly,29.99,2023-07-04,2023-12-31,180.0,179.94
46563,519GWYC158,LimeLight,paid annual,79.99,2023-07-01,2023-08-22,53.0,0.0
46564,519GWYC158,LimeLight,trial monthly,17.79,2023-12-17,2023-12-31,14.0,17.79
46565,519GXSG375,CineQuest,paid annual,60.0,2023-07-01,2023-11-23,146.0,0.0
46566,519GXSG375,CineQuest,paid annual,60.0,2023-12-21,2023-12-31,10.0,60.0
46569,519JBIS139,Pulse,paid monthly,8.0,2023-07-05,2023-12-31,179.0,48.0
46572,519JKDC882,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,183.0,175.0
46573,519JWWX969,RetroReel,paid annual,120.01,2023-07-01,2023-12-31,183.0,0.0
46575,519LJZZ104,LimeLight,paid annual,80.0,2023-07-01,2023-12-31,183.0,0.0
46576,519MAZO750,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,184.0,125.0
46577,519MDAO597,CineQuest,paid monthly,12.02,2023-07-01,2023-12-31,183.0,72.11999999999999
46578,519MJSJ722,ChillStream,paid annual,100.0,2023-07-01,2023-09-23,84.0,0.0
46579,519MJSJ722,ChillStream,paid annual,99.99,2023-11-29,2023-12-31,32.0,99.99
46582,519MJST166,CineQuest,paid monthly,12.0,2023-09-09,2023-12-31,113.0,48.0
46583,519MJYI206,LimeLight,paid annual,80.01,2023-09-07,2023-12-31,115.0,80.01
46585,519MLGS173,CineQuest,paid monthly,11.99,2023-07-01,2023-12-31,183.0,83.93
46586,519MLGS173,Pulse,paid annual,50.0,2023-07-01,2023-12-20,173.0,0.0
46588,519MYOE490,Pulse,paid monthly,8.01,2023-07-01,2023-12-31,183.0,48.06
46589,519NFFK502,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
46591,519PSJO024,LimeLight,paid annual,79.99,2023-07-23,2023-12-31,161.0,79.99
46592,519PZSU473,LimeLight,paid monthly,19.99,2023-07-01,2023-11-14,137.0,59.97
46594,519QGIA933,LimeLight,paid annual,80.0,2023-07-01,2023-12-31,184.0,0.0
46595,519QHUD017,ChillStream,paid monthly,24.99,2023-07-01,2023-12-31,184.0,124.95000000000002
46598,519QXLD771,CineQuest,discounted monthly,7.16,2023-12-07,2023-12-31,24.0,7.16
46600,519RZXC833,CineQuest,paid monthly,11.99,2023-07-01,2023-12-31,183.0,71.94
46602,519SADD122,LimeLight,paid monthly,20.0,2023-10-31,2023-12-31,61.0,60.0
46603,519SAHP946,LimeLight,paid annual,80.0,2023-07-01,2023-12-31,183.0,0.0
46605,519SCMP703,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,183.0,48.0
46608,519SHTP218,Pulse,paid monthly,7.98,2023-08-31,2023-12-31,122.0,39.900000000000006
46610,519SSWQ050,RetroReel,paid monthly,30.0,2023-08-24,2023-12-31,129.0,150.0
46615,519UZMR827,LimeLight,paid monthly,20.02,2023-07-07,2023-08-02,26.0,120.11999999999999
46616,519VBRB533,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,183.0,180.06000000000003
46620,519VUGB794,Pulse,paid monthly,8.01,2023-07-01,2023-07-05,4.0,48.06
46621,519XBKX853,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
46623,519XRFW642,CineQuest,paid annual,60.0,2023-07-01,2023-12-31,183.0,0.0
46625,519YCPS611,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,184.0,60.0
46626,520AFLS657,LimeLight,paid monthly,20.01,2023-12-30,2023-12-31,1.0,20.01
46630,520BDZR518,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
46631,520CDCI119,ChillStream,paid annual,99.99,2023-07-01,2023-12-09,162.0,0.0
46632,520CDYU115,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,184.0,60.0
46634,520DZGM824,LimeLight,paid annual,79.98,2023-07-01,2023-10-01,93.0,0.0
46636,520EOKM969,LimeLight,paid monthly,20.02,2023-07-01,2023-12-31,183.0,120.11999999999999
46638,520FDBB751,Pulse,paid annual,50.0,2023-07-01,2023-07-26,26.0,5.930000000000007
46640,520FIEN370,Pulse,paid monthly,8.01,2023-09-23,2023-12-31,99.0,32.04
46642,520FNKA932,CineQuest,paid annual,59.99,2023-07-01,2023-12-31,183.0,0.0
46643,520FPCA646,ChillStream,paid monthly,25.0,2023-07-01,2023-07-05,5.0,-25.0
46644,520FXZB523,CineQuest,paid monthly,12.01,2023-07-01,2023-09-23,85.0,24.02000000000001
46645,520GGAF060,CineQuest,paid monthly,12.02,2023-08-26,2023-12-31,127.0,60.099999999999994
46647,520HKQA703,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,183.0,48.0
46649,520HTJX886,Pulse,paid annual,50.0,2023-07-01,2023-12-31,184.0,0.0
46651,520IBRE206,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,183.0,120.06
46652,520ICEH742,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
46654,520IRBK751,CineQuest,paid annual,60.0,2023-08-15,2023-12-31,138.0,60.0
46655,520IROK926,Pulse,trial annual,33.33,2023-07-01,2023-07-01,1.0,0.0
46656,520IROK926,Pulse,paid monthly,8.0,2023-08-20,2023-12-31,133.0,40.0
46658,520JBJH962,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,183.0,72.0
46661,520JXNR452,LimeLight,paid monthly,19.99,2023-07-12,2023-12-31,172.0,119.94
46663,520MEKE708,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,184.0,125.0
46664,520OBTM224,RetroReel,paid monthly,30.0,2023-10-29,2023-12-31,63.0,90.0
46666,520OWTS385,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,184.0,39.95000000000001
46668,520PDFF057,Pulse,paid annual,50.0,2023-07-01,2023-07-30,29.0,128.16
46669,520PDFF057,Pulse,paid annual,49.98,2023-12-11,2023-12-31,20.0,49.98
46672,520PLTF705,ChillStream,discounted monthly,14.02,2023-11-25,2023-12-31,36.0,28.04
46673,520QGRD307,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
46676,520RCGY465,ChillStream,paid monthly,25.0,2023-12-10,2023-12-31,21.0,25.0
46678,520REDI024,LimeLight,paid monthly,20.01,2023-10-05,2023-12-31,87.0,60.03
46680,520SBBC397,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,120.0
46681,520SIJT045,Pulse,paid monthly,8.0,2023-07-01,2023-07-09,8.0,8.0
46682,520SIJT045,Pulse,paid monthly,7.99,2023-08-18,2023-12-31,135.0,39.95
46683,520SIJT045,RetroReel,expired monthly,29.99,2023-07-01,2023-10-17,108.0,59.97999999999999
46686,520TGUG401,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,183.0,72.0
46688,520UMGT439,ChillStream,trial monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
46689,520VLST330,LimeLight,paid monthly,20.01,2023-10-09,2023-12-31,83.0,60.03
46690,520VMKJ455,CineQuest,paid annual,59.99,2023-07-01,2023-10-24,116.0,0.0
46692,520VTDY592,RetroReel,paid annual,119.99,2023-07-01,2023-12-31,184.0,0.0
46696,520YZXR841,Pulse,paid monthly,7.99,2023-09-19,2023-12-31,103.0,31.96
46697,521BVKY385,LimeLight,paid annual,80.01,2023-07-01,2023-12-31,184.0,0.0
46699,521BWPL146,Pulse,paid monthly,8.02,2023-07-01,2023-12-31,184.0,40.099999999999994
46700,521DQNN826,ChillStream,paid annual,100.01,2023-07-01,2023-12-31,184.0,0.0
46701,521DQNN826,RetroReel,expired monthly,30.02,2023-07-01,2023-10-03,94.0,60.039999999999964
46702,521DXDL605,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,184.0,150.04999999999998
46706,521EQYO310,CineQuest,paid monthly,12.0,2023-07-09,2023-08-21,43.0,203.85000000000002
46707,521EQYO310,CineQuest,paid monthly,12.01,2023-09-23,2023-12-31,99.0,48.04
46708,521EUKT933,LimeLight,paid monthly,20.0,2023-08-13,2023-12-31,140.0,100.0
46710,521EVRN758,LimeLight,paid monthly,19.98,2023-07-01,2023-12-31,183.0,139.86
46711,521FUTE680,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
46713,521GGNP512,LimeLight,paid monthly,19.98,2023-07-01,2023-09-13,74.0,99.91999999999999
46714,521GPTZ332,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,183.0,48.0
46715,521HVDG608,RetroReel,paid monthly,29.98,2023-07-01,2023-12-31,184.0,179.88
46718,521IHXY749,Pulse,paid monthly,7.99,2023-08-07,2023-12-31,146.0,39.95
46721,521JMTP981,Pulse,paid annual,50.0,2023-07-01,2023-12-31,184.0,0.0
46724,521KABL768,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,184.0,100.04999999999998
46726,521KPFY526,CineQuest,paid annual,60.0,2023-07-18,2023-12-31,166.0,60.0
46727,521LTDD582,ChillStream,paid monthly,24.99,2023-07-01,2023-12-31,183.0,149.94
46729,521MAAX587,Pulse,paid monthly,8.0,2023-07-01,2023-07-18,18.0,32.0
46730,521MAAX587,Pulse,paid annual,50.0,2023-09-08,2023-12-31,114.0,50.0
46732,521MBHI728,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,184.0,120.06000000000003
46733,521MFIP475,CineQuest,paid monthly,11.99,2023-07-01,2023-12-31,183.0,71.94
46734,521MVNE481,Pulse,paid monthly,7.99,2023-07-01,2023-08-22,53.0,7.989999999999995
46737,521MXAC126,CineQuest,paid monthly,12.0,2023-07-01,2023-12-31,183.0,72.0
46738,521NFFU964,RetroReel,paid monthly,29.98,2023-07-01,2023-12-31,184.0,149.89999999999998
46741,521NIAA575,LimeLight,paid monthly,20.02,2023-11-06,2023-12-31,55.0,40.04
46743,521NIAA575,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,184.0,40.0
46745,521NITI691,LimeLight,paid monthly,20.01,2023-08-28,2023-12-31,125.0,100.05000000000001
46748,521NRTR581,CineQuest,discounted monthly,5.15,2023-07-01,2023-12-31,183.0,36.05
46751,521OFXK262,CineQuest,paid annual,60.01,2023-07-01,2023-12-31,184.0,0.0
46754,521PVNB850,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,183.0,150.0
46756,521QKGK967,Pulse,paid annual,49.99,2023-07-01,2023-12-31,183.0,0.0
46758,521QOLI315,LimeLight,paid annual,80.02,2023-07-01,2023-12-31,184.0,0.0
46759,521RGTL510,RetroReel,paid annual,120.02,2023-07-01,2023-12-31,184.0,0.0
46761,521SKKL083,CineQuest,discounted monthly,4.2,2023-07-01,2023-07-14,13.0,88.13000000000001
46763,521SPQO620,Pulse,paid monthly,7.99,2023-07-01,2023-12-31,184.0,39.949999999999996
46764,521SUWA405,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,183.0,150.0
46765,521TJVK680,RetroReel,paid annual,120.01,2023-07-01,2023-12-31,184.0,0.0
46767,521TMMV378,LimeLight,discounted monthly,6.38,2023-07-01,2023-12-31,183.0,38.279999999999994
46768,521TNVL601,RetroReel,paid annual,120.0,2023-10-01,2023-12-31,91.0,120.0
46770,521TYYS899,ChillStream,paid monthly,24.99,2023-07-28,2023-12-31,156.0,149.94
46772,521VAYP032,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,183.0,120.06000000000002
46773,521VLVI623,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,184.0,125.0
46774,521VNQE381,ChillStream,paid monthly,24.99,2023-07-01,2023-12-31,184.0,124.95000000000002
46775,521VRQH527,CineQuest,paid annual,60.01,2023-07-01,2023-12-31,183.0,0.0
46777,521VYIL353,Pulse,paid monthly,8.0,2023-07-01,2023-11-28,151.0,56.03
46778,521WLUZ329,LimeLight,paid annual,80.01,2023-07-01,2023-12-31,183.0,0.0
46779,521WNVI455,Pulse,paid annual,50.0,2023-07-01,2023-08-15,45.0,0.0
46780,521WNVI455,Pulse,discounted annual,37.91,2023-12-17,2023-12-31,14.0,37.91
46781,521YZUU894,Pulse,paid monthly,8.02,2023-07-01,2023-12-31,184.0,40.099999999999994
46783,521ZEEY438,CineQuest,paid monthly,12.0,2023-07-13,2023-12-31,171.0,72.0
46784,521ZKVV489,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,184.0,48.0
46785,521ZXVL958,LimeLight,paid annual,79.99,2023-08-15,2023-12-31,138.0,79.99
46789,522BAJX959,Pulse,paid monthly,8.01,2023-08-22,2023-12-31,131.0,40.05
46791,522BYOW821,CineQuest,paid monthly,12.0,2023-07-01,2023-07-22,22.0,71.88
46792,522CDUV237,Pulse,paid monthly,7.99,2023-07-01,2023-08-28,59.0,7.990000000000016
46793,522CDUV237,Pulse,paid annual,50.0,2023-09-29,2023-12-31,93.0,50.0
46794,522CMKD178,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,183.0,180.06
46796,522CQBJ750,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,183.0,48.0
46797,522CSMV663,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
46799,522DBVE021,LimeLight,paid monthly,19.99,2023-07-01,2023-07-29,29.0,100.05000000000001
46800,522DBVE021,LimeLight,paid monthly,19.98,2023-08-18,2023-12-31,135.0,99.9
46802,522EABP659,ChillStream,paid monthly,25.0,2023-10-15,2023-12-31,77.0,75.0
46804,522EOCQ379,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
46805,522EUTC359,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
46806,522FXOZ642,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,184.0,125.04999999999998
46807,522GPGA631,CineQuest,paid annual,60.0,2023-07-01,2023-12-31,184.0,0.0
46809,522GPGA631,LimeLight,discounted monthly,11.94,2023-12-09,2023-12-31,22.0,11.94
46810,522HOFF788,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,183.0,0.0
46812,522IAPD165,CineQuest,paid monthly,12.01,2023-07-01,2023-07-26,26.0,74.79999999999998
46813,522IAPD165,CineQuest,paid monthly,11.98,2023-10-20,2023-12-31,72.0,35.94
46814,522IOFU144,Pulse,paid annual,50.0,2023-07-01,2023-07-31,31.0,0.0
46815,522IOFU144,Pulse,paid monthly,8.0,2023-11-13,2023-12-31,48.0,16.0
46816,522IYSK906,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,183.0,180.06
46818,522JQYQ861,Pulse,paid annual,50.0,2023-07-01,2023-12-31,184.0,0.0
46819,522KCCT496,LimeLight,paid monthly,20.01,2023-07-01,2023-12-31,183.0,120.06
46820,522KUTS537,Pulse,paid monthly,7.99,2023-07-01,2023-12-06,159.0,31.960000000000015
46821,522KVYQ395,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,120.0
46824,522LDTG489,ChillStream,paid monthly,25.0,2023-10-06,2023-12-31,86.0,75.0
46825,522MJOH926,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
46828,522OIAL152,LimeLight,trial annual,78.84,2023-07-01,2023-12-31,184.0,0.0
46830,522OMZC319,Pulse,paid annual,50.01,2023-07-01,2023-12-31,184.0,0.0
46832,522OMZC319,RetroReel,paid monthly,30.02,2023-09-03,2023-12-31,119.0,120.08
46834,522OPJO889,Pulse,paid monthly,7.99,2023-07-01,2023-12-27,179.0,79.97999999999999
46837,522OZIP690,RetroReel,paid monthly,30.0,2023-11-22,2023-12-31,39.0,60.0
46838,522OZNF705,ChillStream,paid monthly,25.02,2023-07-01,2023-08-06,37.0,0.0
46840,522PGJG724,LimeLight,paid monthly,20.0,2023-07-01,2023-10-27,118.0,151.5
46842,522PTMH113,RetroReel,paid annual,119.99,2023-07-01,2023-12-31,184.0,0.0
46843,522QJKP662,RetroReel,paid monthly,30.02,2023-07-01,2023-12-31,184.0,180.12
46845,522RNQZ278,ChillStream,paid annual,100.01,2023-07-01,2023-12-31,184.0,0.0
46847,522ROKF901,RetroReel,paid monthly,29.99,2023-07-01,2023-10-05,97.0,89.97
46850,522RQOR130,ChillStream,paid monthly,25.0,2023-10-09,2023-12-31,83.0,75.0
46852,522SRCH449,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,184.0,125.04999999999998
46853,522TBZA775,LimeLight,paid monthly,20.01,2023-07-19,2023-12-31,165.0,120.06
46854,522THJJ963,ChillStream,paid annual,100.01,2023-07-01,2023-10-11,103.0,0.0
46856,522THJJ963,Pulse,paid monthly,8.0,2023-07-01,2023-12-31,183.0,48.0
46858,522TMLD399,Pulse,paid monthly,8.0,2023-11-06,2023-12-31,55.0,16.0
46860,522UCHQ375,RetroReel,paid annual,120.02,2023-07-01,2023-12-31,183.0,0.0
46861,522VFHB851,CineQuest,paid annual,59.99,2023-12-27,2023-12-31,4.0,59.99
46863,522VFLN270,ChillStream,paid annual,99.98,2023-07-01,2023-12-31,184.0,0.0
46865,522WGJQ695,Pulse,paid annual,50.01,2023-07-01,2023-12-31,184.0,0.0
46867,522WGMX211,LimeLight,paid annual,79.99,2023-07-25,2023-12-31,159.0,79.99
46868,522WNHH244,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,120.0
46870,522WZZL427,CineQuest,paid monthly,12.02,2023-07-01,2023-10-23,115.0,72.03000000000002
46871,522XSFN702,CineQuest,paid annual,60.0,2023-07-01,2023-12-31,184.0,0.0
46873,522YPFT727,ChillStream,paid monthly,24.97,2023-07-01,2023-12-31,183.0,149.81999999999996
46875,522YWED273,RetroReel,discounted monthly,29.21,2023-07-01,2023-12-31,183.0,204.46999999999997
46877,522YXOY199,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,183.0,0.0
46879,522ZNLG149,CineQuest,paid monthly,12.01,2023-07-01,2023-12-31,184.0,60.05000000000001
46881,522ZXSH196,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
46883,523AWOY081,ChillStream,paid annual,100.0,2023-07-01,2023-08-29,60.0,25.0
46885,523BBJM111,Pulse,paid monthly,8.02,2023-07-01,2023-12-31,183.0,48.120000000000005
46889,523EEVL406,ChillStream,paid monthly,25.01,2023-07-01,2023-12-31,184.0,125.04999999999998
46890,523ENGQ497,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,184.0,150.04999999999998
46892,523ENSF559,ChillStream,paid monthly,25.0,2023-07-01,2023-12-31,184.0,125.0
46893,523ENSF559,Pulse,paid annual,50.0,2023-07-01,2023-12-31,184.0,0.0
46895,523EVXS330,RetroReel,paid monthly,29.98,2023-07-01,2023-12-14,166.0,239.92000000000002
46896,523FOMW157,RetroReel,paid annual,119.99,2023-07-01,2023-12-31,184.0,0.0
46898,523GZMD019,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,183.0,0.0
46899,523HCFB502,Pulse,paid annual,49.99,2023-07-01,2023-12-31,184.0,0.0
46903,523HDGR818,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,184.0,0.0
46906,523HQJW651,LimeLight,paid monthly,20.0,2023-09-06,2023-12-31,116.0,80.0
46908,523IUXL865,ChillStream,paid monthly,25.01,2023-09-11,2023-12-30,110.0,375.04
46913,523KJBD403,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,184.0,0.0
46914,523KJBD403,LimeLight,trial monthly,12.95,2023-07-01,2023-12-31,184.0,64.75000000000001
46916,523KJGC645,Pulse,paid monthly,8.0,2023-07-01,2023-09-09,70.0,80.07999999999998
46917,523MGZV974,Pulse,paid monthly,8.0,2023-07-01,2023-08-19,49.0,14.420000000000002
46918,523MGZV974,Pulse,paid monthly,8.0,2023-12-03,2023-12-31,28.0,8.0
46919,523MIUV818,LimeLight,paid monthly,20.01,2023-07-01,2023-07-21,20.0,0.0
46920,523MIUV818,LimeLight,trial monthly,14.3,2023-11-26,2023-12-31,35.0,28.6
46921,523MIZB806,Pulse,paid monthly,8.0,2023-09-08,2023-12-31,114.0,32.0
46923,523MJIZ114,CineQuest,paid annual,60.01,2023-07-01,2023-12-31,183.0,0.0
46924,523NUSG860,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,184.0,0.0
46927,523OLHN809,Pulse,paid monthly,8.01,2023-08-18,2023-12-31,135.0,40.05
46929,523OPVI347,LimeLight,paid monthly,20.01,2023-07-01,2023-11-17,140.0,100.04999999999998
46931,523PBUQ892,LimeLight,paid monthly,19.99,2023-07-01,2023-12-31,183.0,119.94
46935,523PPYD496,LimeLight,paid monthly,19.96,2023-08-11,2023-12-31,142.0,99.80000000000001
46936,523PPYD496,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,183.0,180.0
46937,523PUPS657,RetroReel,paid annual,120.02,2023-07-01,2023-12-31,183.0,0.0
46939,523QNOV106,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,120.0
46940,523QXSS065,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,184.0,0.0
46943,523QXSS065,LimeLight,paid monthly,19.99,2023-10-18,2023-12-31,74.0,59.97
46945,523RTLN385,Pulse,paid monthly,8.01,2023-07-01,2023-12-07,160.0,48.840000000000025
46948,523SDNT201,Pulse,paid monthly,8.0,2023-12-18,2023-12-31,13.0,8.0
46949,523TLDH513,ChillStream,discounted monthly,14.65,2023-07-01,2023-08-28,59.0,14.650000000000006
46951,523TLDH513,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
46953,523TQFJ296,ChillStream,paid monthly,25.0,2023-11-15,2023-12-31,46.0,50.0
46955,523TTIX793,CineQuest,paid annual,60.0,2023-07-01,2023-12-31,184.0,0.0
46956,523UCHW613,CineQuest,paid annual,60.01,2023-07-01,2023-12-31,184.0,0.0
46958,523UJNL687,RetroReel,paid annual,120.0,2023-07-01,2023-12-31,184.0,0.0
46959,523VYMP220,LimeLight,paid annual,80.01,2023-07-01,2023-12-31,183.0,0.0
46960,523VYMP220,RetroReel,trial annual,81.86,2023-07-01,2023-12-31,184.0,0.0
46961,523WQZS672,LimeLight,paid monthly,20.01,2023-07-01,2023-10-30,121.0,80.04000000000002
46963,523XHJL103,RetroReel,paid monthly,30.01,2023-07-01,2023-12-31,184.0,150.04999999999998
46964,523XIAA507,RetroReel,paid monthly,30.0,2023-07-01,2023-12-31,184.0,150.0
46966,523YAYB541,ChillStream,paid annual,100.0,2023-07-01,2023-12-31,184.0,0.0
46967,523YAYB541,RetroReel,paid monthly,29.99,2023-09-08,2023-12-31,114.0,119.96
46968,523YCJW922,LimeLight,paid monthly,20.0,2023-07-01,2023-12-31,184.0,100.0
46970,523YCJW922,Pulse,paid monthly,7.98,2023-07-01,2023-11-22,145.0,71.92
46971,523YCJW922,Pulse,trial monthly,3.14,2023-12-10,2023-12-31,21.0,3.14
46972,523YSSH364,ChillStream,paid annual,100.01,2023-07-01,2023-12-31,184.0,0.0
46973,523ZHQI754,LimeLight,paid annual,80.0,2023-07-01,2023-12-31,183.0,0.0
46975,524AXHP327,Pulse,paid monthly,8.01,2023-10-10,2023-12-31,82.0,24.03
