,ID,BRAND,SUB_DETAIL,AMOUNT,START_DATE,END_DATE,DURATION,REVENUE
57738,642ZOUO117,RetroReel,paid monthly,29.99,2023-05-11,2023-06-30,51.0,59.98
57741,643AUPX292,ChillStream,expired monthly,24.99,2023-01-01,2023-05-07,126.0,99.95999999999998
57744,643AUPX292,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
57745,643AUPX292,RetroReel,expired monthly,29.99,2023-01-01,2023-01-05,4.0,0.0
57747,643AXXD003,CineQuest,paid annual,60.0,2023-01-01,2023-04-04,94.0,33.42
57749,643CVTI052,ChillStream,paid monthly,25.01,2023-02-16,2023-03-17,29.0,48.11
57750,643CVTI052,ChillStream,paid annual,99.99,2023-06-30,2023-06-30,1.0,99.99
57751,643DCVF088,LimeLight,paid annual,79.99,2023-01-10,2023-06-30,172.0,79.99
57752,643DGGX371,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
57753,643EBJM189,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
57754,643ESHF141,RetroReel,paid annual,120.01,2023-02-18,2023-06-30,133.0,120.01
57755,643EXFC989,CineQuest,paid monthly,11.99,2023-03-18,2023-06-23,97.0,47.96
57757,643FPCA706,RetroReel,paid monthly,29.99,2023-05-04,2023-06-30,58.0,59.98
57759,643GYDB619,ChillStream,paid annual,100.0,2023-01-01,2023-06-30,181.0,100.0
57760,643GYDB619,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
57764,643HLNA359,LimeLight,paid monthly,19.99,2023-01-12,2023-05-07,115.0,280.15999999999997
57768,643HQUJ733,LimeLight,trial monthly,6.32,2023-01-01,2023-06-30,181.0,44.24
57770,643HUFM877,Pulse,paid monthly,8.0,2023-01-01,2023-03-14,73.0,16.0
57771,643HUFM877,Pulse,paid annual,50.01,2023-04-11,2023-06-30,81.0,50.01
57773,643HWLJ593,ChillStream,paid annual,99.99,2023-01-01,2023-06-30,181.0,99.99
57775,643HZYB961,CineQuest,trial annual,39.65,2023-06-22,2023-06-30,9.0,39.65
57777,643IGXR585,LimeLight,paid monthly,19.99,2023-01-02,2023-05-22,140.0,279.95
57780,643JEOG828,CineQuest,trial monthly,8.31,2023-01-01,2023-06-30,181.0,58.17
57782,643JHMV170,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
57783,643JIVX960,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
57784,643JTXP405,LimeLight,expired annual,80.0,2023-01-01,2023-06-26,176.0,80.0
57787,643JXSV897,Pulse,paid monthly,7.98,2023-05-27,2023-06-30,35.0,15.96
57788,643KIKK049,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
57789,643LIJV089,LimeLight,paid monthly,19.98,2023-04-18,2023-06-30,74.0,59.94
57790,643LRAX908,LimeLight,paid monthly,19.99,2023-01-01,2023-02-16,47.0,39.97999999999999
57792,643LUDU427,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
57794,643LZIX604,LimeLight,paid annual,80.0,2023-01-14,2023-06-30,168.0,80.0
57796,643MPGL576,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
57799,643NITM883,ChillStream,paid monthly,25.02,2023-03-07,2023-06-30,116.0,100.08
57803,643NUBL503,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
57806,643NYSF908,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
57809,643PKGY755,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
57810,643PNON431,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
57812,643PTUB920,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
57813,643QPAU940,Pulse,paid annual,49.99,2023-04-25,2023-06-30,67.0,49.99
57814,643STOK288,LimeLight,paid monthly,20.02,2023-01-01,2023-06-30,181.0,140.14
57815,643THKM712,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
57816,643TZRE915,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
57817,643UEMY180,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
57819,643VBYP957,CineQuest,paid monthly,12.02,2023-01-01,2023-06-30,181.0,84.14
57821,643VLTF254,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
57823,643WITK633,LimeLight,paid annual,80.01,2023-01-01,2023-06-30,181.0,80.01
57825,643WMWN434,ChillStream,paid monthly,25.02,2023-01-01,2023-06-30,181.0,175.14
57827,643WMWN434,CineQuest,paid monthly,12.0,2023-04-26,2023-06-30,66.0,36.0
57830,643WZWI846,Pulse,paid monthly,8.0,2023-01-19,2023-06-30,163.0,48.0
57832,643XYBY579,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
57834,643ZQTB010,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
57835,643ZSKD395,ChillStream,paid annual,100.0,2023-01-01,2023-05-26,146.0,0.0
57837,644AAWJ467,Pulse,trial monthly,7.86,2023-01-01,2023-04-14,104.0,63.81
57841,644ANTB170,LimeLight,paid monthly,20.0,2023-01-01,2023-04-21,111.0,179.98
57843,644BKZO860,LimeLight,paid monthly,20.0,2023-05-30,2023-06-30,32.0,40.0
57844,644DNJW563,LimeLight,paid monthly,20.01,2023-05-07,2023-06-30,55.0,40.02
57845,644DNVK235,LimeLight,paid monthly,20.01,2023-01-01,2023-05-02,122.0,80.03999999999999
57849,644DSKJ238,CineQuest,paid monthly,12.0,2023-01-01,2023-04-26,116.0,132.07
57852,644DXAB795,Pulse,paid monthly,8.02,2023-03-01,2023-06-30,122.0,40.099999999999994
57854,644DZZP608,CineQuest,trial monthly,9.35,2023-05-15,2023-06-30,47.0,18.7
57855,644EEAD916,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
57858,644EJJW065,RetroReel,paid annual,120.01,2023-01-01,2023-06-30,181.0,120.01
57859,644FMAZ743,RetroReel,paid annual,120.0,2023-05-11,2023-06-30,51.0,120.0
57861,644FVQK676,CineQuest,paid annual,59.99,2023-01-01,2023-06-30,181.0,59.99
57862,644FVQK676,Pulse,paid monthly,8.0,2023-04-17,2023-06-30,75.0,24.0
57864,644GQTZ412,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
57867,644GXDO026,LimeLight,paid annual,79.98,2023-01-10,2023-06-30,172.0,79.98
57871,644GZJE245,ChillStream,paid annual,100.0,2023-05-26,2023-06-30,36.0,100.0
57873,644HFUG631,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
57875,644HISZ909,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
57876,644HJSD588,RetroReel,paid annual,119.99,2023-04-07,2023-06-30,85.0,119.99
57878,644IXVR165,ChillStream,paid monthly,24.99,2023-01-01,2023-06-30,181.0,174.92999999999998
57881,644JNAW610,ChillStream,paid monthly,25.0,2023-05-31,2023-06-30,31.0,50.0
57882,644JNAW610,LimeLight,expired monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
57885,644KWAV054,CineQuest,paid monthly,12.01,2023-05-25,2023-06-30,37.0,24.02
57887,644LOVX567,ChillStream,paid monthly,25.01,2023-05-20,2023-06-30,42.0,50.02
57890,644OMER187,Pulse,paid monthly,8.0,2023-06-30,2023-06-30,1.0,8.0
57891,644OUYI930,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
57892,644PJRC696,RetroReel,paid monthly,30.0,2023-01-01,2023-02-24,55.0,44.75999999999999
57893,644PURS525,ChillStream,paid monthly,24.99,2023-01-01,2023-01-05,5.0,0.0
57897,644QFVQ836,LimeLight,paid monthly,19.99,2023-04-20,2023-06-30,72.0,59.97
57898,644QFVQ836,Pulse,paid monthly,8.01,2023-01-01,2023-06-21,172.0,48.059999999999995
57899,644QMFE546,LimeLight,paid monthly,19.99,2023-01-01,2023-04-30,120.0,79.96000000000001
57901,644QOFF201,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
57902,644RFRS242,Pulse,paid monthly,8.02,2023-01-01,2023-06-30,181.0,56.14
57906,644SWNL041,ChillStream,paid monthly,25.0,2023-03-04,2023-06-15,103.0,368.51
57908,644TISR356,LimeLight,trial annual,54.17,2023-01-01,2023-06-30,181.0,54.17
57909,644TISR356,Pulse,paid monthly,8.01,2023-01-01,2023-02-02,33.0,8.009999999999998
57911,644TTSI389,RetroReel,paid monthly,30.01,2023-05-10,2023-06-30,52.0,60.02
57913,644TVUB540,LimeLight,paid monthly,20.0,2023-05-02,2023-06-30,60.0,40.0
57914,644UKDD321,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
57916,644UZJA279,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
57917,644VMCX865,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
57918,644VSLT683,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
57919,644WXRU160,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
57920,644XXMY857,RetroReel,paid annual,119.99,2023-01-01,2023-06-30,181.0,119.99
57923,644XYYB499,CineQuest,paid monthly,12.01,2023-01-01,2023-06-30,181.0,84.07
57925,644YIHV432,CineQuest,paid monthly,11.99,2023-02-22,2023-06-30,129.0,59.95
57927,644ZCWI486,ChillStream,paid monthly,25.01,2023-03-14,2023-06-30,109.0,100.04
57928,644ZPKV240,ChillStream,expired monthly,25.0,2023-01-01,2023-03-10,68.0,50.0
57930,644ZPKV240,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
57931,644ZYYI607,ChillStream,paid annual,100.0,2023-01-01,2023-05-13,133.0,100.0
57932,644ZYYI607,ChillStream,paid monthly,25.01,2023-06-09,2023-06-30,22.0,25.01
57934,645AKEJ404,LimeLight,expired monthly,19.99,2023-01-01,2023-05-30,149.0,99.94999999999999
57935,645AKEJ404,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
57940,645BMPI176,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
57941,645CRHT561,CineQuest,paid annual,59.99,2023-01-01,2023-06-30,181.0,59.99
57943,645DJDR465,CineQuest,paid monthly,12.01,2023-03-01,2023-06-30,122.0,60.05
57946,645DJDR465,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
57947,645ERZN817,LimeLight,paid monthly,20.0,2023-01-01,2023-05-19,139.0,80.0
57948,645ETVG886,ChillStream,paid monthly,25.01,2023-01-01,2023-06-30,181.0,175.07000000000002
57950,645ETVG886,Pulse,paid monthly,7.99,2023-01-01,2023-02-01,32.0,31.959999999999994
57953,645EVZC710,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
57958,645IDEV977,CineQuest,paid monthly,12.02,2023-01-01,2023-01-06,6.0,168.01999999999998
57961,645ILVD842,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
57962,645ILVD842,RetroReel,discounted monthly,26.43,2023-01-01,2023-06-30,181.0,185.01
57966,645IMEK278,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
57967,645IMEK278,RetroReel,expired monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
57969,645JCKR982,RetroReel,paid monthly,30.0,2023-04-20,2023-06-30,72.0,90.0
57970,645JJTB123,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
57971,645JRHP357,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
57974,645KSWO054,Pulse,paid monthly,8.0,2023-06-17,2023-06-30,14.0,8.0
57979,645MTII029,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
57983,645QPKI105,CineQuest,paid monthly,11.99,2023-03-07,2023-06-30,116.0,47.96
57989,645SCVD207,ChillStream,paid monthly,25.01,2023-03-16,2023-05-15,60.0,60.260000000000005
57995,645SWNF653,RetroReel,paid monthly,30.0,2023-01-22,2023-05-11,109.0,120.0
57996,645SWNF653,RetroReel,paid monthly,29.99,2023-06-03,2023-06-30,28.0,29.99
57997,645VCTH906,ChillStream,paid annual,99.99,2023-01-01,2023-06-30,181.0,99.99
57998,645VHAW037,CineQuest,paid monthly,12.0,2023-01-13,2023-06-30,169.0,72.0
58000,645WDDY553,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
58003,645WLRD177,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
58005,645XKHW821,Pulse,paid monthly,8.0,2023-03-16,2023-06-30,107.0,32.0
58006,645YMOM388,Pulse,paid monthly,8.02,2023-01-01,2023-06-30,181.0,56.14
58010,645ZJBI971,RetroReel,paid monthly,30.0,2023-06-28,2023-06-30,3.0,30.0
58012,646AHLM084,Pulse,paid annual,50.02,2023-01-01,2023-05-04,124.0,49.98
58013,646AHLM084,Pulse,paid monthly,8.01,2023-06-16,2023-06-30,15.0,8.01
58014,646AKQK987,ChillStream,paid monthly,25.01,2023-01-01,2023-06-30,181.0,175.07000000000002
58015,646ALMX953,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
58016,646ALMX953,RetroReel,paid annual,120.0,2023-01-24,2023-03-19,54.0,120.0
58018,646BCRR055,ChillStream,paid monthly,24.99,2023-01-01,2023-06-30,181.0,174.92999999999998
58019,646BCRR055,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
58021,646BPIP013,Pulse,paid monthly,8.0,2023-01-01,2023-01-11,11.0,24.03
58022,646BPIP013,Pulse,trial monthly,4.24,2023-02-05,2023-03-03,26.0,52.27
58023,646BPIP013,Pulse,paid annual,49.99,2023-05-29,2023-06-30,32.0,102.26
58026,646BXYN337,RetroReel,paid monthly,30.0,2023-01-01,2023-02-11,42.0,60.010000000000005
58028,646CEGQ105,Pulse,paid monthly,7.99,2023-01-01,2023-02-03,34.0,32.230000000000004
58030,646CTEQ392,LimeLight,paid monthly,20.0,2023-01-01,2023-01-03,3.0,0.0
58031,646CTEQ392,LimeLight,paid monthly,19.99,2023-02-18,2023-03-28,38.0,159.98
58034,646CZUZ430,Pulse,paid monthly,7.99,2023-06-27,2023-06-30,4.0,7.99
58035,646DJVS980,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
58039,646EFCP705,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
58041,646EFCP705,Pulse,paid annual,50.0,2023-03-16,2023-06-30,107.0,50.0
58042,646FHWZ312,ChillStream,paid monthly,25.0,2023-05-21,2023-06-30,41.0,50.0
58043,646FHWZ312,CineQuest,expired monthly,12.01,2023-01-01,2023-02-27,57.0,24.02000000000001
58046,646FZHP404,ChillStream,paid annual,100.0,2023-03-06,2023-05-07,62.0,375.0
58047,646FZHP404,ChillStream,paid monthly,25.0,2023-06-24,2023-06-30,7.0,25.0
58050,646GJQO815,CineQuest,paid monthly,12.0,2023-05-07,2023-06-30,55.0,24.0
58052,646HFNS689,Pulse,paid monthly,7.99,2023-02-28,2023-06-30,123.0,39.95
58054,646IKOO923,ChillStream,paid annual,100.01,2023-01-01,2023-03-10,69.0,99.98
58056,646IPGC597,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
58060,646KERR146,ChillStream,paid monthly,25.0,2023-01-01,2023-04-23,113.0,200.01
58062,646KERR146,RetroReel,expired monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
58065,646KUSH025,LimeLight,paid monthly,20.01,2023-05-26,2023-06-30,36.0,40.02
58066,646LXYN752,LimeLight,paid annual,80.01,2023-01-01,2023-06-30,181.0,80.01
58068,646MSVM848,ChillStream,paid annual,99.99,2023-01-28,2023-06-30,154.0,99.99
58071,646MZXH232,ChillStream,paid monthly,25.02,2023-04-26,2023-05-06,10.0,225.02
58075,646NNCN848,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
58076,646NYZJ191,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
58078,646ONSA590,RetroReel,paid monthly,30.01,2023-01-01,2023-04-03,93.0,120.04
58080,646ONZX476,RetroReel,paid annual,119.98,2023-01-01,2023-06-30,181.0,119.98
58081,646ORVZ961,ChillStream,paid annual,99.99,2023-01-01,2023-06-30,181.0,99.99
58082,646ORVZ961,LimeLight,expired monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
58083,646OYRC232,LimeLight,paid monthly,19.98,2023-02-23,2023-06-30,128.0,99.9
58084,646OZBF126,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
58088,646QCHV245,CineQuest,paid annual,60.0,2023-01-01,2023-05-13,133.0,80.92000000000002
58090,646QPMA582,Pulse,paid monthly,8.0,2023-01-01,2023-02-09,40.0,14.149999999999999
58091,646QPMA582,Pulse,paid monthly,7.99,2023-03-28,2023-06-30,95.0,31.96
58092,646REAJ407,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
58093,646RORR502,ChillStream,paid monthly,25.01,2023-05-04,2023-06-30,58.0,50.02
58095,646SKIA040,RetroReel,paid annual,119.99,2023-01-01,2023-06-30,181.0,119.99
58097,646SLCQ384,CineQuest,paid monthly,11.99,2023-04-23,2023-06-30,69.0,35.97
58098,646SLDG793,LimeLight,paid annual,79.99,2023-01-01,2023-06-30,181.0,79.99
58099,646THLJ396,RetroReel,paid annual,120.02,2023-01-01,2023-06-18,169.0,80.40000000000002
58101,646URST398,LimeLight,paid annual,79.98,2023-02-09,2023-06-30,142.0,79.98
58103,646UYZI364,ChillStream,paid monthly,25.0,2023-01-01,2023-03-14,73.0,125.0
58105,646VIMF608,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
58107,646VSOI358,CineQuest,paid monthly,12.02,2023-01-01,2023-06-30,181.0,84.14
58109,646WBHN004,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
58112,646XDIA729,ChillStream,paid monthly,24.99,2023-02-25,2023-06-30,126.0,124.94999999999999
58113,646YVHU648,RetroReel,expired annual,120.01,2023-01-01,2023-01-26,25.0,120.01
58114,646YVHU648,RetroReel,paid annual,120.0,2023-03-09,2023-06-30,114.0,120.0
58115,646ZAKA141,LimeLight,paid monthly,19.99,2023-01-01,2023-04-11,101.0,79.96000000000001
58116,647ADYK452,ChillStream,paid monthly,25.01,2023-01-07,2023-06-30,175.0,150.06
58117,647AVOY438,Pulse,paid monthly,8.01,2023-03-30,2023-06-30,93.0,32.04
58118,647AVSM752,CineQuest,expired monthly,11.99,2023-01-01,2023-04-13,102.0,35.97
58121,647AWBQ480,RetroReel,paid annual,119.99,2023-01-01,2023-06-30,181.0,119.99
58123,647BGSG252,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
58125,647CFBJ354,ChillStream,trial monthly,10.38,2023-01-01,2023-04-25,115.0,141.52
58127,647CFUM637,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
58128,647CNCI078,RetroReel,paid annual,120.01,2023-01-01,2023-06-30,181.0,120.01
58130,647EFJG908,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
58131,647ERVR632,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
58133,647FMCV887,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
58136,647FMCV887,Pulse,paid annual,50.01,2023-01-02,2023-06-30,180.0,50.01
58139,647FPLD362,ChillStream,paid monthly,25.0,2023-02-08,2023-06-30,143.0,125.0
58140,647FRFT509,Pulse,paid monthly,8.0,2023-01-01,2023-01-04,4.0,0.0
58143,647GADE315,LimeLight,paid monthly,20.02,2023-04-19,2023-06-30,73.0,60.06
58144,647GBGZ616,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
58146,647GZDN189,ChillStream,paid monthly,25.02,2023-01-01,2023-06-30,181.0,175.14
58149,647GZDN189,Pulse,paid annual,50.0,2023-01-18,2023-06-30,164.0,50.0
58151,647HKQX457,LimeLight,paid monthly,20.0,2023-02-27,2023-06-30,124.0,100.0
58152,647IEPT048,RetroReel,paid annual,119.99,2023-01-01,2023-06-30,181.0,119.99
58153,647IHUV241,RetroReel,paid monthly,30.0,2023-03-12,2023-06-30,111.0,120.0
58155,647INJJ041,Pulse,discounted monthly,4.72,2023-01-01,2023-01-24,24.0,36.76
58156,647INJJ041,Pulse,paid monthly,8.02,2023-05-08,2023-06-30,54.0,16.04
58158,647JSQF941,LimeLight,paid annual,80.01,2023-01-01,2023-06-30,181.0,80.01
58160,647LFMH533,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
58164,647NTSS901,CineQuest,paid monthly,12.01,2023-01-01,2023-01-08,8.0,81.55000000000001
58165,647NTSS901,CineQuest,paid monthly,12.01,2023-06-05,2023-06-30,26.0,12.01
58167,647PEOE708,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
58169,647PIKP221,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
58172,647QDWB077,RetroReel,paid monthly,30.0,2023-03-18,2023-06-30,105.0,120.0
58173,647QFSH586,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
58174,647RBPO754,LimeLight,paid annual,80.0,2023-04-08,2023-06-30,84.0,80.0
58175,647RESL885,LimeLight,paid annual,79.99,2023-01-01,2023-06-30,181.0,79.99
58177,647RHYD322,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
58178,647RNTH696,RetroReel,paid annual,120.0,2023-01-01,2023-01-06,6.0,0.0
58180,647SGVK589,LimeLight,trial annual,57.23,2023-01-01,2023-06-30,181.0,57.23
58182,647UGUZ237,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
58184,647WEQP168,Pulse,trial annual,26.52,2023-01-01,2023-06-30,181.0,26.52
58186,647YFWB411,Pulse,paid monthly,8.01,2023-01-02,2023-03-12,69.0,47.97
58187,647YFWB411,Pulse,paid monthly,8.0,2023-04-30,2023-06-16,47.0,63.97
58189,647YJXC303,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
58190,647ZEZP760,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
58195,648BSNV993,RetroReel,paid annual,119.99,2023-01-01,2023-06-30,181.0,119.99
58196,648BVKS726,ChillStream,paid annual,100.0,2023-02-13,2023-06-30,138.0,100.0
58197,648BVKS726,RetroReel,paid annual,120.01,2023-01-11,2023-06-30,171.0,120.01
58198,648CNVO883,LimeLight,paid annual,79.99,2023-01-01,2023-06-30,181.0,79.99
58200,648CXMC654,LimeLight,paid monthly,20.02,2023-01-01,2023-06-30,181.0,140.14
58202,648DCGD994,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
58203,648DCGD994,Pulse,paid monthly,8.01,2023-01-01,2023-03-28,87.0,33.010000000000005
58206,648ECHV241,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
58209,648FJIH755,ChillStream,paid monthly,24.98,2023-01-01,2023-06-30,181.0,174.86
58211,648FJIH755,CineQuest,paid monthly,12.01,2023-01-01,2023-02-25,56.0,60.019999999999996
58212,648FZQP402,Pulse,paid annual,50.0,2023-04-19,2023-06-30,73.0,50.0
58214,648GFJQ958,Pulse,paid monthly,8.0,2023-01-01,2023-02-14,45.0,16.0
58216,648HEHN015,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
58217,648HHZD784,LimeLight,expired annual,80.0,2023-01-01,2023-06-30,181.0,80.0
58218,648HQNK896,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
58219,648IRBY506,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
58221,648JDVT860,ChillStream,paid monthly,25.01,2023-01-01,2023-06-30,181.0,175.07000000000002
58222,648JDVT860,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
58224,648LEKL969,Pulse,paid monthly,8.02,2023-01-01,2023-06-30,181.0,56.14
58225,648LNVD717,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
58226,648LNVD717,Pulse,discounted monthly,7.64,2023-01-01,2023-06-30,181.0,53.48
58228,648MFMW521,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
58230,648MPRG133,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
58232,648MWPI732,CineQuest,paid annual,60.02,2023-01-01,2023-06-30,181.0,60.02
58233,648NTXR101,Pulse,paid annual,50.01,2023-01-01,2023-04-11,101.0,0.0
58236,648OELE330,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
58238,648OFLD844,ChillStream,paid monthly,25.01,2023-01-01,2023-06-30,181.0,175.07000000000002
58240,648OFLD844,CineQuest,paid annual,60.01,2023-01-01,2023-03-10,69.0,44.42000000000001
58245,648ORAR229,ChillStream,paid monthly,25.0,2023-06-25,2023-06-30,6.0,25.0
58249,648RRZB953,CineQuest,paid monthly,11.99,2023-01-01,2023-02-08,39.0,98.43
58251,648RTWT441,CineQuest,paid monthly,12.01,2023-01-01,2023-02-26,57.0,24.02000000000001
58255,648SCPL472,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
58256,648SKGP633,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
58257,648TFAI831,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
58258,648TMIM458,LimeLight,paid monthly,19.99,2023-01-01,2023-05-14,134.0,79.96000000000001
58260,648UNGM551,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
58261,648UXMZ585,ChillStream,paid monthly,25.01,2023-05-21,2023-06-30,41.0,50.02
58263,648UXMZ585,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
58265,648XSRC327,CineQuest,paid monthly,12.01,2023-01-01,2023-06-30,181.0,84.07
58266,648XUGG188,LimeLight,trial monthly,16.02,2023-01-01,2023-06-30,181.0,112.14
58270,648YDCW351,CineQuest,paid monthly,12.01,2023-04-01,2023-06-30,91.0,48.04
58272,648YJCX068,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
58273,648ZZLV204,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
58275,649CCJB282,RetroReel,paid annual,120.0,2023-04-19,2023-06-30,73.0,120.0
58276,649CHOW926,LimeLight,paid annual,79.99,2023-01-01,2023-03-24,83.0,0.0
58278,649CLKB295,RetroReel,paid monthly,30.01,2023-06-12,2023-06-30,19.0,30.01
58281,649DJUI847,CineQuest,paid monthly,12.01,2023-02-05,2023-06-30,146.0,60.05
58283,649FBLY593,CineQuest,discounted monthly,9.18,2023-01-20,2023-04-14,84.0,111.47
58285,649GKFM201,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
58287,649IODG491,CineQuest,discounted annual,24.09,2023-01-01,2023-03-28,87.0,108.0
58290,649KPIB999,Pulse,paid monthly,7.98,2023-01-01,2023-06-30,181.0,55.86
58291,649KWBA714,ChillStream,paid annual,100.01,2023-01-01,2023-06-30,181.0,100.01
58294,649KWNZ445,Pulse,paid monthly,8.0,2023-01-01,2023-01-12,12.0,74.03999999999999
