,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,2023_REVENUE,LTVCluster,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
4681,415AUKS252,LimeLight,149,180.05,1,1,0,2,3,179.9,2,0,0,1
4682,415BHBS508,LimeLight,49,94.6,2,2,1,1,4,200.10000000000002,2,0,0,1
4683,415EBCE765,LimeLight,221,160.08,1,1,0,1,2,220.0,2,0,1,0
4684,415EOSZ436,LimeLight,295,80.01,2,0,1,0,1,0.0,0,0,1,0
4685,415HYYO586,LimeLight,17,200.01,1,2,0,2,4,0.0,0,0,0,1
4686,415MDBI888,LimeLight,310,80.01,1,0,0,0,0,0.0,0,0,1,0
4687,415MDIP160,LimeLight,233,160.0,1,1,0,1,2,60.56,1,0,1,0
4688,415NIKD142,LimeLight,280,80.01,1,0,0,0,0,80.0,1,0,1,0
4689,415TXLS931,LimeLight,77,80.02,2,2,1,0,3,0.0,0,0,0,1
4690,415ZKFR658,LimeLight,109,105.25,1,2,0,1,3,120.0,1,0,0,1
4691,416AVZO062,LimeLight,280,80.0,3,0,2,0,2,80.0,1,0,1,0
4692,416BXET269,LimeLight,12,39.96,1,2,0,0,2,120.06,1,0,1,0
4693,416CBLV756,LimeLight,44,40.0,1,2,0,0,2,0.0,0,0,1,0
4694,416DRYI579,LimeLight,233,79.99,1,1,0,0,1,0.0,0,0,1,0
4695,416ENCP998,LimeLight,220,159.92,1,1,0,1,2,0.0,0,0,1,0
4696,416GMDE497,LimeLight,276,59.94,3,0,2,0,2,99.9,1,0,1,0
4697,416HTUA388,LimeLight,332,240.12,2,0,1,2,3,0.0,0,0,0,1
4698,416KNVH195,LimeLight,7,240.0,1,2,0,2,4,240.0,2,0,0,1
4699,416MOTQ261,LimeLight,102,79.96,1,2,0,0,2,0.0,0,0,1,0
4700,416MYHK486,LimeLight,238,79.99,3,0,2,0,2,80.04,1,0,1,0
4701,416NKCK306,LimeLight,317,79.98,1,0,0,0,0,0.0,0,0,1,0
4702,416NSGD934,LimeLight,65,59.94,1,2,0,0,2,99.94,1,0,1,0
4703,416PHQT487,LimeLight,286,220.11,1,0,0,2,2,0.0,0,0,1,0
4704,416QVVA617,LimeLight,261,120.04,1,0,0,1,1,0.0,0,0,1,0
4705,416TWJF347,LimeLight,278,80.0,1,0,0,0,0,80.0,1,0,1,0
4706,416UQUJ962,LimeLight,177,140.07000000000002,1,1,0,1,2,80.02,1,0,1,0
4707,416XZOU590,LimeLight,349,239.76,1,0,0,2,2,70.41,1,0,1,0
4708,416YHRO257,LimeLight,134,38.5,1,1,0,0,1,60.02,1,0,1,0
4709,417BISQ337,LimeLight,327,79.99,2,0,1,0,1,0.0,0,0,1,0
4710,417BNCG338,LimeLight,143,159.93,1,1,0,1,2,0.0,0,0,1,0
4711,417DYVB932,LimeLight,108,220.05,1,2,0,2,4,0.0,0,0,0,1
4712,417FUEL613,LimeLight,174,120.0,1,1,0,1,2,76.67,1,0,1,0
4713,417GGLO875,LimeLight,109,30.7,2,2,1,0,3,10.24,0,0,0,1
4714,417HBBO645,LimeLight,51,39.96,1,2,0,0,2,239.91,2,0,1,0
4715,417ISHA833,LimeLight,337,20.0,1,0,0,0,0,119.88,1,0,1,0
4716,417JZFU919,LimeLight,21,124.09,1,2,0,1,3,0.0,0,0,0,1
4717,417ROXN240,LimeLight,323,40.0,1,0,0,0,0,240.0,2,0,1,0
4718,417RUJB466,LimeLight,155,119.99,2,1,1,1,3,79.99,1,0,0,1
4719,417TLHB106,LimeLight,306,219.89,1,0,0,2,2,219.96,2,0,1,0
4720,417WEMS003,LimeLight,91,185.82,2,2,1,2,5,159.98,2,1,0,0
4721,417WTVJ198,LimeLight,243,180.09,1,0,0,2,2,0.0,0,0,1,0
4722,418CBME097,LimeLight,319,220.22,1,0,0,2,2,0.0,0,0,1,0
4723,418CVQM357,LimeLight,100,37.04,1,2,0,0,2,180.18,2,0,1,0
4724,418DHHM124,LimeLight,64,59.97,2,2,1,0,3,0.0,0,0,0,1
4725,418FUJP191,LimeLight,174,140.07000000000002,1,1,0,1,2,119.94,1,0,1,0
4726,418KMCF537,LimeLight,178,80.0,1,1,0,0,1,80.0,1,0,1,0
4727,418KNFB379,LimeLight,133,79.96,2,1,1,0,2,179.91,2,0,1,0
4728,418PHIA530,LimeLight,213,160.0,1,1,0,1,2,0.0,0,0,1,0
4729,418UIYH634,LimeLight,98,219.89,2,2,1,2,5,60.06,1,1,0,0
4730,418YMMI614,LimeLight,145,80.0,1,1,0,0,1,80.04,1,0,1,0
4731,418YXPR995,LimeLight,92,79.92,1,2,0,0,2,0.0,0,0,1,0
4732,419ABZS728,LimeLight,72,51.17999999999999,1,2,0,0,2,0.0,0,0,1,0
4733,419APAQ805,LimeLight,224,159.92,1,1,0,1,2,99.97,1,0,1,0
4734,419DAOF738,LimeLight,321,220.11,2,0,1,2,3,179.82,2,0,0,1
4735,419EARJ716,LimeLight,259,80.01,1,0,0,0,0,80.0,1,0,1,0
4736,419HCJL145,LimeLight,59,99.2,1,2,0,1,3,59.97,1,0,0,1
4737,419HPWD634,LimeLight,88,20.46,1,2,0,0,2,240.01,2,0,1,0
4738,419KXJO424,LimeLight,124,160.02,1,1,0,1,2,0.0,0,0,1,0
4739,419LZFZ592,LimeLight,224,160.0,2,1,1,1,3,0.0,0,0,0,1
4740,419MVQW046,LimeLight,22,20.01,1,2,0,0,2,179.96999999999997,2,0,1,0
4741,419NVGY390,LimeLight,155,119.94,1,1,0,1,2,179.91,2,0,1,0
4742,419TGPR407,LimeLight,261,180.09,1,0,0,2,2,0.0,0,0,1,0
4743,419UGJM675,LimeLight,14,20.0,1,2,0,0,2,199.92999999999998,2,0,1,0
4744,419YIKV183,LimeLight,178,99.95,1,1,0,1,2,0.0,0,0,1,0
4745,420FJVB939,LimeLight,205,20.0,1,1,0,0,1,159.92,2,0,1,0
4746,420JJAQ874,LimeLight,305,80.02,1,0,0,0,0,0.0,0,0,1,0
4747,420MUVA550,LimeLight,295,79.98,1,0,0,0,0,0.0,0,0,1,0
4748,420NUNE603,LimeLight,359,19.98,2,0,1,0,1,99.94999999999999,1,0,1,0
4749,420OFBG476,LimeLight,53,231.74,1,2,0,2,4,0.0,0,0,0,1
4750,420OQKI023,LimeLight,91,80.0,1,2,0,0,2,160.02,2,0,1,0
4751,420OTAS060,LimeLight,40,159.99,1,2,0,1,3,0.0,0,0,0,1
4752,420PMQW334,LimeLight,287,80.0,1,0,0,0,0,0.0,0,0,1,0
4753,420RAHA326,LimeLight,280,80.01,2,0,1,0,1,0.0,0,0,1,0
4754,420SHGE363,LimeLight,51,217.68,1,2,0,2,4,160.0,2,0,0,1
4755,420SUZL864,LimeLight,178,80.0,2,1,1,0,2,0.0,0,0,1,0
4756,420XIMV358,LimeLight,125,37.75,1,1,0,0,1,100.1,1,0,1,0
4757,420XRLU623,LimeLight,55,119.99,1,2,0,1,3,0.0,0,0,0,1
4758,420ZJRN022,LimeLight,274,60.0,2,0,1,0,1,0.0,0,0,1,0
4759,420ZRKP227,LimeLight,4,20.02,1,2,0,0,2,239.44,2,0,1,0
4760,421BFLO245,LimeLight,104,63.22,1,2,0,0,2,100.02000000000001,1,0,1,0
4761,421DLCG057,LimeLight,93,160.02,3,2,2,1,5,0.0,0,1,0,0
4762,421LAZI761,LimeLight,22,120.02,1,2,0,1,3,0.0,0,0,0,1
4763,421NXCK234,LimeLight,321,219.89,1,0,0,2,2,0.0,0,0,1,0
4764,421NXCR197,LimeLight,75,114.55,1,2,0,1,3,139.97,1,0,0,1
4765,421QLST400,LimeLight,111,79.96,2,2,1,0,3,179.92000000000002,2,0,0,1
4766,421RNHF154,LimeLight,17,20.0,1,2,0,0,2,0.0,0,0,1,0
4767,421UCVW082,LimeLight,100,76.44,1,2,0,0,2,0.0,0,0,1,0
4768,421YTYT370,LimeLight,208,220.08000000000004,1,1,0,2,3,180.04000000000002,2,0,0,1
4769,422BBAO193,LimeLight,270,79.98,1,0,0,0,0,79.99,1,0,1,0
4770,422DDQO840,LimeLight,117,139.93,1,1,0,1,2,165.95,2,0,1,0
4771,422ENLO782,LimeLight,356,239.88,1,0,0,2,2,0.0,0,0,1,0
4772,422JAHM962,LimeLight,350,80.03,1,0,0,0,0,0.0,0,0,1,0
4773,422LGHV728,LimeLight,183,260.06,1,1,0,2,3,159.84,2,0,0,1
4774,422MDLY100,LimeLight,151,79.99,2,1,1,0,2,0.0,0,0,1,0
4775,422MTVL131,LimeLight,3,260.0,1,2,0,2,4,80.01,1,0,0,1
4776,422QXTT179,LimeLight,345,80.0,1,0,0,0,0,0.0,0,0,1,0
4777,423DCAK968,LimeLight,243,80.0,1,0,0,0,0,80.0,1,0,1,0
4778,423GNVJ035,LimeLight,59,40.04,1,2,0,0,2,180.0,2,0,1,0
4779,423KYAP177,LimeLight,342,240.0,1,0,0,2,2,140.07000000000002,1,0,1,0
4780,423PCPH731,LimeLight,132,64.15,1,1,0,0,1,80.0,1,0,1,0
4781,423QWGJ796,LimeLight,49,40.02,1,2,0,0,2,80.02000000000001,1,0,1,0
4782,423WLTI084,LimeLight,137,160.0,1,1,0,1,2,199.89999999999998,2,0,1,0
4783,423ZPER418,LimeLight,9,80.0,1,2,0,0,2,0.0,0,0,1,0
4784,424AWXU774,LimeLight,19,79.99,2,2,1,0,3,240.12,2,0,0,1
4785,424BBGG478,LimeLight,200,80.0,3,1,2,0,3,0.0,0,0,0,1
4786,424IFXZ996,LimeLight,324,79.98,1,0,0,0,0,0.0,0,0,1,0
4787,424JPGJ867,LimeLight,344,240.12,2,0,1,2,3,200.0,2,0,0,1
4788,424KGGF208,LimeLight,160,140.06,1,1,0,1,2,159.92,2,0,1,0
4789,424LVHN023,LimeLight,62,80.0,2,2,1,0,3,80.01,1,0,0,1
4790,424NEBQ576,LimeLight,32,120.0,1,2,0,1,3,0.0,0,0,0,1
4791,424QASE934,LimeLight,225,160.0,1,1,0,1,2,139.92999999999998,1,0,1,0
4792,424SBSF964,LimeLight,28,80.0,1,2,0,0,2,80.03,1,0,1,0
4793,424WIJM649,LimeLight,53,40.02,1,2,0,0,2,139.97,1,0,1,0
4794,424XRRL738,LimeLight,45,238.08,1,2,0,2,4,79.92999999999999,1,0,0,1
4795,424YYXN325,LimeLight,355,240.12,2,0,1,2,3,79.96,1,0,0,1
4796,425CTKS083,LimeLight,38,80.01,1,2,0,0,2,210.21,2,0,1,0
4797,425EAPN906,LimeLight,337,79.99,1,0,0,0,0,80.01,1,0,1,0
4798,425EWIF884,LimeLight,35,178.33999999999995,1,2,0,2,4,199.95999999999998,2,0,0,1
4799,425GPYK174,LimeLight,12,80.02,1,2,0,0,2,0.0,0,0,1,0
4800,425JMAW781,LimeLight,167,120.06,1,1,0,1,2,0.0,0,0,1,0
4801,425MUEA756,LimeLight,25,139.86,2,2,1,1,4,47.400000000000006,0,0,0,1
4802,425NFVH794,LimeLight,307,79.98,1,0,0,0,0,80.01,1,0,1,0
4803,425OODW986,LimeLight,23,19.98,1,2,0,0,2,0.0,0,0,1,0
4804,425QIGI994,LimeLight,22,80.01,2,2,1,0,3,0.0,0,0,0,1
4805,425UHLC341,LimeLight,342,239.88,1,0,0,2,2,60.03,1,0,1,0
4806,425VUDH090,LimeLight,213,159.99,1,1,0,1,2,120.05000000000001,1,0,1,0
4807,426DJHF677,LimeLight,158,239.88,1,1,0,2,3,0.0,0,0,0,1
4808,426IASL493,LimeLight,317,219.78,1,0,0,2,2,99.9,1,0,1,0
4809,426LVCA222,LimeLight,69,60.0,1,2,0,0,2,160.02,2,0,1,0
4810,426NOIM572,LimeLight,1,80.01,1,2,0,0,2,153.64,2,0,1,0
4811,426PKJB997,LimeLight,214,99.95,1,1,0,1,2,0.0,0,0,1,0
4812,426QPSF368,LimeLight,15,79.99,1,2,0,0,2,0.0,0,0,1,0
4813,426QSIU493,LimeLight,211,239.96,1,1,0,2,3,59.94,1,0,0,1
4814,426SRMC387,LimeLight,344,240.0,1,0,0,2,2,80.04,1,0,1,0
4815,426UOEQ175,LimeLight,226,160.02,1,1,0,1,2,152.8,2,0,1,0
4816,426YDZA582,LimeLight,297,200.2,1,0,0,2,2,160.0,2,0,1,0
4817,426ZKFX771,LimeLight,45,220.11,2,2,1,2,5,0.0,0,1,0,0
4818,427AIEI289,LimeLight,354,240.0,1,0,0,2,2,180.06,2,0,1,0
4819,427CWXV967,LimeLight,334,80.0,1,0,0,0,0,0.0,0,0,1,0
4820,427FNYI152,LimeLight,215,124.88,2,1,1,1,3,0.0,0,0,0,1
4821,427JKIP988,LimeLight,88,159.95,1,2,0,1,3,0.0,0,0,0,1
4822,427JVDT096,LimeLight,330,79.99,1,0,0,0,0,0.0,0,0,1,0
4823,427QMXT611,LimeLight,174,120.0,1,1,0,1,2,200.2,2,0,1,0
4824,427QNSS908,LimeLight,305,219.89,1,0,0,2,2,0.0,0,0,1,0
4825,427SNFB488,LimeLight,6,220.22,2,2,1,2,5,77.35000000000001,1,1,0,0
4826,427VZFD966,LimeLight,86,60.03,2,2,1,0,3,0.0,0,0,0,1
4827,427WZHR173,LimeLight,7,19.99,2,2,1,0,3,0.0,0,0,0,1
4828,427XJQZ003,LimeLight,340,239.88,1,0,0,2,2,219.78,2,0,1,0
4829,427YUPS332,LimeLight,236,191.28,1,1,0,2,3,179.92999999999998,2,0,0,1
4830,428CIMA426,LimeLight,258,60.03,1,0,0,0,0,79.99,1,0,1,0
4831,428CUMN801,LimeLight,217,80.0,1,1,0,0,1,0.0,0,0,1,0
4832,428EFEH338,LimeLight,136,99.95,1,1,0,1,2,119.99,1,0,1,0
4833,428ETQN163,LimeLight,330,80.01,2,0,1,0,1,0.0,0,0,1,0
4834,428FGFG266,LimeLight,14,66.6,2,2,1,0,3,80.0,1,0,0,1
4835,428GDWL270,LimeLight,154,120.0,1,1,0,1,2,90.4,1,0,1,0
4836,428KFVG367,LimeLight,318,219.89,1,0,0,2,2,0.0,0,0,1,0
4837,428NSMU208,LimeLight,197,80.0,1,1,0,0,1,0.0,0,0,1,0
4838,428SXFZ226,LimeLight,187,27.81,1,1,0,0,1,79.99,1,0,1,0
4839,428ULYN486,LimeLight,150,100.05,1,1,0,1,2,139.92999999999998,1,0,1,0
4840,428YXIZ591,LimeLight,210,80.02,2,1,1,0,2,79.99,1,0,1,0
4841,429DBSR436,LimeLight,147,99.95,1,1,0,1,2,219.89,2,0,1,0
4842,429FAEB971,LimeLight,315,219.78,1,0,0,2,2,220.0,2,0,1,0
4843,429HNDB175,LimeLight,212,80.01,1,1,0,0,1,0.0,0,0,1,0
4844,429JBHO393,LimeLight,316,219.89,2,0,1,2,3,119.88,1,0,0,1
4845,429KAMW342,LimeLight,184,54.06,1,1,0,0,1,79.99,1,0,1,0
4846,429KDOB121,LimeLight,28,159.99,1,2,0,1,3,0.0,0,0,0,1
4847,429KRAA126,LimeLight,192,159.92999999999998,1,1,0,1,2,200.05,2,0,1,0
4848,429KTPJ771,LimeLight,324,80.01,1,0,0,0,0,80.01,1,0,1,0
4849,429MGAK673,LimeLight,114,79.21,1,2,0,0,2,80.0,1,0,1,0
4850,429MPER902,LimeLight,247,80.0,2,0,1,0,1,0.0,0,0,1,0
4851,430HLXQ675,LimeLight,257,67.77,1,0,0,0,0,219.89,2,0,1,0
4852,430LAOF488,LimeLight,216,160.0,1,1,0,1,2,0.0,0,0,1,0
4853,430MDEY627,LimeLight,223,100.05,2,1,1,1,3,0.0,0,0,0,1
4854,430MMRJ823,LimeLight,161,119.88,1,1,0,1,2,0.0,0,0,1,0
4855,430MUEU622,LimeLight,287,200.0,1,0,0,2,2,0.0,0,0,1,0
4856,430OQYY010,LimeLight,234,240.01,1,1,0,2,3,139.97,1,0,0,1
4857,430OXVG857,LimeLight,13,131.37,1,2,0,1,3,240.0,2,0,0,1
4858,430QVSF860,LimeLight,53,120.0,1,2,0,1,3,179.95,2,0,0,1
4859,430TDAC632,LimeLight,120,99.99,1,1,0,1,2,0.0,0,0,1,0
4860,430TELZ143,LimeLight,174,107.88,1,1,0,1,2,160.0,2,0,1,0
4861,430TEZJ082,LimeLight,8,120.0,1,2,0,1,3,80.0,1,0,0,1
4862,430XJMQ306,LimeLight,220,100.0,1,1,0,1,2,220.0,2,0,1,0
4863,431CQQO804,LimeLight,61,255.6,1,2,0,2,4,80.0,1,0,0,1
4864,431GGMH685,LimeLight,132,200.0,1,1,0,2,3,220.11,2,0,0,1
4865,431KHZU327,LimeLight,350,239.88,2,0,1,2,3,0.0,0,0,0,1
4866,431MKXA058,LimeLight,172,120.0,1,1,0,1,2,160.0,2,0,1,0
4867,431QFFU301,LimeLight,334,183.72,1,0,0,2,2,80.08,1,0,1,0
4868,431TBLO248,LimeLight,52,80.0,1,2,0,0,2,79.98,1,0,1,0
4869,431TCBI904,LimeLight,146,140.39,1,1,0,1,2,0.0,0,0,1,0
4870,432IAXW473,LimeLight,117,80.01,1,1,0,0,1,0.0,0,0,1,0
4871,432JVRD849,LimeLight,32,119.96,1,2,0,1,3,119.94,1,0,0,1
4872,432KQBM095,LimeLight,194,79.98,1,1,0,0,1,0.0,0,0,1,0
4873,432KTFT379,LimeLight,36,60.0,1,2,0,0,2,0.0,0,0,1,0
4874,432ORIK906,LimeLight,150,100.0,1,1,0,1,2,0.0,0,0,1,0
4875,432PCTG364,LimeLight,279,200.2,1,0,0,2,2,140.0,1,0,1,0
4876,432RIMV160,LimeLight,10,20.01,1,2,0,0,2,0.0,0,0,1,0
4877,432VHBN903,LimeLight,105,79.96,1,2,0,0,2,0.0,0,0,1,0
4878,432WSRP921,LimeLight,41,32.44,3,2,2,0,4,0.0,0,0,0,1
4879,433AXMR903,LimeLight,357,80.01,1,0,0,0,0,0.0,0,0,1,0
4880,433CCQI491,LimeLight,31,239.88,1,2,0,2,4,180.0,2,0,0,1
4881,433DXEW793,LimeLight,141,100.1,2,1,1,1,3,0.0,0,0,0,1
4882,433EFKH923,LimeLight,174,120.0,1,1,0,1,2,200.04000000000002,2,0,1,0
4883,433EFYB063,LimeLight,57,72.95,1,2,0,0,2,159.99,2,0,1,0
4884,433EYBX726,LimeLight,103,200.02,1,2,0,2,4,0.0,0,0,0,1
4885,433FWGO251,LimeLight,220,160.16,2,1,1,1,3,0.0,0,0,0,1
4886,433HRLD890,LimeLight,14,144.48,1,2,0,1,3,79.99,1,0,0,1
4887,433JXDD874,LimeLight,107,223.31,1,2,0,2,4,200.0,2,0,0,1
4888,433MTQF562,LimeLight,341,79.98,1,0,0,0,0,0.0,0,0,1,0
4889,433QAVA393,LimeLight,39,219.89,1,2,0,2,4,0.0,0,0,0,1
4890,433QYZI894,LimeLight,10,86.24,1,2,0,0,2,159.92000000000002,2,0,1,0
4891,433RHNJ309,LimeLight,109,80.0,1,2,0,0,2,0.0,0,0,1,0
4892,433SLUU698,LimeLight,192,240.14,1,1,0,2,3,0.0,0,0,0,1
4893,433WYMP189,LimeLight,98,79.96,1,2,0,0,2,0.0,0,0,1,0
4894,434EGWE028,LimeLight,331,239.88,1,0,0,2,2,0.0,0,0,1,0
4895,434IHKB125,LimeLight,336,80.01,1,0,0,0,0,0.0,0,0,1,0
4896,434MENF920,LimeLight,191,140.07000000000002,1,1,0,1,2,200.0,2,0,1,0
4897,434OZIL352,LimeLight,116,99.99,1,1,0,1,2,0.0,0,0,1,0
4898,434RBVG171,LimeLight,55,79.99,1,2,0,0,2,219.78,2,0,1,0
4899,434UPXL100,LimeLight,266,179.91,1,0,0,2,2,200.0,2,0,1,0
4900,434UVLF111,LimeLight,41,80.08,1,2,0,0,2,20.0,0,0,1,0
4901,434VAUB042,LimeLight,175,79.99,1,1,0,0,1,100.63,1,0,1,0
4902,434VDSA638,LimeLight,248,179.91,1,0,0,2,2,0.0,0,0,1,0
4903,434WGJW224,LimeLight,316,220.0,1,0,0,2,2,0.0,0,0,1,0
4904,434YCAR606,LimeLight,29,20.0,1,2,0,0,2,0.0,0,0,1,0
4905,435BCDA237,LimeLight,74,60.0,1,2,0,0,2,0.0,0,0,1,0
4906,435CLBR457,LimeLight,75,79.99,1,2,0,0,2,0.0,0,0,1,0
4907,435DGLX981,LimeLight,55,220.0,1,2,0,2,4,79.96,1,0,0,1
4908,435GHCP629,LimeLight,90,64.56,1,2,0,0,2,240.0,2,0,1,0
4909,435KBRO341,LimeLight,164,69.36,1,1,0,0,1,120.08,1,0,1,0
4910,435LYWL495,LimeLight,116,80.0,1,1,0,0,1,0.0,0,0,1,0
4911,435NXVK514,LimeLight,182,80.02,1,1,0,0,1,0.0,0,0,1,0
4912,435OCLE895,LimeLight,140,57.25,1,1,0,0,1,240.0,2,0,1,0
4913,435OVCD446,LimeLight,92,80.0,1,2,0,0,2,0.0,0,0,1,0
4914,435SDKM631,LimeLight,293,79.99,1,0,0,0,0,0.0,0,0,1,0
4915,435SNHD536,LimeLight,238,159.92,1,0,0,1,1,0.0,0,0,1,0
4916,435SZIS034,LimeLight,190,80.01,1,1,0,0,1,80.01,1,0,1,0
4917,435TILH464,LimeLight,276,200.2,1,0,0,2,2,0.0,0,0,1,0
4918,435UKOM588,LimeLight,61,44.58,1,2,0,0,2,140.07000000000002,1,0,1,0
4919,435WCHW057,LimeLight,90,79.99,1,2,0,0,2,0.0,0,0,1,0
4920,435WTVA967,LimeLight,115,180.0,2,1,1,2,4,0.0,0,0,0,1
4921,435WVIO246,LimeLight,9,19.99,1,2,0,0,2,0.0,0,0,1,0
4922,435XIFM300,LimeLight,330,220.11,1,0,0,2,2,214.13,2,0,1,0
4923,435XYQG521,LimeLight,58,39.98,1,2,0,0,2,0.0,0,0,1,0
4924,436CHFX504,LimeLight,69,80.01,1,2,0,0,2,0.0,0,0,1,0
4925,436FJFH218,LimeLight,184,79.99,1,1,0,0,1,0.0,0,0,1,0
4926,436GYPZ889,LimeLight,262,79.96,3,0,2,0,2,0.0,0,0,1,0
4927,436HZZR748,LimeLight,221,160.08,2,1,1,1,3,0.0,0,0,0,1
4928,436OFAW772,LimeLight,156,180.09,1,1,0,2,3,226.93,2,0,0,1
4929,436OTVD407,LimeLight,242,80.01,1,0,0,0,0,0.0,0,0,1,0
4930,436PTCQ944,LimeLight,263,180.09,1,0,0,2,2,0.0,0,0,1,0
4931,436QMKS615,LimeLight,14,140.0,1,2,0,1,3,140.05,1,0,0,1
4932,436TEJM411,LimeLight,91,119.94,2,2,1,1,4,79.99,1,0,0,1
4933,436XYKV732,LimeLight,89,200.0,1,2,0,2,4,199.89999999999998,2,0,0,1
4934,437CAWH698,LimeLight,181,80.0,1,1,0,0,1,69.75,1,0,1,0
4935,437GWFW889,LimeLight,271,200.0,1,0,0,2,2,39.94,0,0,1,0
4936,437MWIZ062,LimeLight,254,80.0,1,0,0,0,0,79.99,1,0,1,0
4937,437NEGS787,LimeLight,22,69.07,1,2,0,0,2,79.99,1,0,1,0
4938,437NEOA755,LimeLight,265,79.99,1,0,0,0,0,0.0,0,0,1,0
4939,437OGDX014,LimeLight,50,160.06,1,2,0,1,3,0.0,0,0,0,1
4940,437RNWC948,LimeLight,214,80.0,1,1,0,0,1,0.0,0,0,1,0
4941,437VHPC267,LimeLight,51,220.0,1,2,0,2,4,80.02000000000001,1,0,0,1
4942,437VLXH802,LimeLight,288,60.0,1,0,0,0,0,159.92,2,0,1,0
4943,438CKST517,LimeLight,172,179.97,1,1,0,2,3,0.0,0,0,0,1
4944,438HMBN708,LimeLight,65,60.0,1,2,0,0,2,0.0,0,0,1,0
4945,438IKYT936,LimeLight,11,239.88,2,2,1,2,5,180.09,2,1,0,0
4946,438IQZF278,LimeLight,227,100.05,1,1,0,1,2,239.88,2,0,1,0
4947,438KFRK419,LimeLight,51,179.96,1,2,0,2,4,240.0,2,0,0,1
4948,438LDSC435,LimeLight,317,220.11,1,0,0,2,2,0.0,0,0,1,0
4949,438LMRM142,LimeLight,19,220.0,2,2,1,2,5,0.0,0,1,0,0
4950,438OAQW750,LimeLight,210,140.01,1,1,0,1,2,0.0,0,0,1,0
4951,438PXID766,LimeLight,178,58.64,1,1,0,0,1,79.99,1,0,1,0
4952,438RRLU316,LimeLight,204,79.98,2,1,1,0,2,0.0,0,0,1,0
4953,438VTAX725,LimeLight,159,108.83,1,1,0,1,2,159.99,2,0,1,0
4954,438WSSD276,LimeLight,126,159.92,1,1,0,1,2,160.08,2,0,1,0
4955,438YEZH770,LimeLight,261,239.88,1,0,0,2,2,0.0,0,0,1,0
4956,438ZHHY530,LimeLight,5,180.09,1,2,0,2,4,40.02,0,0,0,1
4957,439AEWE197,LimeLight,224,239.91,1,1,0,2,3,0.0,0,0,0,1
4958,439BFNN001,LimeLight,128,159.92,1,1,0,1,2,219.89,2,0,1,0
4959,439BGLH063,LimeLight,5,142.22,1,2,0,1,3,100.0,1,0,0,1
4960,439DECA115,LimeLight,307,80.01,2,0,1,0,1,39.98,0,0,1,0
4961,439EQQX431,LimeLight,190,159.99,2,1,1,1,3,0.0,0,0,0,1
4962,439HSYQ258,LimeLight,52,92.34,1,2,0,1,3,92.5,1,0,0,1
4963,439HTGT860,LimeLight,101,73.06,2,2,1,0,3,0.0,0,0,0,1
4964,439HTPX217,LimeLight,97,80.0,3,2,2,0,4,80.0,1,0,0,1
4965,439IOUL180,LimeLight,332,80.0,1,0,0,0,0,80.02,1,0,1,0
4966,439IPGN618,LimeLight,270,180.0,1,0,0,2,2,0.0,0,0,1,0
4967,439JSXW176,LimeLight,67,200.0,1,2,0,2,4,180.09,2,0,0,1
4968,439QUBP143,LimeLight,245,141.9,1,0,0,1,1,60.03,1,0,1,0
4969,439RYWI754,LimeLight,170,60.06,1,1,0,0,1,138.3,1,0,1,0
4970,439RZST621,LimeLight,210,140.01,2,1,1,1,3,0.0,0,0,0,1
4971,439XRLU956,LimeLight,178,79.99,1,1,0,0,1,0.0,0,0,1,0
4972,440AHAR047,LimeLight,119,80.0,1,1,0,0,1,159.97,2,0,1,0
4973,440GOCZ161,LimeLight,154,120.12,1,1,0,1,2,0.0,0,0,1,0
4974,440HOBG679,LimeLight,316,148.06,1,0,0,1,1,159.95,2,0,1,0
4975,440MANE532,LimeLight,137,100.05,1,1,0,1,2,100.05000000000001,1,0,1,0
4976,440NCXO555,LimeLight,227,220.06,1,1,0,2,3,0.0,0,0,0,1
4977,440QEOB773,LimeLight,9,17.55,1,2,0,0,2,80.04,1,0,1,0
4978,440TXRZ650,LimeLight,35,219.89,2,2,1,2,5,59.97,1,1,0,0
4979,440VQOM701,LimeLight,29,20.0,2,2,1,0,3,179.91,2,0,0,1
4980,440VVRF803,LimeLight,10,239.64,1,2,0,2,4,239.88,2,0,0,1
4981,440ZVLD544,LimeLight,112,80.04,2,2,1,0,3,0.0,0,0,0,1
4982,441BMLT179,LimeLight,149,119.94,1,1,0,1,2,60.06,1,0,1,0
4983,441DETE552,LimeLight,258,179.91,1,0,0,2,2,0.0,0,0,1,0
4984,441DUAI512,LimeLight,320,40.0,1,0,0,0,0,120.04,1,0,1,0
4985,441LIUF681,LimeLight,67,80.01,1,2,0,0,2,86.52,1,0,1,0
4986,441SQRI913,LimeLight,52,80.0,1,2,0,0,2,0.0,0,0,1,0
4987,441ZWGE576,LimeLight,236,100.05,2,1,1,1,3,0.0,0,0,0,1
4988,442DSYG103,LimeLight,128,80.01,1,1,0,0,1,139.92999999999998,1,0,1,0
4989,442KUWF227,LimeLight,318,80.0,1,0,0,0,0,0.0,0,0,1,0
4990,442QWXF670,LimeLight,201,80.03,1,1,0,0,1,0.0,0,0,1,0
4991,442SXBE564,LimeLight,62,79.81,2,2,1,0,3,80.01,1,0,0,1
4992,442TECW388,LimeLight,97,80.0,2,2,1,0,3,0.0,0,0,0,1
