,Unnamed: 0,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
18816,18816,428SXFZ226,LimeLight,35,0.0,1,1,0,0,1,Low-Value
18817,18817,428ULYN486,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
18821,18821,428YTJT971,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
18823,18823,428YVNB731,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
18824,18824,428YXIZ591,LimeLight,179,0.0,2,0,1,0,1,Low-Value
18829,18829,429BXIC105,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
18831,18831,429DBSR436,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
18834,18834,429FAEB971,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
18839,18839,429GRJW684,LimeLight,29,100.05,2,2,1,1,4,Mid-Value
18840,18840,429HNDB175,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
18842,18842,429JBHO393,LimeLight,6,119.94,1,2,0,2,4,Mid-Value
18845,18845,429KAMW342,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
18846,18846,429KDOB121,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
18847,18847,429KRAA126,LimeLight,56,133.04,1,1,0,2,3,Mid-Value
18850,18850,429MPER902,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
18863,18863,429WQEK855,LimeLight,0,160.01999999999998,1,2,0,2,4,Mid-Value
18864,18864,429XWMZ998,LimeLight,0,60.0,1,2,0,0,2,Low-Value
18878,18878,430HLXQ675,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
18886,18886,430LAOF488,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
18894,18894,430MMRJ823,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
18895,18895,430MUEU622,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
18897,18897,430OQYY010,LimeLight,0,220.01,2,2,1,3,6,High-Value
18900,18900,430OXVG857,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
18904,18904,430QVSF860,LimeLight,36,180.0,1,1,0,2,3,Mid-Value
18906,18906,430TDAC632,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
18907,18907,430TELZ143,LimeLight,0,40.0,1,2,0,0,2,Low-Value
18908,18908,430TEZJ082,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
18912,18912,430UTUR334,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
18913,18913,430UXCQ765,LimeLight,0,60.0,1,2,0,0,2,Low-Value
18919,18919,430XJMQ306,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
18933,18933,431GGMH685,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
18936,18936,431ILBM911,LimeLight,138,79.99,1,0,0,1,1,Low-Value
18940,18940,431KHZU327,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
18941,18941,431KJCS523,LimeLight,0,60.03,1,2,0,0,2,Low-Value
18947,18947,431MKXA058,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
18953,18953,431TBLO248,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
18954,18954,431TCBI904,LimeLight,0,60.39,1,2,0,0,2,Low-Value
18959,18959,431YWRG625,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
18961,18961,431YXTS915,LimeLight,30,60.03,2,2,1,0,3,Mid-Value
18970,18970,432IAXW473,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
18974,18974,432JVRD849,LimeLight,14,179.95999999999998,1,2,0,2,4,Mid-Value
18976,18976,432KQBM095,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
18977,18977,432KTFT379,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
18982,18982,432ORIK906,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
18983,18983,432PCTG364,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
18985,18985,432RIMV160,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
18988,18988,432UJMF531,LimeLight,0,40.02,1,2,0,0,2,Low-Value
18990,18990,432UMVY849,LimeLight,169,0.0,2,0,1,0,1,Low-Value
18991,18991,432VHBN903,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
18993,18993,432WSRP921,LimeLight,0,113.54,3,2,2,1,5,High-Value
19000,19000,433AXMR903,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19002,19002,433CCQI491,LimeLight,0,40.0,1,2,0,0,2,Low-Value
19005,19005,433DXEW793,LimeLight,0,140.14,2,2,1,2,5,High-Value
19007,19007,433EFKH923,LimeLight,17,120.0,1,2,0,2,4,Mid-Value
19008,19008,433EFYB063,LimeLight,0,72.95,1,2,0,1,3,Mid-Value
19009,19009,433EYBX726,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
19013,19013,433FWGO251,LimeLight,0,140.14,2,2,1,2,5,High-Value
19017,19017,433HRLD890,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19022,19022,433JXDD874,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19029,19029,433MTQF562,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
19036,19036,433QYZI894,LimeLight,0,99.99,2,2,1,1,4,Mid-Value
19038,19038,433RHNJ309,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19040,19040,433SLUU698,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
19044,19044,433VPLL529,LimeLight,44,79.95999999999998,1,1,0,1,2,Low-Value
19046,19046,433WYMP189,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19057,19057,434EGWE028,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19060,19060,434HPCG288,LimeLight,112,39.97999999999996,2,0,1,0,1,Low-Value
19064,19064,434IERU852,LimeLight,39,79.99,2,1,1,1,3,Mid-Value
19066,19066,434IHKB125,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19070,19070,434MENF920,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19073,19073,434OZIL352,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
19077,19077,434RBVG171,LimeLight,0,99.9,1,2,0,1,3,Mid-Value
19082,19082,434UPXL100,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19083,19083,434VAUB042,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19084,19084,434VDSA638,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
19086,19086,434WGJW224,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19088,19088,434YCAR606,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19090,19090,435BCDA237,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19092,19092,435CLBR457,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19096,19096,435GHCP629,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
19102,19102,435JAEM188,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19103,19103,435KBRO341,LimeLight,81,34.68000000000001,1,1,0,0,1,Low-Value
19105,19105,435LYWL495,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19112,19112,435OCLE895,LimeLight,0,85.8,1,2,0,1,3,Mid-Value
19114,19114,435OVCD446,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19120,19120,435SDKM631,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19121,19121,435SNHD536,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19122,19122,435SZIS034,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19123,19123,435TILH464,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
19125,19125,435UKOM588,LimeLight,132,14.86,1,0,0,0,0,Low-Value
19131,19131,435WCHW057,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19135,19135,435WVIO246,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19136,19136,435XIFM300,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19137,19137,435XYQG521,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19139,19139,436BOJZ371,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19144,19144,436CHFX504,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19148,19148,436FJFH218,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19149,19149,436GFMI933,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
19154,19154,436HXIQ980,LimeLight,172,0.0,2,0,1,0,1,Low-Value
19156,19156,436HZZR748,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
19165,19165,436OFAW772,LimeLight,0,178.20999999999998,1,2,0,2,4,Mid-Value
19166,19166,436OTVD407,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19168,19168,436PTCQ944,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19169,19169,436QMKS615,LimeLight,114,160.0,1,0,0,2,2,Low-Value
19180,19180,436TEJM411,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
19184,19184,436XYKV732,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
19193,19193,437GWFW889,LimeLight,136,20.0,1,0,0,0,0,Low-Value
19205,19205,437MOVU629,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19207,19207,437MWIZ062,LimeLight,50,80.0,1,1,0,1,2,Low-Value
19209,19209,437NEGS787,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19210,19210,437NEOA755,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19212,19212,437OGDX014,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19214,19214,437RNWC948,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19220,19220,437VHPC267,LimeLight,0,20.0,1,2,0,0,2,Low-Value
19221,19221,437VLXH802,LimeLight,0,19.99,1,2,0,0,2,Low-Value
19225,19225,438CKST517,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19229,19229,438HMBN708,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19231,19231,438IKYT936,LimeLight,0,60.03,1,2,0,0,2,Low-Value
19232,19232,438IQZF278,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
19235,19235,438KFRK419,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
19238,19238,438LDSC435,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19245,19245,438OAQW750,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19247,19247,438PXID766,LimeLight,0,58.64,1,2,0,0,2,Low-Value
19248,19248,438RRLU316,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
19249,19249,438RTDV222,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
19255,19255,438UGSN793,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
19256,19256,438VTAX725,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19258,19258,438WSSD276,LimeLight,0,80.04,1,2,0,1,3,Mid-Value
19262,19262,438YEZH770,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19268,19268,439AEWE197,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19270,19270,439BFNN001,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
19271,19271,439BGLH063,LimeLight,0,37.29,1,2,0,0,2,Low-Value
19272,19272,439BVJQ373,LimeLight,0,20.0,1,2,0,0,2,Low-Value
19277,19277,439EQQX431,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
19282,19282,439HQMD592,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
19283,19283,439HSYQ258,LimeLight,0,144.84,1,2,0,2,4,Mid-Value
19284,19284,439HTGT860,LimeLight,0,57.82,2,2,1,0,3,Mid-Value
19286,19286,439HTPX217,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
19293,19293,439IOUL180,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19294,19294,439IPGN618,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19298,19298,439JSXW176,LimeLight,0,60.03,1,2,0,0,2,Low-Value
19311,19311,439RYWI754,LimeLight,0,55.32,1,2,0,0,2,Low-Value
19312,19312,439RZST621,LimeLight,0,80.01,2,2,1,1,4,Mid-Value
19319,19319,439XRLU956,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19322,19322,440AHAR047,LimeLight,152,0.0,1,0,0,0,0,Low-Value
19331,19331,440GOCZ161,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
19334,19334,440HGZE184,LimeLight,20,60.03,2,2,1,0,3,Mid-Value
19336,19336,440HOBG679,LimeLight,0,39.98,1,2,0,0,2,Low-Value
19340,19340,440MANE532,LimeLight,32,100.05,1,2,0,1,3,Mid-Value
19344,19344,440NCXO555,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19347,19347,440NSES159,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19356,19356,440UHIJ103,LimeLight,179,80.0,2,0,1,1,2,Low-Value
19359,19359,440VQOM701,LimeLight,0,140.0,2,2,1,2,5,High-Value
19360,19360,440VVRF803,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
19365,19365,440ZVLD544,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19371,19371,441DETE552,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19374,19374,441DUAI512,LimeLight,105,80.0,1,0,0,1,1,Low-Value
19380,19380,441LIUF681,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19384,19384,441SQRI913,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19399,19399,442DSYG103,LimeLight,0,19.99,1,2,0,0,2,Low-Value
19403,19403,442EKAQ497,LimeLight,0,39.98,1,2,0,0,2,Low-Value
19409,19409,442KUWF227,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19415,19415,442QHLY233,LimeLight,0,20.0,1,2,0,0,2,Low-Value
19416,19416,442QWXF670,LimeLight,0,80.03,2,2,1,1,4,Mid-Value
19425,19425,442TECW388,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
19430,19430,442XFLP566,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
19436,19436,442YNPB118,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19439,19439,442ZULH265,LimeLight,0,59.94,2,2,1,0,3,Mid-Value
19441,19441,443AJJF656,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
19443,19443,443APGU169,LimeLight,0,140.0,2,2,1,2,5,High-Value
19451,19451,443GPVS357,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
19452,19452,443GZZD241,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19454,19454,443IMCR229,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19457,19457,443JUGN966,LimeLight,151,20.0,1,0,0,0,0,Low-Value
19459,19459,443JZNX282,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
19462,19462,443LSWD355,LimeLight,0,60.03,1,2,0,0,2,Low-Value
19463,19463,443MAFH497,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19470,19470,443RDMI187,LimeLight,0,73.01,2,2,1,1,4,Mid-Value
19472,19472,443SITI810,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
19473,19473,443SNVH707,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19474,19474,443TVDM014,LimeLight,71,60.0,1,1,0,0,1,Low-Value
19479,19479,443XZXU969,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19481,19481,443YJUU245,LimeLight,70,80.0,1,1,0,1,2,Low-Value
19483,19483,444AJFZ108,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19484,19484,444CHUE236,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19504,19504,444KROC572,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19517,19517,444RDUP265,LimeLight,130,79.98,2,0,1,1,2,Low-Value
19519,19519,444RMXB908,LimeLight,0,120.0,3,2,2,2,6,High-Value
19525,19525,444VCIO460,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19527,19527,444WGTM343,LimeLight,30,263.76,1,2,0,3,5,High-Value
19530,19530,445ARFY015,LimeLight,55,80.07999999999998,1,1,0,1,2,Low-Value
19538,19538,445FOUI524,LimeLight,54,55.52,1,1,0,0,1,Low-Value
19541,19541,445JHQG708,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
19542,19542,445JWCW075,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19548,19548,445PUZD883,LimeLight,20,100.05,2,2,1,1,4,Mid-Value
19554,19554,445SZQB656,LimeLight,0,60.03,1,2,0,0,2,Low-Value
19561,19561,445XCRY373,LimeLight,0,39.96,1,2,0,0,2,Low-Value
19563,19563,445XXSQ551,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19572,19572,446BHDT436,LimeLight,129,20.0,1,0,0,0,0,Low-Value
19574,19574,446CKMD925,LimeLight,0,19.99,1,2,0,0,2,Low-Value
19580,19580,446ENAZ671,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19581,19581,446ESOK885,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19590,19590,446LDHJ634,LimeLight,47,204.67,1,1,0,3,4,Mid-Value
19597,19597,446NDHB019,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19599,19599,446PNUF318,LimeLight,0,20.0,2,2,1,0,3,Mid-Value
19601,19601,446QIYF959,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19603,19603,446SVBZ742,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
19608,19608,446UGOQ696,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19610,19610,446VSLG150,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
19614,19614,446XJHY136,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
19620,19620,447DGBF670,LimeLight,166,0.0,1,0,0,0,0,Low-Value
19622,19622,447DUSJ720,LimeLight,0,79.98,2,2,1,1,4,Mid-Value
19623,19623,447EBVR016,LimeLight,0,108.64,1,2,0,1,3,Mid-Value
19624,19624,447ELPW321,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19629,19629,447HJYV993,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19635,19635,447MABU464,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19640,19640,447OFVC332,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19641,19641,447PDRP783,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
19653,19653,447VXZE107,LimeLight,0,54.8,1,2,0,0,2,Low-Value
19658,19658,447YJRU828,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
19660,19660,447YZHL317,LimeLight,0,60.0,1,2,0,0,2,Low-Value
19666,19666,448BASP473,LimeLight,0,59.97,1,2,0,0,2,Low-Value
19669,19669,448BRGZ633,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19673,19673,448CQSN204,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19678,19678,448FNAO981,LimeLight,0,59.94,1,2,0,0,2,Low-Value
19681,19681,448GSTP937,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19684,19684,448HOXY955,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19686,19686,448KOOW069,LimeLight,0,100.02,1,2,0,1,3,Mid-Value
19689,19689,448MNON229,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19690,19690,448NXTD244,LimeLight,0,41.19,1,2,0,0,2,Low-Value
19699,19699,448TDZM590,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19700,19700,448TVAS644,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19705,19705,448WQFD713,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
19710,19710,448ZUED114,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19715,19715,449CWEC615,LimeLight,0,40.04,1,2,0,0,2,Low-Value
19717,19717,449DGNK897,LimeLight,0,140.0,2,2,1,2,5,High-Value
19730,19730,449ITBB929,LimeLight,0,160.0,1,2,0,2,4,Mid-Value
19731,19731,449JZRM660,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19732,19732,449LBCA870,LimeLight,152,20.0,1,0,0,0,0,Low-Value
19738,19738,449OZZS531,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19740,19740,449RSST298,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19742,19742,449SPON406,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19744,19744,449SXJZ348,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19749,19749,449XRMH809,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19750,19750,449XVPB455,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19751,19751,449YMTT605,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19753,19753,450BASS281,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19764,19764,450GJOL670,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
19765,19765,450HAXT929,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19767,19767,450JUXU958,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19773,19773,450MTEV351,LimeLight,0,24.45,2,2,1,0,3,Mid-Value
19781,19781,450QKSZ030,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19782,19782,450QNAP008,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19783,19783,450SQDQ258,LimeLight,0,99.9,1,2,0,1,3,Mid-Value
19785,19785,450SWLD938,LimeLight,26,80.01,2,2,1,1,4,Mid-Value
19790,19790,450ZVRR870,LimeLight,0,194.51,1,2,0,3,5,High-Value
19796,19796,451DBWS932,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19797,19797,451DTPM545,LimeLight,0,120.06,1,2,0,2,4,Mid-Value
19800,19800,451GECU914,LimeLight,0,60.0,1,2,0,0,2,Low-Value
19802,19802,451IHAM235,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19807,19807,451KCCZ881,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
19810,19810,451MWWO382,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19814,19814,451OIMZ080,LimeLight,125,110.45000000000002,2,0,1,1,2,Low-Value
19817,19817,451ORRU786,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19823,19823,451SQSK344,LimeLight,0,79.97,1,2,0,1,3,Mid-Value
19825,19825,451VPZR103,LimeLight,127,119.98,1,0,0,2,2,Low-Value
19827,19827,451WLGF934,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19831,19831,452BKIZ648,LimeLight,13,80.0,1,2,0,1,3,Mid-Value
19835,19835,452CGBL898,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19843,19843,452HNEZ822,LimeLight,0,255.6,1,2,0,3,5,High-Value
19860,19860,452UNET137,LimeLight,0,39.98,1,2,0,0,2,Low-Value
19862,19862,452VVWI370,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
19868,19868,452XZVT356,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
19869,19869,452ZWHO885,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19870,19870,453ADHG066,LimeLight,0,20.0,1,2,0,0,2,Low-Value
19874,19874,453EONN864,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19884,19884,453KVMD532,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19885,19885,453MIYU997,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19891,19891,453PWXF949,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
19893,19893,453PYTF978,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
19894,19894,453QAWC273,LimeLight,118,40.02,1,0,0,0,0,Low-Value
19895,19895,453QQJX346,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
19898,19898,453SYFS475,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
19903,19903,453UZTC507,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
19906,19906,453WECQ557,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
19908,19908,453WRFG522,LimeLight,132,259.89,2,0,1,3,4,Mid-Value
19913,19913,454ASAX942,LimeLight,0,48.2,2,2,1,0,3,Mid-Value
19914,19914,454AZIS102,LimeLight,0,74.70000000000002,1,2,0,1,3,Mid-Value
19918,19918,454CZWK904,LimeLight,100,41.49,1,1,0,0,1,Low-Value
19926,19926,454GSTT312,LimeLight,75,60.0,1,1,0,0,1,Low-Value
19928,19928,454HFUT558,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
19930,19930,454IYFD871,LimeLight,0,159.97999999999996,2,2,1,2,5,High-Value
19943,19943,454PBXF693,LimeLight,0,60.03,1,2,0,0,2,Low-Value
19946,19946,454PNED754,LimeLight,0,79.99,3,2,2,1,5,High-Value
19957,19957,454TXDC162,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
19959,19959,454UDMS280,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
19964,19964,454WGFQ029,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
19969,19969,454ZJJE745,LimeLight,0,41.38,2,2,1,0,3,Mid-Value
19973,19973,455DKEB504,LimeLight,0,60.0,1,2,0,0,2,Low-Value
19975,19975,455EKOP928,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19982,19982,455KBXR252,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
19986,19986,455MIBJ125,LimeLight,0,120.06,1,2,0,2,4,Mid-Value
19996,19996,455TQLA382,LimeLight,0,133.81,1,2,0,2,4,Mid-Value
19997,19997,455UHQR471,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
19998,19998,455UQTR064,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
20003,20003,455ZLOB533,LimeLight,0,140.0,2,2,1,2,5,High-Value
20009,20009,456BSTV398,LimeLight,0,120.01,1,2,0,2,4,Mid-Value
20018,20018,456HZSH895,LimeLight,171,0.0,1,0,0,0,0,Low-Value
20021,20021,456KSJD393,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
20023,20023,456NGZI195,LimeLight,0,40.02,1,2,0,0,2,Low-Value
20027,20027,456QUOO924,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
20030,20030,456SBGI426,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
20032,20032,456SIRK112,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
20048,20048,457EEGV653,LimeLight,63,279.86,1,1,0,3,4,Mid-Value
20060,20060,457IQFD516,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
20069,20069,457RFRH234,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
20074,20074,457TNHS461,LimeLight,87,80.0,1,1,0,1,2,Low-Value
20077,20077,457VMTV073,LimeLight,0,120.08,1,2,0,2,4,Mid-Value
20084,20084,457ZEBK141,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
20092,20092,458DKDH698,LimeLight,0,40.0,1,2,0,0,2,Low-Value
20096,20096,458GOIF859,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
20101,20101,458LWQP635,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
20102,20102,458MCFN839,LimeLight,0,20.02,1,2,0,0,2,Low-Value
20106,20106,458PCVZ163,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
20114,20114,458WZAL798,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
20117,20117,458YEOX183,LimeLight,119,80.01,2,0,1,1,2,Low-Value
20118,20118,458YZAX732,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
20122,20122,458ZUYS876,LimeLight,2,120.18,1,2,0,2,4,Mid-Value
20131,20131,459GHUT076,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
