,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
14134,420MUVA550,LimeLight,111,79.98,1,1,0,1,2,Low-Value
14137,420NUNE603,LimeLight,175,19.98,2,0,1,0,1,Low-Value
14139,420OFBG476,LimeLight,148,99.95,1,0,0,2,2,Low-Value
14140,420OTAS060,LimeLight,96,80.01,1,1,0,1,2,Low-Value
14144,420PMQW334,LimeLight,103,80.0,1,1,0,1,2,Low-Value
14149,420RAHA326,LimeLight,96,80.01,1,1,0,1,2,Low-Value
14158,420XRLU623,LimeLight,177,79.99,1,0,0,1,1,Low-Value
14161,420ZJRN022,LimeLight,90,60.0,1,1,0,1,2,Low-Value
14164,421DLCG057,LimeLight,30,80.01,3,2,2,1,5,High-Value
14182,421LAZI761,LimeLight,131,40.02,1,0,0,0,0,Low-Value
14185,421MRPP942,LimeLight,87,80.04,3,1,2,1,4,Mid-Value
14188,421NXCK234,LimeLight,137,99.95,1,0,0,2,2,Low-Value
14189,421NXCR197,LimeLight,144,40.0,1,0,0,0,0,Low-Value
14198,421UCVW082,LimeLight,18,40.0,1,2,0,0,2,Low-Value
14201,421YTYT370,LimeLight,24,100.02,1,2,0,2,4,Mid-Value
14204,422BBAO193,LimeLight,86,79.98,1,1,0,1,2,Low-Value
14206,422DDQO840,LimeLight,76,59.97,1,1,0,1,2,Low-Value
14208,422ENLO782,LimeLight,172,119.94,1,0,0,2,2,Low-Value
14213,422JAHM962,LimeLight,166,80.03,1,0,0,1,1,Low-Value
14214,422LGHV728,LimeLight,8,120.06,1,2,0,2,4,Mid-Value
14220,422QXTT179,LimeLight,161,80.0,1,0,0,1,1,Low-Value
14227,423DCAK968,LimeLight,59,80.0,1,1,0,1,2,Low-Value
14238,423KYAP177,LimeLight,158,120.0,1,0,0,2,2,Low-Value
14243,423QWGJ796,LimeLight,30,14.27,1,2,0,0,2,Low-Value
14258,424BBGG478,LimeLight,16,80.0,3,2,2,1,5,High-Value
14264,424IFXZ996,LimeLight,140,79.98,1,0,0,1,1,Low-Value
14269,424JPGJ867,LimeLight,160,120.06,2,0,1,2,3,Mid-Value
14272,424KGGF208,LimeLight,15,20.0,1,2,0,0,2,Low-Value
14280,424NEBQ576,LimeLight,122,80.0,1,0,0,1,1,Low-Value
14286,424QASE934,LimeLight,41,40.0,1,2,0,0,2,Low-Value
14299,424XRRL738,LimeLight,76,98.88,1,1,0,2,3,Mid-Value
14301,424YYXN325,LimeLight,171,120.06,1,0,0,2,2,Low-Value
14307,425CTKS083,LimeLight,87,41.47,1,1,0,0,1,Low-Value
14308,425EAPN906,LimeLight,153,79.99,1,0,0,1,1,Low-Value
14311,425EWIF884,LimeLight,171,50.04,1,0,0,1,1,Low-Value
14315,425GPYK174,LimeLight,30,36.46,1,2,0,0,2,Low-Value
14321,425MUEA756,LimeLight,30,19.98,2,2,1,0,3,Mid-Value
14323,425NFVH794,LimeLight,123,79.98,1,0,0,1,1,Low-Value
14324,425OODW986,LimeLight,81,49.98,1,1,0,1,2,Low-Value
14333,425UHLC341,LimeLight,158,119.94,1,0,0,2,2,Low-Value
14334,425VUDH090,LimeLight,29,159.99,1,2,0,3,5,High-Value
14340,426DJHF677,LimeLight,10,119.94,1,2,0,2,4,Mid-Value
14342,426IASL493,LimeLight,133,99.9,1,0,0,2,2,Low-Value
14354,426PKJB997,LimeLight,30,99.95,1,2,0,2,4,Mid-Value
14357,426QSIU493,LimeLight,27,99.96,1,2,0,2,4,Mid-Value
14358,426SRMC387,LimeLight,160,120.0,1,0,0,2,2,Low-Value
14362,426UOEQ175,LimeLight,42,160.02,1,2,0,3,5,High-Value
14363,426YDZA582,LimeLight,113,80.08,1,1,0,1,2,Low-Value
14368,427AIEI289,LimeLight,170,120.0,1,0,0,2,2,Low-Value
14371,427CWXV967,LimeLight,150,80.0,1,0,0,1,1,Low-Value
14373,427FNYI152,LimeLight,31,31.22,2,2,1,0,3,Mid-Value
14380,427JKIP988,LimeLight,84,59.97,1,1,0,1,2,Low-Value
14381,427JVDT096,LimeLight,146,79.99,1,0,0,1,1,Low-Value
14388,427QNSS908,LimeLight,121,99.95,1,0,0,2,2,Low-Value
14392,427SNFB488,LimeLight,152,120.12,2,0,1,2,3,Mid-Value
14394,427XJQZ003,LimeLight,156,119.94,1,0,0,2,2,Low-Value
14395,427YUPS332,LimeLight,52,92.82,1,2,0,2,4,Mid-Value
14401,428CIMA426,LimeLight,74,60.03,1,1,0,1,2,Low-Value
14402,428CUMN801,LimeLight,33,80.0,1,2,0,1,3,Mid-Value
14408,428ETQN163,LimeLight,146,80.01,2,0,1,1,2,Low-Value
14421,428KFVG367,LimeLight,134,99.95,1,0,0,2,2,Low-Value
14423,428NSMU208,LimeLight,13,80.0,1,2,0,1,3,Mid-Value
14429,428SXFZ226,LimeLight,3,27.81,1,2,0,0,2,Low-Value
14431,428ULYN486,LimeLight,171,118.92,1,0,0,2,2,Low-Value
14435,428YTJT971,LimeLight,62,40.89,1,1,0,0,1,Low-Value
14437,428YXIZ591,LimeLight,26,80.02,2,2,1,1,4,Mid-Value
14442,429DBSR436,LimeLight,12,18.98,1,2,0,0,2,Low-Value
14444,429FAEB971,LimeLight,131,99.9,1,0,0,2,2,Low-Value
14449,429HNDB175,LimeLight,28,80.01,1,2,0,1,3,Mid-Value
14451,429JBHO393,LimeLight,132,99.95,2,0,1,2,3,Mid-Value
14454,429KAMW342,LimeLight,0,54.06,1,2,0,1,3,Mid-Value
14455,429KRAA126,LimeLight,8,39.99,1,2,0,0,2,Low-Value
14456,429KTPJ771,LimeLight,140,80.01,1,0,0,1,1,Low-Value
14458,429MPER902,LimeLight,63,80.0,1,1,0,1,2,Low-Value
14482,430HLXQ675,LimeLight,73,22.59,1,1,0,0,1,Low-Value
14490,430LAOF488,LimeLight,32,40.0,1,2,0,0,2,Low-Value
14497,430MDEY627,LimeLight,39,100.05,2,2,1,2,5,High-Value
14499,430MUEU622,LimeLight,103,80.0,1,1,0,1,2,Low-Value
14501,430OQYY010,LimeLight,50,120.01,1,2,0,2,4,Mid-Value
14503,430OXVG857,LimeLight,69,45.29,1,1,0,1,2,Low-Value
14509,430QVSF860,LimeLight,104,80.0,1,1,0,1,2,Low-Value
14511,430TDAC632,LimeLight,157,19.99,1,0,0,0,0,Low-Value
14512,430TEZJ082,LimeLight,4,20.0,1,2,0,0,2,Low-Value
14518,430XJMQ306,LimeLight,36,100.0,1,2,0,2,4,Mid-Value
14529,431CQQO804,LimeLight,51,80.02000000000001,1,2,0,1,3,Mid-Value
14533,431GGMH685,LimeLight,7,79.99,1,2,0,1,3,Mid-Value
14539,431KHZU327,LimeLight,166,119.94,2,0,1,2,3,Mid-Value
14547,431QFFU301,LimeLight,150,76.55,1,0,0,1,1,Low-Value
14549,431TBLO248,LimeLight,156,65.62,1,0,0,1,1,Low-Value
14550,431TCBI904,LimeLight,73,80.0,1,1,0,1,2,Low-Value
14565,432JVRD849,LimeLight,60,79.96,1,1,0,1,2,Low-Value
14567,432KQBM095,LimeLight,10,79.98,1,2,0,1,3,Mid-Value
14568,432KTFT379,LimeLight,159,20.0,1,0,0,0,0,Low-Value
14572,432PCTG364,LimeLight,95,80.08,1,1,0,1,2,Low-Value
14585,433AXMR903,LimeLight,173,80.01,1,0,0,1,1,Low-Value
14588,433EYBX726,LimeLight,7,119.94,1,2,0,2,4,Mid-Value
14592,433FWGO251,LimeLight,36,40.04,2,2,1,0,3,Mid-Value
14595,433HRLD890,LimeLight,45,36.12,1,2,0,0,2,Low-Value
14599,433JXDD874,LimeLight,56,80.0,1,2,0,1,3,Mid-Value
14605,433MTQF562,LimeLight,157,79.98,1,0,0,1,1,Low-Value
14609,433QYZI894,LimeLight,83,80.0,1,1,0,1,2,Low-Value
14611,433SLUU698,LimeLight,8,120.02,1,2,0,2,4,Mid-Value
14626,434EGWE028,LimeLight,147,99.95,1,0,0,2,2,Low-Value
14632,434IHKB125,LimeLight,152,80.01,1,0,0,1,1,Low-Value
14636,434MENF920,LimeLight,7,140.07000000000002,1,2,0,3,5,High-Value
14641,434OZIL352,LimeLight,158,20.01,1,0,0,0,0,Low-Value
14647,434UPXL100,LimeLight,82,59.97,1,1,0,1,2,Low-Value
14648,434VAUB042,LimeLight,179,45.65,1,0,0,1,1,Low-Value
14649,434VDSA638,LimeLight,64,59.97,1,1,0,1,2,Low-Value
14650,434WGJW224,LimeLight,132,100.0,1,0,0,2,2,Low-Value
14656,435GHCP629,LimeLight,13,16.14,1,2,0,0,2,Low-Value
14667,435OVCD446,LimeLight,97,68.48,1,1,0,1,2,Low-Value
14671,435SDKM631,LimeLight,109,79.99,1,1,0,1,2,Low-Value
14672,435SNHD536,LimeLight,54,39.98,1,2,0,0,2,Low-Value
14673,435SZIS034,LimeLight,6,80.01,1,2,0,1,3,Mid-Value
14674,435TILH464,LimeLight,92,80.08,1,1,0,1,2,Low-Value
14683,435XIFM300,LimeLight,146,100.05,1,0,0,2,2,Low-Value
14687,436FJFH218,LimeLight,0,0.0,1,2,0,0,2,Low-Value
14691,436GYPZ889,LimeLight,78,79.96,3,1,2,1,4,Mid-Value
14695,436HZZR748,LimeLight,37,40.02,2,2,1,0,3,Mid-Value
14705,436OFAW772,LimeLight,92,59.97,1,1,0,1,2,Low-Value
14707,436OTVD407,LimeLight,58,80.01,1,1,0,1,2,Low-Value
14708,436PTCQ944,LimeLight,79,60.03,1,1,0,1,2,Low-Value
14709,436QMKS615,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
14719,436TEJM411,LimeLight,85,59.97,2,1,1,1,3,Mid-Value
14728,437CAWH698,LimeLight,60,80.0,1,1,0,1,2,Low-Value
14733,437GWFW889,LimeLight,87,60.0,1,1,0,1,2,Low-Value
14741,437MWIZ062,LimeLight,70,80.0,1,1,0,1,2,Low-Value
14742,437NEOA755,LimeLight,81,79.99,1,1,0,1,2,Low-Value
14743,437OGDX014,LimeLight,75,60.03,1,1,0,1,2,Low-Value
14746,437RNWC948,LimeLight,30,80.0,1,2,0,1,3,Mid-Value
14751,437VLXH802,LimeLight,104,60.0,1,1,0,1,2,Low-Value
14755,438CKST517,LimeLight,100,59.97,1,1,0,1,2,Low-Value
14759,438IQZF278,LimeLight,43,100.05,1,2,0,2,4,Mid-Value
14761,438KFRK419,LimeLight,80,60.0,1,1,0,1,2,Low-Value
14766,438LDSC435,LimeLight,133,100.05,1,0,0,2,2,Low-Value
14768,438LMRM142,LimeLight,148,100.0,2,0,1,2,3,Mid-Value
14772,438OAQW750,LimeLight,26,140.01,1,2,0,3,5,High-Value
14774,438RRLU316,LimeLight,20,79.98,2,2,1,1,4,Mid-Value
14779,438VTAX725,LimeLight,124,40.02,1,0,0,0,0,Low-Value
14783,438YEZH770,LimeLight,77,119.94,1,1,0,2,3,Mid-Value
14788,438ZHHY530,LimeLight,77,60.03,1,1,0,1,2,Low-Value
14789,439AEWE197,LimeLight,40,119.97,1,2,0,2,4,Mid-Value
14791,439BGLH063,LimeLight,63,44.97,1,1,0,1,2,Low-Value
14793,439DECA115,LimeLight,123,80.01,1,0,0,1,1,Low-Value
14796,439EQQX431,LimeLight,6,159.99,2,2,1,3,6,High-Value
14802,439HSYQ258,LimeLight,69,79.98,1,1,0,1,2,Low-Value
14803,439HTGT860,LimeLight,147,40.02,2,0,1,0,1,Low-Value
14810,439IOUL180,LimeLight,148,80.0,1,0,0,1,1,Low-Value
14811,439IPGN618,LimeLight,86,60.0,1,1,0,1,2,Low-Value
14823,439QUBP143,LimeLight,61,73.98,1,1,0,1,2,Low-Value
14824,439RYWI754,LimeLight,58,40.04,1,1,0,0,1,Low-Value
14825,439RZST621,LimeLight,26,140.01,2,2,1,3,6,High-Value
14842,440HOBG679,LimeLight,132,67.30000000000001,1,0,0,1,1,Low-Value
14848,440NCXO555,LimeLight,43,100.06,1,2,0,2,4,Mid-Value
14855,440VVRF803,LimeLight,160,119.82,1,0,0,2,2,Low-Value
14860,440ZVLD544,LimeLight,73,47.22,2,1,1,1,3,Mid-Value
14861,441BMLT179,LimeLight,118,79.96,1,1,0,1,2,Low-Value
14864,441DETE552,LimeLight,74,59.97,1,1,0,1,2,Low-Value
14867,441DUAI512,LimeLight,136,40.0,1,0,0,0,0,Low-Value
14880,441ZWGE576,LimeLight,52,100.05,2,2,1,2,5,High-Value
14886,442DSYG103,LimeLight,91,80.01,1,1,0,1,2,Low-Value
14893,442KUWF227,LimeLight,134,80.0,1,0,0,1,1,Low-Value
14897,442QWXF670,LimeLight,17,80.03,1,2,0,1,3,Mid-Value
14908,442YNPB118,LimeLight,64,80.01,1,1,0,1,2,Low-Value
14911,443APGU169,LimeLight,169,120.0,1,0,0,2,2,Low-Value
14915,443FDJF622,LimeLight,143,80.0,1,0,0,1,1,Low-Value
14918,443GOIJ051,LimeLight,79,60.0,1,1,0,1,2,Low-Value
14920,443IMCR229,LimeLight,62,36.49,1,1,0,0,1,Low-Value
14927,443MAFH497,LimeLight,31,79.99,1,2,0,1,3,Mid-Value
14933,443RDMI187,LimeLight,123,73.01,2,0,1,1,2,Low-Value
14935,443SNVH707,LimeLight,93,119.98,1,1,0,2,3,Mid-Value
14939,443XZXU969,LimeLight,75,79.92,1,1,0,1,2,Low-Value
14942,444CHUE236,LimeLight,97,80.0,1,1,0,1,2,Low-Value
14955,444GNVZ399,LimeLight,26,80.0,2,2,1,1,4,Mid-Value
14960,444JBZE996,LimeLight,177,119.94,1,0,0,2,2,Low-Value
14962,444KROC572,LimeLight,95,80.0,1,1,0,1,2,Low-Value
14972,444RMXB908,LimeLight,27,14.93,2,2,1,0,3,Mid-Value
14975,444VCIO460,LimeLight,49,99.9,1,2,0,2,4,Mid-Value
14977,444WGTM343,LimeLight,121,111.9,1,0,0,2,2,Low-Value
14980,445ARFY015,LimeLight,148,100.1,1,0,0,2,2,Low-Value
14988,445JHQG708,LimeLight,119,80.02,1,0,0,1,1,Low-Value
14989,445JWCW075,LimeLight,89,60.03,1,1,0,1,2,Low-Value
14991,445LXQW556,LimeLight,102,60.0,1,1,0,1,2,Low-Value
14996,445PUZD883,LimeLight,161,120.06,1,0,0,2,2,Low-Value
15007,445XXSQ551,LimeLight,73,60.03,1,1,0,1,2,Low-Value
15013,446BHDT436,LimeLight,92,80.0,1,1,0,1,2,Low-Value
15015,446CKMD925,LimeLight,66,80.0,1,1,0,1,2,Low-Value
15021,446ESOK885,LimeLight,20,120.12,1,2,0,2,4,Mid-Value
15027,446LDHJ634,LimeLight,55,120.03,1,2,0,2,4,Mid-Value
15033,446NDHB019,LimeLight,138,100.0,1,0,0,2,2,Low-Value
15036,446PWEA959,LimeLight,169,120.0,1,0,0,2,2,Low-Value
15038,446SVBZ742,LimeLight,77,140.0,1,1,0,3,4,Mid-Value
15039,446TFJX445,LimeLight,59,100.0,2,1,1,2,4,Mid-Value
15043,446UGOQ696,LimeLight,93,80.01,1,1,0,1,2,Low-Value
15049,447AHHM808,LimeLight,11,60.03,1,2,0,1,3,Mid-Value
15054,447DUSJ720,LimeLight,30,100.0,2,2,1,2,5,High-Value
15058,447HJYV993,LimeLight,28,60.02,1,2,0,1,3,Mid-Value
15061,447MABU464,LimeLight,122,100.05,1,0,0,2,2,Low-Value
15067,447OFVC332,LimeLight,173,80.01,1,0,0,1,1,Low-Value
15072,447TVOL529,LimeLight,62,60.0,1,1,0,1,2,Low-Value
15086,448BRGZ633,LimeLight,104,80.0,1,1,0,1,2,Low-Value
15087,448CQSN204,LimeLight,58,80.01,1,1,0,1,2,Low-Value
15092,448GSTP937,LimeLight,10,63.01,1,2,0,1,3,Mid-Value
15095,448KOOW069,LimeLight,0,0.0,1,2,0,0,2,Low-Value
15102,448SHFB514,LimeLight,31,80.01,1,2,0,1,3,Mid-Value
15103,448TVAS644,LimeLight,133,100.0,1,0,0,2,2,Low-Value
15107,448WQFD713,LimeLight,46,79.98,1,2,0,1,3,Mid-Value
15113,449DGNK897,LimeLight,101,60.03,1,1,0,1,2,Low-Value
15122,449ITBB929,LimeLight,24,80.01,1,2,0,1,3,Mid-Value
15124,449JZRM660,LimeLight,130,56.65,1,0,0,1,1,Low-Value
15130,449OZZS531,LimeLight,54,60.0,1,2,0,1,3,Mid-Value
15132,449RSST298,LimeLight,150,80.01,1,0,0,1,1,Low-Value
15133,449SPON406,LimeLight,78,60.0,1,1,0,1,2,Low-Value
15135,449SXJZ348,LimeLight,70,59.97,1,1,0,1,2,Low-Value
15139,449XRMH809,LimeLight,104,80.0,1,1,0,1,2,Low-Value
15140,449XVPB455,LimeLight,88,60.0,1,1,0,1,2,Low-Value
15141,449YMTT605,LimeLight,102,80.0,1,1,0,1,2,Low-Value
15144,450BIUK501,LimeLight,117,80.04,1,1,0,1,2,Low-Value
15150,450EAAE819,LimeLight,127,39.98,3,0,2,0,2,Low-Value
15155,450GJOL670,LimeLight,108,119.9,1,1,0,2,3,Mid-Value
15157,450HAXT929,LimeLight,173,19.99,1,0,0,0,0,Low-Value
15169,450QKSZ030,LimeLight,83,60.0,1,1,0,1,2,Low-Value
15170,450QNAP008,LimeLight,60,40.0,1,1,0,0,1,Low-Value
15173,450SWLD938,LimeLight,151,20.01,2,0,1,0,1,Low-Value
15177,450YTAY058,LimeLight,108,80.04,2,1,1,1,3,Mid-Value
15180,450ZVRR870,LimeLight,56,100.05,1,2,0,2,4,Mid-Value
15184,451DBWS932,LimeLight,123,80.0,1,0,0,1,1,Low-Value
15185,451DCQL572,LimeLight,3,80.01,1,2,0,1,3,Mid-Value
15186,451DTPM545,LimeLight,33,40.02,1,2,0,0,2,Low-Value
15191,451KCCZ881,LimeLight,17,159.98000000000002,1,2,0,3,5,High-Value
15192,451MWWO382,LimeLight,130,89.85,1,0,0,2,2,Low-Value
15196,451OIMZ080,LimeLight,137,80.01,1,0,0,1,1,Low-Value
15198,451ORRU786,LimeLight,42,80.01,1,2,0,1,3,Mid-Value
15201,451SQSK344,LimeLight,166,52.1,1,0,0,1,1,Low-Value
15202,451VPZR103,LimeLight,20,99.99,1,2,0,2,4,Mid-Value
15204,451WLGF934,LimeLight,79,80.02,1,1,0,1,2,Low-Value
15206,451ZXLM461,LimeLight,124,80.01,1,0,0,1,1,Low-Value
15230,452UEQE370,LimeLight,101,60.0,2,1,1,1,3,Mid-Value
15233,452VVWI370,LimeLight,8,140.06,1,2,0,3,5,High-Value
15236,452XZVT356,LimeLight,154,119.88,1,0,0,2,2,Low-Value
15248,453MIYU997,LimeLight,17,139.97,1,2,0,3,5,High-Value
15254,453PWXF949,LimeLight,3,32.5,1,2,0,0,2,Low-Value
15257,453SYFS475,LimeLight,1,79.99,1,2,0,1,3,Mid-Value
15262,453UZTC507,LimeLight,107,80.04,1,1,0,1,2,Low-Value
15266,453WECQ557,LimeLight,152,80.01,1,0,0,1,1,Low-Value
15271,454ASAX942,LimeLight,20,80.02,2,2,1,1,4,Mid-Value
15272,454AZIS102,LimeLight,64,36.32,1,1,0,0,1,Low-Value
15283,454GSTT312,LimeLight,57,40.0,1,2,0,0,2,Low-Value
15285,454HFUT558,LimeLight,29,19.99,3,2,2,0,4,Mid-Value
15288,454IYFD871,LimeLight,76,119.97,3,1,2,2,5,High-Value
15304,454PNED754,LimeLight,167,80.0,2,0,1,1,2,Low-Value
15307,454RHSM508,LimeLight,174,20.01,1,0,0,0,0,Low-Value
15312,454TXDC162,LimeLight,104,80.04,2,1,1,1,3,Mid-Value
15314,454UDMS280,LimeLight,35,80.01,1,2,0,1,3,Mid-Value
15322,455ADEW162,LimeLight,3,20.01,1,2,0,0,2,Low-Value
15325,455EKOP928,LimeLight,140,68.4,1,0,0,1,1,Low-Value
15332,455MIBJ125,LimeLight,127,40.02,1,0,0,0,0,Low-Value
15336,455PMOX627,LimeLight,51,99.95,1,2,0,2,4,Mid-Value
15342,455TQLA382,LimeLight,29,11.29,1,2,0,0,2,Low-Value
15343,455UHQR471,LimeLight,13,60.0,1,2,0,1,3,Mid-Value
15355,456GTLT134,LimeLight,31,29.26,1,2,0,0,2,Low-Value
15359,456HNDR018,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
15361,456KSJD393,LimeLight,120,51.68,1,0,0,1,1,Low-Value
15368,456QUOO924,LimeLight,65,80.01,1,1,0,1,2,Low-Value
15380,456WHHJ583,LimeLight,147,39.96,1,0,0,0,0,Low-Value
15388,457EEGV653,LimeLight,138,99.95,2,0,1,2,3,Mid-Value
15395,457IQFD516,LimeLight,86,59.97,1,1,0,1,2,Low-Value
15398,457LEFE927,LimeLight,141,40.0,1,0,0,0,0,Low-Value
15400,457TNHS461,LimeLight,176,120.0,1,0,0,2,2,Low-Value
15403,457VMTV073,LimeLight,43,40.04,1,2,0,0,2,Low-Value
15416,458DKDH698,LimeLight,85,41.400000000000006,2,1,1,0,2,Low-Value
15421,458GOIF859,LimeLight,167,120.12,2,0,1,2,3,Mid-Value
15424,458LWQP635,LimeLight,122,79.99,1,0,0,1,1,Low-Value
15425,458MCFN839,LimeLight,124,40.0,1,0,0,0,0,Low-Value
15427,458RCZR782,LimeLight,59,100.05,1,1,0,2,3,Mid-Value
15434,458WZAL798,LimeLight,173,120.0,1,0,0,2,2,Low-Value
15437,458YEOX183,LimeLight,148,80.01,2,0,1,1,2,Low-Value
15439,458YZAX732,LimeLight,87,80.0,1,1,0,1,2,Low-Value
15442,458ZUYS876,LimeLight,114,80.12,1,1,0,1,2,Low-Value
15447,459FCQN758,LimeLight,15,19.98,1,2,0,0,2,Low-Value
15450,459GHUT076,LimeLight,132,80.02,1,0,0,1,1,Low-Value
15456,459LOFL111,LimeLight,12,29.28,1,2,0,0,2,Low-Value
15463,459SPJL044,LimeLight,62,40.71,1,1,0,0,1,Low-Value
15467,459WMNB663,LimeLight,116,79.96,1,1,0,1,2,Low-Value
15469,459YREI126,LimeLight,116,60.0,1,1,0,1,2,Low-Value
15470,459ZBNU844,LimeLight,33,100.01,1,2,0,2,4,Mid-Value
15478,460DZMB710,LimeLight,133,80.02,1,0,0,1,1,Low-Value
15479,460FEYG760,LimeLight,34,100.0,1,2,0,2,4,Mid-Value
15481,460GBOJ217,LimeLight,118,79.98,1,1,0,1,2,Low-Value
15484,460HAEO102,LimeLight,61,79.96,1,1,0,1,2,Low-Value
15488,460JLAR364,LimeLight,5,120.0,1,2,0,2,4,Mid-Value
15499,460VQKT053,LimeLight,175,120.0,1,0,0,2,2,Low-Value
15510,461GIQC274,LimeLight,39,39.98,1,2,0,0,2,Low-Value
15515,461HUVC432,LimeLight,7,96.62,3,2,2,2,6,High-Value
15518,461JFNZ733,LimeLight,2,20.0,1,2,0,0,2,Low-Value
15519,461JSOG512,LimeLight,163,120.06,1,0,0,2,2,Low-Value
15525,461NFWO850,LimeLight,98,35.28,1,1,0,0,1,Low-Value
15526,461QBXX629,LimeLight,180,80.0,1,0,0,1,1,Low-Value
15530,461XPKK709,LimeLight,19,119.91,2,2,1,2,5,High-Value
15535,462BBMB999,LimeLight,62,60.03,2,1,1,1,3,Mid-Value
15541,462DGDS964,LimeLight,69,60.03,1,1,0,1,2,Low-Value
15544,462EUIE007,LimeLight,170,120.06,2,0,1,2,3,Mid-Value
15547,462IFVS964,LimeLight,26,19.99,1,2,0,0,2,Low-Value
15548,462IYHR284,LimeLight,93,60.0,1,1,0,1,2,Low-Value
15553,462QHBE571,LimeLight,146,99.95,1,0,0,2,2,Low-Value
15555,462QQWF797,LimeLight,160,55.86,1,0,0,1,1,Low-Value
15557,462QXAF046,LimeLight,111,79.92,1,1,0,1,2,Low-Value
15558,462STIT587,LimeLight,69,80.0,1,1,0,1,2,Low-Value
15560,462TZRT715,LimeLight,79,79.99,2,1,1,1,3,Mid-Value
15575,463CZJB466,LimeLight,169,119.88,1,0,0,2,2,Low-Value
15577,463FNJO065,LimeLight,7,79.99,1,2,0,1,3,Mid-Value
15584,463KJTQ828,LimeLight,28,80.0,1,2,0,1,3,Mid-Value
15586,463LYUY819,LimeLight,15,100.0,1,2,0,2,4,Mid-Value
15589,463OQJG494,LimeLight,130,100.0,1,0,0,2,2,Low-Value
15591,463QHZR332,LimeLight,38,80.01,2,2,1,1,4,Mid-Value
15594,463UPZA617,LimeLight,46,79.97,1,2,0,1,3,Mid-Value
15597,463YFLI441,LimeLight,48,39.98,1,2,0,0,2,Low-Value
15599,464AATA886,LimeLight,9,14.22,1,2,0,0,2,Low-Value
15606,464FGLW172,LimeLight,103,19.34,2,1,1,0,2,Low-Value
15608,464FSLK925,LimeLight,130,80.0,1,0,0,1,1,Low-Value
15611,464HQNV859,LimeLight,64,80.0,1,1,0,1,2,Low-Value
15616,464MJMT422,LimeLight,79,60.06,1,1,0,1,2,Low-Value
15617,464NBKF083,LimeLight,49,40.0,1,2,0,0,2,Low-Value
15625,464QVMH772,LimeLight,179,120.0,1,0,0,2,2,Low-Value
15629,464UMIT290,LimeLight,61,80.0,2,1,1,1,3,Mid-Value
15632,464WDCF403,LimeLight,132,39.98,1,0,0,0,0,Low-Value
15635,464YAYV708,LimeLight,99,80.0,1,1,0,1,2,Low-Value
15638,465ANOW536,LimeLight,41,59.96,1,2,0,1,3,Mid-Value
15649,465HXXN699,LimeLight,21,12.51,2,2,1,0,3,Mid-Value
15661,465WFSB346,LimeLight,143,39.96,2,0,1,0,1,Low-Value
15662,465XPYI777,LimeLight,147,80.0,1,0,0,1,1,Low-Value
15663,465YFIO164,LimeLight,177,50.760000000000005,1,0,0,1,1,Low-Value
15667,466AYTO723,LimeLight,173,80.01,2,0,1,1,2,Low-Value
15672,466DDHZ138,LimeLight,18,78.28,1,2,0,1,3,Mid-Value
15681,466KRJA804,LimeLight,110,72.84,1,1,0,1,2,Low-Value
15684,466NHUI166,LimeLight,54,80.0,2,2,1,1,4,Mid-Value
15688,466PEIY743,LimeLight,22,19.99,1,2,0,0,2,Low-Value
15694,466SSPS331,LimeLight,58,80.0,1,1,0,1,2,Low-Value
15697,466VEFH776,LimeLight,99,80.04,1,1,0,1,2,Low-Value
15704,467ACKS119,LimeLight,144,80.0,1,0,0,1,1,Low-Value
15706,467AZMY235,LimeLight,60,40.02,1,1,0,0,1,Low-Value
15714,467FHPR231,LimeLight,156,20.0,1,0,0,0,0,Low-Value
15721,467OAVB925,LimeLight,8,19.99,1,2,0,0,2,Low-Value
15723,467RHJS873,LimeLight,110,79.99,1,1,0,1,2,Low-Value
15726,467ROEZ130,LimeLight,48,42.08,1,2,0,0,2,Low-Value
15735,468AYBB450,LimeLight,142,100.1,1,0,0,2,2,Low-Value
15739,468CONU686,LimeLight,107,80.01,1,1,0,1,2,Low-Value
15742,468FGGQ461,LimeLight,28,120.06,2,2,1,2,5,High-Value
15746,468NJRY010,LimeLight,95,80.04,1,1,0,1,2,Low-Value
15751,468RPEA445,LimeLight,62,139.14999999999998,1,1,0,3,4,Mid-Value
15753,468SAMT803,LimeLight,158,120.12,1,0,0,2,2,Low-Value
15760,468WJFN782,LimeLight,155,20.0,1,0,0,0,0,Low-Value
15775,469JSMA480,LimeLight,23,80.0,1,2,0,1,3,Mid-Value
15778,469LUFY476,LimeLight,132,80.01,2,0,1,1,2,Low-Value
15782,469MGMP816,LimeLight,158,79.99,1,0,0,1,1,Low-Value
15784,469MODI241,LimeLight,161,33.91,2,0,1,0,1,Low-Value
15790,469SVMV273,LimeLight,173,120.0,1,0,0,2,2,Low-Value
15791,469TILJ286,LimeLight,141,40.04,1,0,0,0,0,Low-Value
15804,470AMPF232,LimeLight,66,60.0,2,1,1,1,3,Mid-Value
15810,470CYJB708,LimeLight,16,24.69,2,2,1,0,3,Mid-Value
15812,470DZTT240,LimeLight,81,80.02,1,1,0,1,2,Low-Value
15813,470EBWK119,LimeLight,169,79.99,1,0,0,1,1,Low-Value
