,ID,BRAND,RECENCY,REVENUE,SUB,DATE,FREQUENCY,RecencyCluster,FrequencyCluster,OverallScore,RevenueCluster,Segment
21098,480KDHO927,RetroReel,0,79.52688679245284,['trial monthly'],2023-06-30,2,2,1,5,2,High-Value
21099,480KHQM219,CineQuest,0,167.38484848484848,"['paid monthly', 'trial monthly']",2023-06-30,1,2,0,6,4,High-Value
21100,480KMIH128,Pulse,0,19.29530201342282,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21101,480LBVS547,Pulse,0,39.149300911854105,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21102,480LKYE080,CineQuest,0,124.64751196172249,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21103,480LRIL807,LimeLight,0,9.94426395939086,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
21104,480PARF610,LimeLight,0,119.47194719471948,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21105,480PZTC313,LimeLight,0,20.72874493927125,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21106,480RYVE149,ChillStream,0,24.16208695652174,['trial monthly'],2023-06-30,1,2,0,2,0,Low-Value
21107,480SJGG604,LimeLight,0,2.947736842105263,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21108,480TAPZ071,Pulse,0,54.00201923076924,"['paid monthly', 'paid annual']",2023-06-30,1,2,0,3,1,Mid-Value
21109,480VFIF822,ChillStream,0,198.25445255474452,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21110,480VMPR556,CineQuest,164,0.0,['paid monthly'],2023-01-17,1,0,0,0,0,Low-Value
21111,480XCRR859,LimeLight,0,116.23853211009174,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21112,480XDCI006,LimeLight,0,39.68115068493151,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21113,480YLIU031,RetroReel,0,193.39726027397265,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21114,480ZTZA466,CineQuest,131,72.00999999999999,['paid monthly'],2023-02-19,2,0,1,3,2,Mid-Value
21115,480ZTZA466,Pulse,136,24.010000000000005,['paid monthly'],2023-02-14,2,0,1,1,0,Low-Value
21116,481AKRJ663,RetroReel,0,178.46104109589038,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21117,481CJHP435,LimeLight,0,39.67123287671233,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21118,481DNJM357,CineQuest,104,60.0,['paid monthly'],2023-03-18,1,0,0,2,2,Low-Value
21119,481EOUJ433,LimeLight,0,80.08,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21120,481FQOV587,ChillStream,0,186.65178571428572,"['paid monthly', 'paid monthly']",2023-06-30,1,2,0,6,4,High-Value
21121,481GXXT554,LimeLight,0,184.00644067796603,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21122,481HBSZ261,Pulse,46,63.92,['paid monthly'],2023-05-15,1,1,0,3,2,Mid-Value
21123,481JLUL198,Pulse,146,50.02,['paid annual'],2023-02-04,1,0,0,1,1,Low-Value
21124,481JSNN464,RetroReel,12,149.89999999999998,['paid monthly'],2023-06-18,1,2,0,6,4,High-Value
21125,481KIWH756,ChillStream,0,71.1663184079602,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21126,481LDCA291,LimeLight,0,39.66627397260274,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21127,481LMHT815,RetroReel,0,178.4610410958904,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21128,481MNDU201,RetroReel,0,160.91311178247733,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21129,481MPLP836,CineQuest,0,96.5409722222222,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21130,481MQJI661,LimeLight,0,39.67123287671233,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21131,481MVPE048,LimeLight,0,107.92490322580645,"['paid monthly', 'paid monthly']",2023-06-30,1,2,0,5,3,High-Value
21132,481NHUR446,Pulse,48,39.510000000000005,['paid monthly'],2023-05-13,1,1,0,2,1,Low-Value
21133,481NNJQ081,ChillStream,0,110.76923076923077,"['expired annual', 'paid monthly']",2023-06-30,1,2,0,5,3,High-Value
21134,481PEAE608,Pulse,0,44.326530612244895,['expired monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21135,481QCDB144,Pulse,0,76.11414414414413,"['paid monthly', 'paid annual']",2023-06-30,1,2,0,4,2,Mid-Value
21136,481SKPT250,ChillStream,0,148.8266301369863,['paid monthly'],2023-06-30,2,2,1,7,4,High-Value
21137,481SKPT250,RetroReel,140,0.0,['paid annual'],2023-02-10,2,0,1,1,0,Low-Value
21138,481STBS899,Pulse,0,22.356495468277945,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21139,481TCCX262,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21140,481TFFK634,Pulse,0,51.57260273972603,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21141,481UAPN772,Pulse,0,82.86020080321286,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21142,481UFNR236,LimeLight,0,118.89468493150686,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21143,481UYWV862,ChillStream,0,148.76712328767124,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21144,481VNDH929,ChillStream,0,148.82663013698632,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21145,481WDLH620,RetroReel,20,150.04999999999998,['paid monthly'],2023-06-10,1,2,0,6,4,High-Value
21146,481WGKY143,CineQuest,0,49.79679144385027,"['expired monthly', 'paid monthly']",2023-06-30,1,2,0,3,1,Mid-Value
21147,481YGKN449,LimeLight,0,108.46441947565545,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21148,481YMDG369,ChillStream,0,150.83333333333334,['paid monthly'],2023-06-30,2,2,1,7,4,High-Value
21149,481YMDG369,RetroReel,24,149.85000000000002,['expired monthly'],2023-06-06,2,2,1,7,4,High-Value
21150,481YQJR090,Pulse,0,47.54597260273973,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21151,481ZCQZ800,RetroReel,52,150.0,['paid monthly'],2023-05-09,1,1,0,5,4,High-Value
21152,481ZFIM419,RetroReel,0,77.2274678111588,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21153,482ATLB567,LimeLight,0,129.8005381165919,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21154,482BAXY626,Pulse,0,74.7615450643777,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21155,482BCBZ408,Pulse,0,47.664986301369865,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21156,482CADI076,ChillStream,98,74.97,['paid monthly'],2023-03-24,1,1,0,3,2,Mid-Value
21157,482CKWP023,CineQuest,0,20.940512820512826,['paid monthly'],2023-06-30,2,2,1,3,0,Mid-Value
21158,482CKWP023,Pulse,0,1.1197115384615386,['paid monthly'],2023-06-30,2,2,1,3,0,Mid-Value
21159,482CQKF877,ChillStream,162,0.0,['paid annual'],2023-01-19,1,0,0,0,0,Low-Value
21160,482DBOQ810,Pulse,82,81.99000000000001,['paid monthly'],2023-04-09,1,1,0,3,2,Mid-Value
21161,482DUMP551,CineQuest,0,57.81409574468084,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21162,482ESOU821,LimeLight,99,60.0,['paid monthly'],2023-03-23,1,1,0,3,2,Mid-Value
21163,482FBQV689,LimeLight,0,78.45461538461538,"['discounted monthly', 'paid monthly']",2023-06-30,1,2,0,4,2,Mid-Value
21164,482FZNM491,LimeLight,0,119.280989010989,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21165,482GFPZ435,LimeLight,0,31.84608552631579,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21166,482HBPY514,Pulse,0,43.18918918918919,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21167,482IPTM345,CineQuest,0,54.41866666666667,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21168,482IXRH501,LimeLight,0,128.0385852090032,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21169,482IXYY302,ChillStream,0,0.0,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21170,482JNET336,LimeLight,0,39.66627397260274,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21171,482JQON473,ChillStream,0,214.1261811023622,['paid monthly'],2023-06-30,2,2,1,7,4,High-Value
21172,482JQON473,LimeLight,0,129.06043835616438,['paid monthly'],2023-06-30,2,2,1,6,3,High-Value
21173,482KDLU373,Pulse,0,45.86297142857144,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21174,482KSHY953,CineQuest,0,150.11239999999998,"['paid monthly', 'paid monthly']",2023-06-30,1,2,0,6,4,High-Value
21175,482KVEY113,Pulse,0,91.51223880597016,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21176,482LIMO103,LimeLight,0,92.47364383561644,['trial monthly'],2023-06-30,2,2,1,5,2,High-Value
21177,482LIMO103,Pulse,0,24.799479452054797,['paid annual'],2023-06-30,2,2,1,3,0,Mid-Value
21178,482MGCZ433,CineQuest,0,29.753424657534246,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21179,482MSEZ364,Pulse,0,47.54597260273973,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21180,482ONOT266,LimeLight,0,96.58524590163933,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21181,482PBFC597,RetroReel,0,168.57341379310347,['expired monthly'],2023-06-30,1,2,0,6,4,High-Value
21182,482PHHF542,CineQuest,0,77.48783561643836,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21183,482PXTL401,ChillStream,0,71.93308550185873,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21184,482QNDK662,ChillStream,0,49.594,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21185,482SFZX220,ChillStream,107,74.98000000000002,['paid monthly'],2023-03-15,1,0,0,2,2,Low-Value
21186,482SHOQ945,CineQuest,0,98.16748743718594,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21187,482SPDN817,LimeLight,0,85.56884615384615,['paid annual'],2023-06-30,2,2,1,5,2,High-Value
21188,482SPDN817,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,2,2,1,5,2,High-Value
21189,482TBFQ495,CineQuest,0,71.28920547945205,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21190,482TEPV610,ChillStream,70,225.1,['paid annual'],2023-04-21,1,1,0,5,4,High-Value
21191,482TTEA120,RetroReel,0,287.21201680672266,['paid monthly'],2023-06-30,1,2,0,7,5,High-Value
21192,482TYDV861,LimeLight,0,59.73597359735974,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21193,482UCKL802,CineQuest,0,71.46772602739726,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21194,482UGFV161,LimeLight,29,119.95,['paid monthly'],2023-06-01,2,2,1,6,3,High-Value
21195,482UGFV161,RetroReel,0,106.75528767123288,['discounted monthly'],2023-06-30,2,2,1,6,3,High-Value
21196,482UWVM961,CineQuest,0,29.753424657534246,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21197,482VQXK638,ChillStream,83,100.04000000000002,['paid monthly'],2023-04-08,2,1,1,5,3,High-Value
21198,482VQXK638,Pulse,0,24.794520547945208,['paid annual'],2023-06-30,2,2,1,3,0,Mid-Value
21199,482WEFL236,CineQuest,0,71.40821917808219,['paid monthly'],2023-06-30,2,2,1,5,2,High-Value
21200,482WEFL236,Pulse,0,24.799479452054797,['paid annual'],2023-06-30,2,2,1,3,0,Mid-Value
21201,482WITX310,LimeLight,119,52.77000000000001,['paid annual'],2023-03-03,1,0,0,1,1,Low-Value
21202,482WKMY799,LimeLight,0,134.00703703703704,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21203,482WVNJ823,Pulse,0,24.794520547945208,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21204,482WWTK483,ChillStream,110,74.96999999999997,['paid monthly'],2023-03-12,1,0,0,2,2,Low-Value
21205,482XAPV485,LimeLight,0,29.34256055363322,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21206,482YEEP838,CineQuest,0,71.46772602739726,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21207,482YKCI194,Pulse,0,77.89604743083004,"['paid annual', 'paid monthly']",2023-06-30,1,2,0,4,2,Mid-Value
21208,482YXEG108,LimeLight,0,128.99597260273973,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21209,482ZHMM637,LimeLight,48,100.59,['paid monthly'],2023-05-13,1,1,0,4,3,Mid-Value
21210,482ZPTG879,Pulse,0,24.78956164383562,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21211,482ZQGG430,ChillStream,0,49.59895890410959,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
21212,482ZQGG430,LimeLight,0,119.13271232876713,['paid monthly'],2023-06-30,2,2,1,6,3,High-Value
21213,483ABVR785,LimeLight,43,80.03999999999999,['paid monthly'],2023-05-18,1,1,0,3,2,Mid-Value
21214,483BYKI200,Pulse,28,39.95,['paid monthly'],2023-06-02,1,2,0,3,1,Mid-Value
21215,483CBZO671,Pulse,0,24.799479452054797,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21216,483CMTY980,Pulse,66,42.84,['discounted annual'],2023-04-25,1,1,0,2,1,Low-Value
21217,483CSIS209,LimeLight,0,128.93150684931507,['paid monthly'],2023-06-30,2,2,1,6,3,High-Value
21218,483CSIS209,Pulse,86,31.97,['paid monthly'],2023-04-05,2,1,1,3,1,Mid-Value
21219,483DUNX894,LimeLight,67,80.0,['paid monthly'],2023-04-24,1,1,0,3,2,Mid-Value
21220,483GJGQ376,CineQuest,143,35.97,['paid monthly'],2023-02-07,1,0,0,1,1,Low-Value
21221,483HEMR230,ChillStream,0,196.91237458193982,"['paid annual', 'paid monthly']",2023-06-30,1,2,0,6,4,High-Value
21222,483HXCX543,CineQuest,0,107.4167844522968,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21223,483JCGA616,ChillStream,173,0.0,['expired monthly'],2023-01-08,2,0,1,1,0,Low-Value
21224,483JCGA616,CineQuest,69,108.01,['paid monthly'],2023-04-22,2,1,1,5,3,High-Value
21225,483JWIY566,RetroReel,50,240.01,['paid annual'],2023-05-11,1,1,0,6,5,High-Value
21226,483KOHS599,Pulse,0,24.794520547945208,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21227,483KOTL715,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21228,483KQAP398,Pulse,0,23.00884955752212,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21229,483KYMR634,CineQuest,60,70.32,['paid monthly'],2023-05-01,2,1,1,4,2,Mid-Value
21230,483KYMR634,RetroReel,164,0.0,['expired monthly'],2023-01-17,2,0,1,1,0,Low-Value
21231,483LPUZ177,Pulse,0,24.794520547945208,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21232,483LXZV927,Pulse,93,88.08,['paid monthly'],2023-03-29,1,1,0,3,2,Mid-Value
21233,483MSSG994,CineQuest,0,34.24561403508772,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21234,483NFTH177,ChillStream,0,170.11278195488725,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21235,483NKYJ660,RetroReel,0,160.9667673716012,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21236,483OUIR632,CineQuest,0,180.31116279069767,"['paid monthly', 'paid monthly']",2023-06-30,1,2,0,6,4,High-Value
21237,483PVVF282,CineQuest,58,110.08,['discounted monthly'],2023-05-03,1,1,0,4,3,Mid-Value
21238,483PWTY787,CineQuest,35,59.900000000000006,['paid monthly'],2023-05-26,1,1,0,3,2,Mid-Value
21239,483RHSO003,LimeLight,71,159.99,['paid monthly'],2023-04-20,1,1,0,5,4,High-Value
21240,483RSZU874,CineQuest,0,82.39352739726029,"['paid annual', 'paid annual']",2023-06-30,1,2,0,4,2,Mid-Value
21241,483TJLP985,RetroReel,0,59.51676712328767,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21242,483TMON662,LimeLight,53,80.0,['expired annual'],2023-05-08,2,1,1,4,2,Mid-Value
21243,483TMON662,Pulse,0,24.794520547945208,['paid annual'],2023-06-30,2,2,1,3,0,Mid-Value
21244,483TPQJ209,Pulse,0,53.34736842105263,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21245,483UNZE423,LimeLight,0,2.9931550802139038,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
21246,483UQBV761,ChillStream,0,161.2288493150685,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21247,483VEAJ454,ChillStream,0,161.16438356164383,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21248,483VTYX619,Pulse,0,66.87583815028901,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21249,483WRFJ081,RetroReel,0,178.58005479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21250,483XXXI970,Pulse,0,35.372549019607845,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21251,483YFIF031,LimeLight,0,39.67123287671233,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21252,483YNIY317,LimeLight,0,39.66627397260274,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21253,483YRZP773,LimeLight,0,39.67123287671233,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21254,483ZDXH378,LimeLight,0,119.013698630137,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21255,483ZFIR654,ChillStream,12,175.0,['paid monthly'],2023-06-18,1,2,0,6,4,High-Value
21256,484BETM294,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21257,484BMGS297,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21258,484CDSB759,LimeLight,0,156.83955056179775,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21259,484DBCK439,LimeLight,57,80.07999999999998,['paid monthly'],2023-05-04,1,1,0,3,2,Mid-Value
21260,484EESM733,ChillStream,0,177.64369477911646,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21261,484EJYH073,RetroReel,0,178.58005479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21262,484EKYS823,CineQuest,89,60.01,['paid annual'],2023-04-02,1,1,0,3,2,Mid-Value
21263,484ELBO298,CineQuest,0,71.40821917808219,['paid monthly'],2023-06-30,2,2,1,5,2,High-Value
21264,484ELBO298,Pulse,0,33.75703125,['paid monthly'],2023-06-30,2,2,1,4,1,Mid-Value
21265,484EMWX372,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21266,484ERTL083,RetroReel,0,193.33279452054796,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21267,484FGYP915,ChillStream,0,49.59895890410959,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21268,484GPEG455,RetroReel,0,83.78926605504587,"['trial monthly', 'paid monthly']",2023-06-30,1,2,0,4,2,Mid-Value
21269,484GRSN015,ChillStream,0,148.6481095890411,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21270,484GWDX437,Pulse,0,59.11988764044944,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21271,484HWLH014,LimeLight,106,180.06,['paid monthly'],2023-03-16,1,0,0,4,4,Mid-Value
21272,484IEOE807,RetroReel,0,178.4610410958904,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21273,484JJZM308,CineQuest,0,69.7291304347826,"['paid annual', 'paid monthly']",2023-06-30,2,2,1,5,2,High-Value
21274,484JJZM308,LimeLight,0,39.66627397260274,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
21275,484KCYB810,CineQuest,0,13.121132075471698,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
21276,484KZTY237,RetroReel,0,233.4835125448029,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21277,484LNHC490,CineQuest,177,0.0,['paid annual'],2023-01-04,1,0,0,0,0,Low-Value
21278,484NJAR224,CineQuest,0,29.75838356164384,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21279,484NTQJ191,LimeLight,0,128.99597260273976,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21280,484NWZY598,RetroReel,0,178.5205479452055,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21281,484ONFB796,Pulse,0,18.660650684931507,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21282,484OYUH347,Pulse,0,24.78956164383562,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21283,484PRNP833,Pulse,0,56.93505300353357,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21284,484SIUH270,RetroReel,0,115.73322147651004,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21285,484SMQA897,ChillStream,0,18.824175824175825,['trial annual'],2023-06-30,1,2,0,2,0,Low-Value
21286,484SQQT284,CineQuest,0,79.46341463414633,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21287,484TXHG831,LimeLight,59,0.0,['paid annual'],2023-05-02,1,1,0,1,0,Low-Value
21288,484TYUP068,LimeLight,0,39.67619178082192,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21289,484UKWL865,LimeLight,0,189.3914814814815,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21290,484YIHQ792,Pulse,0,24.78956164383562,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21291,484YOQQ471,CineQuest,0,5.90935960591133,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21292,484YSER810,ChillStream,140,159.39999999999998,['paid monthly'],2023-02-10,1,0,0,4,4,Mid-Value
21293,484ZMFL385,LimeLight,0,18.744769874476987,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21294,484ZZHI646,ChillStream,0,49.594,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
21295,484ZZHI646,CineQuest,0,70.32583783783784,['paid monthly'],2023-06-30,2,2,1,5,2,High-Value
21296,485AWAB487,CineQuest,100,35.97,['paid monthly'],2023-03-22,1,1,0,2,1,Low-Value
21297,485CZAB618,Pulse,179,7.989999999999995,['paid monthly'],2023-01-02,1,0,0,0,0,Low-Value
21298,485DFUS891,ChillStream,0,161.03545205479452,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21299,485FYIL122,ChillStream,0,149.47014150943397,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21300,485GKBN916,ChillStream,0,44.02788990825689,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21301,485GMEF328,RetroReel,0,178.63956164383563,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21302,485HLAZ375,LimeLight,67,80.0,['paid monthly'],2023-04-24,1,1,0,3,2,Mid-Value
21303,485HVVU720,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21304,485IFIY517,LimeLight,0,80.83538461538463,"['paid annual', 'paid monthly']",2023-06-30,1,2,0,4,2,Mid-Value
21305,485ILUB465,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21306,485IOHY991,ChillStream,0,40.1907423580786,"['paid annual', 'paid monthly']",2023-06-30,1,2,0,3,1,Mid-Value
21307,485IWYZ738,LimeLight,0,24.337642585551333,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21308,485JLKO939,RetroReel,0,175.4036974789916,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21309,485JQCM853,RetroReel,0,16.96836206896552,['trial annual'],2023-06-30,1,2,0,2,0,Low-Value
21310,485JUMK082,RetroReel,0,101.8389891696751,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21311,485KWWP061,LimeLight,0,39.67123287671233,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21312,485KZCT351,ChillStream,0,148.8266301369863,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21313,485LDWN098,CineQuest,28,60.01,['paid annual'],2023-06-02,1,2,0,4,2,Mid-Value
21314,485LFVI980,LimeLight,149,126.11,['paid monthly'],2023-02-01,1,0,0,3,3,Mid-Value
21315,485LJIS201,LimeLight,0,73.95410334346505,['trial monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21316,485MVSA998,CineQuest,0,71.46772602739726,['paid monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21317,485NBAL056,Pulse,0,61.51681818181819,['discounted monthly'],2023-06-30,1,2,0,4,2,Mid-Value
21318,485OEXR891,LimeLight,0,39.68115068493151,['paid annual'],2023-06-30,2,2,1,4,1,Mid-Value
21319,485OEXR891,Pulse,0,23.861914285714285,['paid annual'],2023-06-30,2,2,1,3,0,Mid-Value
21320,485PKRU057,Pulse,0,51.57260273972603,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21321,485PWAD417,LimeLight,0,113.91608391608392,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21322,485QAEW340,ChillStream,0,70.16205426356589,['expired annual'],2023-06-30,1,2,0,4,2,Mid-Value
21323,485QNZP272,LimeLight,0,119.013698630137,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21324,485RAJC037,ChillStream,55,100.0,['paid monthly'],2023-05-06,1,1,0,4,3,Mid-Value
21325,485RUCW915,LimeLight,0,113.12011560693642,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21326,485SKQG067,RetroReel,0,41.003776978417264,['paid annual'],2023-06-30,1,2,0,3,1,Mid-Value
21327,485SOWN707,ChillStream,0,161.16438356164383,['paid monthly'],2023-06-30,1,2,0,6,4,High-Value
21328,485SPGW217,LimeLight,0,29.863013698630137,['paid annual'],2023-06-30,1,2,0,2,0,Low-Value
21329,485TSYJ626,Pulse,0,11.946666666666667,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
21330,485TWEK437,Pulse,0,27.52688172043011,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
21331,485UEOJ191,ChillStream,0,176.67450479233224,['paid monthly'],2023-06-30,2,2,1,7,4,High-Value
21332,485UEOJ191,RetroReel,15,150.0,['paid monthly'],2023-06-15,2,2,1,7,4,High-Value
21333,485UOUG662,CineQuest,0,120.69539682539684,['paid monthly'],2023-06-30,1,2,0,5,3,High-Value
21334,485UTMV023,RetroReel,0,59.50684931506849,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21335,485UZAE970,RetroReel,0,59.511808219178086,['paid annual'],2023-06-30,1,2,0,4,2,Mid-Value
21336,485VXWM763,CineQuest,0,30.49411764705882,['paid monthly'],2023-06-30,1,2,0,2,0,Low-Value
21337,485VZHS674,LimeLight,0,32.31674267100978,"['paid annual', 'paid annual']",2023-06-30,1,2,0,3,1,Mid-Value
21338,485WFZO542,ChillStream,0,136.59304347826088,"['paid monthly', 'paid annual']",2023-06-30,1,2,0,5,3,High-Value
21339,485WSVM436,Pulse,0,47.6054794520548,['paid monthly'],2023-06-30,1,2,0,3,1,Mid-Value
21340,485YFDT824,ChillStream,0,91.87817258883248,['paid annual'],2023-06-30,2,2,1,5,2,High-Value
21341,485YFDT824,Pulse,0,24.78956164383562,['paid annual'],2023-06-30,2,2,1,3,0,Mid-Value
21342,485ZFYB994,Pulse,0,77.12204819277109,"['paid annual', 'paid monthly']",2023-06-30,1,2,0,4,2,Mid-Value
