,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
26729,592MFAY489,LimeLight,70,80.0,1,2,0,0,2,Low-Value
26730,592MLHV404,LimeLight,9,20.0,1,2,0,0,2,Low-Value
26733,592PUVL745,LimeLight,311,220.0,1,0,0,2,2,Low-Value
26734,592QBEC470,LimeLight,70,56.19,1,2,0,0,2,Low-Value
26743,592THHE136,LimeLight,25,120.01,1,2,0,1,3,Mid-Value
26744,592TKFX842,LimeLight,19,74.43,1,2,0,0,2,Low-Value
26748,592XBMA935,LimeLight,345,240.0,1,0,0,2,2,Low-Value
26749,592YKGX513,LimeLight,239,79.99,1,0,0,0,0,Low-Value
26753,592ZVOY283,LimeLight,149,56.4,1,1,0,0,1,Low-Value
26754,593BLRB456,LimeLight,355,239.88,1,0,0,2,2,Low-Value
26755,593BUKB653,LimeLight,10,80.0,1,2,0,0,2,Low-Value
26761,593FSKW659,LimeLight,275,200.0,1,0,0,2,2,Low-Value
26768,593JGOP005,LimeLight,341,240.12,2,0,1,2,3,Mid-Value
26769,593JKTP438,LimeLight,109,62.76,1,2,0,0,2,Low-Value
26772,593KNCB984,LimeLight,318,80.0,2,0,1,0,1,Low-Value
26774,593KRJW342,LimeLight,132,160.0,1,1,0,1,2,Low-Value
26775,593LTXF644,LimeLight,351,80.0,1,0,0,0,0,Low-Value
26780,593MLNA017,LimeLight,256,180.0,1,0,0,2,2,Low-Value
26783,593PFQP243,LimeLight,29,79.99,1,2,0,0,2,Low-Value
26784,593PSGU319,LimeLight,178,180.12,1,1,0,2,3,Mid-Value
26786,593QKWF340,LimeLight,26,80.01,2,2,1,0,3,Mid-Value
26790,593TQIP406,LimeLight,330,80.02,1,0,0,0,0,Low-Value
26791,593UNVN662,LimeLight,274,199.9,1,0,0,2,2,Low-Value
26794,593WKEQ377,LimeLight,132,159.92,1,1,0,1,2,Low-Value
26799,593YSFX796,LimeLight,5,79.21,1,2,0,0,2,Low-Value
26804,594CECD337,LimeLight,308,219.89,1,0,0,2,2,Low-Value
26806,594CUJQ273,LimeLight,101,80.0,1,2,0,0,2,Low-Value
26807,594DADG954,LimeLight,40,79.99,1,2,0,0,2,Low-Value
26808,594FQDB702,LimeLight,322,40.0,1,0,0,0,0,Low-Value
26814,594HSQA198,LimeLight,127,180.05,2,1,1,2,4,Mid-Value
26823,594OQQW110,LimeLight,143,80.0,1,1,0,0,1,Low-Value
26831,594VXGG311,LimeLight,150,81.75,1,1,0,0,1,Low-Value
26832,594WNOG176,LimeLight,220,179.95,1,1,0,2,3,Mid-Value
26837,595BRXB437,LimeLight,249,80.01,1,0,0,0,0,Low-Value
26839,595CJRZ631,LimeLight,189,80.0,2,1,1,0,2,Low-Value
26842,595CUQG574,LimeLight,111,137.22000000000003,1,2,0,1,3,Mid-Value
26843,595DKDT642,LimeLight,158,79.98,1,1,0,0,1,Low-Value
26849,595ITWZ350,LimeLight,209,80.0,2,1,1,0,2,Low-Value
26851,595JJPS689,LimeLight,23,79.99,1,2,0,0,2,Low-Value
26853,595JZLS398,LimeLight,229,160.08,2,1,1,1,3,Mid-Value
26857,595NKTG112,LimeLight,311,220.11,1,0,0,2,2,Low-Value
26862,595QECJ771,LimeLight,156,119.94,1,1,0,1,2,Low-Value
26872,595ULHS761,LimeLight,171,120.06,1,1,0,1,2,Low-Value
26876,595VWPC184,LimeLight,93,160.04000000000002,1,2,0,1,3,Mid-Value
26877,595WAHL898,LimeLight,130,300.23,1,1,0,3,4,Mid-Value
26878,595WARH493,LimeLight,287,219.81,1,0,0,2,2,Low-Value
26880,595WQAN105,LimeLight,307,160.0,1,0,0,1,1,Low-Value
26883,595ZADR661,LimeLight,48,220.0,1,2,0,2,4,Mid-Value
26888,596BSHH003,LimeLight,319,239.99,1,0,0,2,2,Low-Value
26894,596IAYM410,LimeLight,7,159.92999999999998,2,2,1,1,4,Mid-Value
26897,596LUHH096,LimeLight,90,200.1,1,2,0,2,4,Mid-Value
26900,596MFQL617,LimeLight,34,140.0,3,2,2,1,5,High-Value
26903,596OSAL094,LimeLight,235,53.34,1,1,0,0,1,Low-Value
26904,596OSDW055,LimeLight,215,100.15,1,1,0,1,2,Low-Value
26908,596SKOJ628,LimeLight,273,199.9,1,0,0,2,2,Low-Value
26909,596TIOW575,LimeLight,83,160.01,1,2,0,1,3,Mid-Value
26910,596TYBE829,LimeLight,345,239.76,1,0,0,2,2,Low-Value
26914,596VHXB420,LimeLight,170,120.0,1,1,0,1,2,Low-Value
26915,596VTNL703,LimeLight,73,180.0,1,2,0,2,4,Mid-Value
26922,596XILZ914,LimeLight,67,59.97,1,2,0,0,2,Low-Value
26925,596YSHT258,LimeLight,316,219.89,1,0,0,2,2,Low-Value
26926,596ZCUF380,LimeLight,8,79.99,1,2,0,0,2,Low-Value
26927,596ZJCA661,LimeLight,19,240.0,1,2,0,2,4,Mid-Value
26931,597ATSH806,LimeLight,55,31.77,1,2,0,0,2,Low-Value
26935,597CMQX339,LimeLight,135,139.94,1,1,0,1,2,Low-Value
26940,597ELNB315,LimeLight,96,79.99,1,2,0,0,2,Low-Value
26941,597EQTW659,LimeLight,17,239.92,1,2,0,2,4,Mid-Value
26942,597FKXH522,LimeLight,8,79.99,1,2,0,0,2,Low-Value
26945,597GVTA181,LimeLight,340,79.99,1,0,0,0,0,Low-Value
26947,597ICGY505,LimeLight,265,158.31,1,0,0,1,1,Low-Value
26949,597LEDS177,LimeLight,284,80.0,2,0,1,0,1,Low-Value
26951,597MWPT319,LimeLight,24,140.0,1,2,0,1,3,Mid-Value
26953,597NKLV266,LimeLight,40,40.02,1,2,0,0,2,Low-Value
26956,597NSQU827,LimeLight,69,118.5,1,2,0,1,3,Mid-Value
26959,597PRER484,LimeLight,101,159.88,1,2,0,1,3,Mid-Value
26961,597QZNO245,LimeLight,171,79.99,1,1,0,0,1,Low-Value
26963,597UEPG542,LimeLight,229,160.01,1,1,0,1,2,Low-Value
26970,598AWLS876,LimeLight,178,80.0,1,1,0,0,1,Low-Value
26971,598BGIF934,LimeLight,63,80.02,1,2,0,0,2,Low-Value
26976,598CWJJ778,LimeLight,238,40.0,1,0,0,0,0,Low-Value
26979,598FNTN266,LimeLight,281,200.1,1,0,0,2,2,Low-Value
26991,598JOQU320,LimeLight,49,80.0,1,2,0,0,2,Low-Value
27000,598NIII342,LimeLight,233,80.0,1,1,0,0,1,Low-Value
27002,598NVEL203,LimeLight,306,219.89,2,0,1,2,3,Mid-Value
27003,598NWVM987,LimeLight,268,79.98,2,0,1,0,1,Low-Value
27005,598OAXK311,LimeLight,264,179.91,1,0,0,2,2,Low-Value
27008,598OQRK970,LimeLight,357,79.57,1,0,0,0,0,Low-Value
27015,598RVNN355,LimeLight,163,140.07000000000002,1,1,0,1,2,Low-Value
27017,598SFHW525,LimeLight,246,180.0,1,0,0,2,2,Low-Value
27019,598TIXY552,LimeLight,79,120.03,1,2,0,1,3,Mid-Value
27022,598XFXT044,LimeLight,29,160.0,1,2,0,1,3,Mid-Value
27033,599DIXG206,LimeLight,76,60.03,1,2,0,0,2,Low-Value
27034,599DXLY457,LimeLight,25,80.01,1,2,0,0,2,Low-Value
27041,599IUIV061,LimeLight,50,80.0,1,2,0,0,2,Low-Value
27046,599LZIO860,LimeLight,184,140.0,1,1,0,1,2,Low-Value
27047,599NLXF294,LimeLight,345,80.0,1,0,0,0,0,Low-Value
27048,599NNZK676,LimeLight,282,187.6,1,0,0,2,2,Low-Value
27051,599OTZA609,LimeLight,15,20.02,2,2,1,0,3,Mid-Value
27052,599RMWQ009,LimeLight,37,200.04,1,2,0,2,4,Mid-Value
27054,599RUIT593,LimeLight,216,137.36,1,1,0,1,2,Low-Value
27060,599TTBE791,LimeLight,173,199.96,1,1,0,2,3,Mid-Value
27063,599UYBN403,LimeLight,343,240.0,2,0,1,2,3,Mid-Value
27065,599VDIJ998,LimeLight,43,119.94,1,2,0,1,3,Mid-Value
27066,599WDJN678,LimeLight,257,180.09,1,0,0,2,2,Low-Value
27067,599WPGA738,LimeLight,8,79.99,1,2,0,0,2,Low-Value
27075,599ZJDD749,LimeLight,83,73.92,1,2,0,0,2,Low-Value
27080,600ARBQ182,LimeLight,326,220.11,1,0,0,2,2,Low-Value
27082,600CCFN798,LimeLight,150,180.06,1,1,0,2,3,Mid-Value
27093,600GXEB176,LimeLight,351,83.4,1,0,0,0,0,Low-Value
27096,600IYPP943,LimeLight,306,162.69,1,0,0,1,1,Low-Value
27104,600OEWZ047,LimeLight,90,60.0,1,2,0,0,2,Low-Value
27109,600RUPX302,LimeLight,277,44.94,1,0,0,0,0,Low-Value
27114,600XGWO527,LimeLight,4,279.86,2,2,1,3,6,High-Value
27115,600XUUI378,LimeLight,32,159.92,1,2,0,1,3,Mid-Value
27117,600YGIP180,LimeLight,227,200.16,2,1,1,2,4,Mid-Value
27118,600ZAJN000,LimeLight,86,80.0,1,2,0,0,2,Low-Value
27120,601ASKK723,LimeLight,332,239.88,1,0,0,2,2,Low-Value
27122,601BHOL697,LimeLight,128,99.95,1,1,0,1,2,Low-Value
27123,601BHYR003,LimeLight,83,313.98,1,2,0,3,5,High-Value
27125,601DVFL962,LimeLight,14,240.09000000000003,1,2,0,2,4,Mid-Value
27131,601KCYH293,LimeLight,93,80.0,1,2,0,0,2,Low-Value
27134,601MWMC521,LimeLight,18,130.34,1,2,0,1,3,Mid-Value
27136,601PFYU469,LimeLight,223,80.01,2,1,1,0,2,Low-Value
27139,601PYSU705,LimeLight,119,38.6,1,1,0,0,1,Low-Value
27140,601QGXW621,LimeLight,274,79.99,1,0,0,0,0,Low-Value
27143,601RJVW204,LimeLight,317,38.37,1,0,0,0,0,Low-Value
27145,601SJBV170,LimeLight,9,200.2,1,2,0,2,4,Mid-Value
27146,601TFAO253,LimeLight,327,220.0,1,0,0,2,2,Low-Value
27147,601TJDI534,LimeLight,53,129.21,1,2,0,1,3,Mid-Value
27149,601TPTJ598,LimeLight,301,80.01,2,0,1,0,1,Low-Value
27151,601UJJL744,LimeLight,347,239.88,2,0,1,2,3,Mid-Value
27152,601VXXS465,LimeLight,1,80.01,1,2,0,0,2,Low-Value
27163,602DCDX150,LimeLight,356,80.0,1,0,0,0,0,Low-Value
27164,602DRIB071,LimeLight,317,220.11,1,0,0,2,2,Low-Value
27168,602ESMP552,LimeLight,312,80.01,2,0,1,0,1,Low-Value
27170,602FDRV717,LimeLight,263,80.12,1,0,0,0,0,Low-Value
27179,602IPUT583,LimeLight,102,180.0,2,2,1,2,5,High-Value
27184,602LPTC308,LimeLight,202,120.06,2,1,1,1,3,Mid-Value
27186,602LYLU110,LimeLight,122,40.28,1,1,0,0,1,Low-Value
27187,602LZUF181,LimeLight,7,80.0,1,2,0,0,2,Low-Value
27188,602MOVY194,LimeLight,60,80.0,1,2,0,0,2,Low-Value
27202,602VKFD290,LimeLight,274,16.52,1,0,0,0,0,Low-Value
27209,602YYSA812,LimeLight,357,20.02,1,0,0,0,0,Low-Value
27211,603BKFR911,LimeLight,8,240.0,1,2,0,2,4,Mid-Value
27213,603CGOO453,LimeLight,119,79.96,2,1,1,0,2,Low-Value
27215,603CNLO104,LimeLight,46,40.0,2,2,1,0,3,Mid-Value
27220,603CWZW426,LimeLight,209,79.98,2,1,1,0,2,Low-Value
27223,603ENJQ951,LimeLight,114,80.0,1,2,0,0,2,Low-Value
27227,603GDJJ890,LimeLight,206,79.99,1,1,0,0,1,Low-Value
27228,603GOWL047,LimeLight,116,80.01,1,1,0,0,1,Low-Value
27229,603GPWY929,LimeLight,286,60.03,1,0,0,0,0,Low-Value
27232,603JUBI779,LimeLight,191,180.0,1,1,0,2,3,Mid-Value
27233,603JXDG388,LimeLight,205,79.96,1,1,0,0,1,Low-Value
27237,603MRMW118,LimeLight,358,240.12,1,0,0,2,2,Low-Value
27240,603NYSP506,LimeLight,4,82.47,1,2,0,0,2,Low-Value
27244,603RQLS724,LimeLight,211,240.0,1,1,0,2,3,Mid-Value
27245,603SHJQ858,LimeLight,38,100.02,1,2,0,1,3,Mid-Value
27248,603UAGG459,LimeLight,307,220.0,1,0,0,2,2,Low-Value
27254,603ZERB637,LimeLight,5,20.01,1,2,0,0,2,Low-Value
27257,604BGVF402,LimeLight,171,119.88,1,1,0,1,2,Low-Value
27260,604BZNW760,LimeLight,22,26.410000000000004,1,2,0,0,2,Low-Value
27261,604CBLH452,LimeLight,28,199.9,1,2,0,2,4,Mid-Value
27266,604DSVL160,LimeLight,351,79.99,1,0,0,0,0,Low-Value
27267,604EOIG062,LimeLight,233,80.0,1,1,0,0,1,Low-Value
27269,604ESIH552,LimeLight,110,41.84,2,2,1,0,3,Mid-Value
27276,604JLCL342,LimeLight,107,79.99,1,2,0,0,2,Low-Value
27277,604KDXD408,LimeLight,184,119.94,1,1,0,1,2,Low-Value
27279,604MAUV264,LimeLight,133,80.01,1,1,0,0,1,Low-Value
27281,604MENS496,LimeLight,326,211.31,2,0,1,2,3,Mid-Value
27284,604OZFZ188,LimeLight,1,242.28,1,2,0,2,4,Mid-Value
27293,604VRIX723,LimeLight,196,78.25,1,1,0,0,1,Low-Value
27295,604WOBZ250,LimeLight,310,220.0,1,0,0,2,2,Low-Value
27298,604ZLMG520,LimeLight,313,79.98,1,0,0,0,0,Low-Value
27302,604ZWIV195,LimeLight,138,239.93,1,1,0,2,3,Mid-Value
27303,604ZYCR131,LimeLight,315,40.0,2,0,1,0,1,Low-Value
27312,605EEEG658,LimeLight,89,60.03,1,2,0,0,2,Low-Value
27313,605ETRT671,LimeLight,26,19.99,1,2,0,0,2,Low-Value
27315,605GLUN753,LimeLight,40,159.94,1,2,0,1,3,Mid-Value
27318,605HGKD489,LimeLight,203,180.05,1,1,0,2,3,Mid-Value
27319,605IQPJ186,LimeLight,162,79.99,1,1,0,0,1,Low-Value
27327,605NUXD105,LimeLight,92,80.0,1,2,0,0,2,Low-Value
27328,605OAMU066,LimeLight,23,179.99,1,2,0,2,4,Mid-Value
27329,605OBFI374,LimeLight,47,60.0,1,2,0,0,2,Low-Value
27332,605QQOW638,LimeLight,72,79.99,1,2,0,0,2,Low-Value
27337,605UHQZ294,LimeLight,151,107.12,1,1,0,1,2,Low-Value
27338,605UWXS666,LimeLight,149,50.650000000000006,1,1,0,0,1,Low-Value
27339,605VKZZ396,LimeLight,303,65.4,1,0,0,0,0,Low-Value
27340,605VXJP335,LimeLight,14,80.0,1,2,0,0,2,Low-Value
27342,605WBEJ333,LimeLight,47,120.0,1,2,0,1,3,Mid-Value
27344,605XKSM037,LimeLight,285,199.9,1,0,0,2,2,Low-Value
27347,606BDAA046,LimeLight,206,140.0,1,1,0,1,2,Low-Value
27350,606BMXG372,LimeLight,79,62.76,3,2,2,0,4,Mid-Value
27354,606DZAB488,LimeLight,264,80.01,1,0,0,0,0,Low-Value
27356,606FFUC658,LimeLight,182,200.03,1,1,0,2,3,Mid-Value
27364,606ICTK223,LimeLight,269,148.41,1,0,0,1,1,Low-Value
27368,606JZPA475,LimeLight,66,100.01,1,2,0,1,3,Mid-Value
27370,606LSYX600,LimeLight,9,20.01,1,2,0,0,2,Low-Value
27375,606QBBY459,LimeLight,237,74.84,1,1,0,0,1,Low-Value
27382,606SFSH344,LimeLight,83,60.0,1,2,0,0,2,Low-Value
27383,606SRNZ492,LimeLight,354,240.0,1,0,0,2,2,Low-Value
27391,606WIMM759,LimeLight,161,80.01,1,1,0,0,1,Low-Value
27393,606WKZF473,LimeLight,108,80.04,2,2,1,0,3,Mid-Value
27395,606XMJF192,LimeLight,97,140.0,1,2,0,1,3,Mid-Value
27397,606YQWU109,LimeLight,12,40.03,2,2,1,0,3,Mid-Value
27398,606ZOZV792,LimeLight,9,160.01999999999998,1,2,0,1,3,Mid-Value
27400,607AQOC513,LimeLight,284,199.9,2,0,1,2,3,Mid-Value
27402,607ATMT553,LimeLight,206,79.99,1,1,0,0,1,Low-Value
27404,607DFEE898,LimeLight,94,80.0,1,2,0,0,2,Low-Value
27407,607ILBO501,LimeLight,271,200.0,1,0,0,2,2,Low-Value
27408,607IOOE045,LimeLight,330,17.74,2,0,1,0,1,Low-Value
27413,607KEIZ731,LimeLight,36,139.92999999999998,2,2,1,1,4,Mid-Value
27423,607NJTM329,LimeLight,350,20.0,1,0,0,0,0,Low-Value
27425,607OWSD168,LimeLight,294,120.79,1,0,0,1,1,Low-Value
27426,607PAZR480,LimeLight,254,79.96,1,0,0,0,0,Low-Value
27428,607RJIB683,LimeLight,144,199.88,1,1,0,2,3,Mid-Value
27435,607UXRW400,LimeLight,202,140.0,1,1,0,1,2,Low-Value
27443,607WSFL301,LimeLight,71,200.1,3,2,2,2,6,High-Value
27448,607XPSG890,LimeLight,27,19.99,1,2,0,0,2,Low-Value
27453,607ZTTH738,LimeLight,282,199.9,1,0,0,2,2,Low-Value
27455,608AKTN167,LimeLight,95,79.96,1,2,0,0,2,Low-Value
27456,608BRHB283,LimeLight,249,140.01,1,0,0,1,1,Low-Value
27461,608FEBW314,LimeLight,148,140.02,1,1,0,1,2,Low-Value
27463,608GLOW541,LimeLight,334,80.0,2,0,1,0,1,Low-Value
27467,608HJBR150,LimeLight,32,140.0,2,2,1,1,4,Mid-Value
27472,608KLRV578,LimeLight,61,79.96,1,2,0,0,2,Low-Value
27480,608NMPP036,LimeLight,179,46.0,1,1,0,0,1,Low-Value
27485,608SSTP719,LimeLight,320,173.47,1,0,0,2,2,Low-Value
27486,608UAYO734,LimeLight,179,120.06,1,1,0,1,2,Low-Value
27489,608XJKS677,LimeLight,226,160.0,1,1,0,1,2,Low-Value
27503,609FTNL224,LimeLight,227,160.0,1,1,0,1,2,Low-Value
27505,609GCWL544,LimeLight,362,20.01,1,0,0,0,0,Low-Value
27513,609JZYV442,LimeLight,172,140.07000000000002,2,1,1,1,3,Mid-Value
27517,609MMPO232,LimeLight,177,20.0,1,1,0,0,1,Low-Value
27522,609NMXY619,LimeLight,122,200.0,2,1,1,2,4,Mid-Value
27524,609OCPE397,LimeLight,181,140.14,1,1,0,1,2,Low-Value
27529,609UUPI702,LimeLight,218,159.92,1,1,0,1,2,Low-Value
27531,609VZOJ914,LimeLight,207,140.07000000000002,1,1,0,1,2,Low-Value
27535,609ZGLB241,LimeLight,346,240.36,1,0,0,2,2,Low-Value
27544,610EOBV632,LimeLight,51,80.0,1,2,0,0,2,Low-Value
27550,610GWLH647,LimeLight,291,199.9,3,0,2,2,4,Mid-Value
27552,610IYPZ935,LimeLight,316,77.99,1,0,0,0,0,Low-Value
27554,610KLRW626,LimeLight,297,80.0,1,0,0,0,0,Low-Value
27557,610MWCD218,LimeLight,183,139.92999999999998,1,1,0,1,2,Low-Value
27567,610SNKZ729,LimeLight,97,129.44,1,2,0,1,3,Mid-Value
27577,611AVWJ516,LimeLight,21,80.02,1,2,0,0,2,Low-Value
27579,611BGZU267,LimeLight,212,200.0,1,1,0,2,3,Mid-Value
27594,611LVSL424,LimeLight,200,80.0,1,1,0,0,1,Low-Value
27600,611NGKQ119,LimeLight,15,19.99,2,2,1,0,3,Mid-Value
27601,611NHDV180,LimeLight,81,80.01,1,2,0,0,2,Low-Value
27602,611NJQW689,LimeLight,114,99.9,1,2,0,1,3,Mid-Value
27606,611OMLM748,LimeLight,49,160.01,1,2,0,1,3,Mid-Value
27607,611PIUA183,LimeLight,47,39.98,1,2,0,0,2,Low-Value
27623,611YMLM941,LimeLight,188,111.72,1,1,0,1,2,Low-Value
27626,611ZCJG106,LimeLight,89,139.97,1,2,0,1,3,Mid-Value
27629,612AFZC737,LimeLight,168,80.01,2,1,1,0,2,Low-Value
27636,612CZBP042,LimeLight,167,120.0,1,1,0,1,2,Low-Value
27639,612EMCM998,LimeLight,142,80.0,1,1,0,0,1,Low-Value
27646,612FXYH430,LimeLight,6,140.14,1,2,0,1,3,Mid-Value
27662,612IRGF977,LimeLight,271,220.11,1,0,0,2,2,Low-Value
27663,612JEFQ208,LimeLight,56,21.75,1,2,0,0,2,Low-Value
27671,612LVEX501,LimeLight,266,79.99,1,0,0,0,0,Low-Value
27673,612POCC630,LimeLight,188,139.86,1,1,0,1,2,Low-Value
27677,612QMZS146,LimeLight,320,39.98,2,0,1,0,1,Low-Value
27686,612XDJQ540,LimeLight,273,80.01,1,0,0,0,0,Low-Value
27687,612XLGO931,LimeLight,285,200.0,1,0,0,2,2,Low-Value
27690,612ZZLX098,LimeLight,48,37.45,1,2,0,0,2,Low-Value
27692,613AKIH586,LimeLight,156,28.96,1,1,0,0,1,Low-Value
27696,613BQDW924,LimeLight,170,43.26,2,1,1,0,2,Low-Value
27700,613FOLY810,LimeLight,198,80.01,2,1,1,0,2,Low-Value
27711,613NMFI223,LimeLight,132,137.09,1,1,0,1,2,Low-Value
27713,613RGMX375,LimeLight,44,213.18000000000004,1,2,0,2,4,Mid-Value
27719,613UCED368,LimeLight,187,140.0,1,1,0,1,2,Low-Value
27720,613UGZD361,LimeLight,335,20.0,1,0,0,0,0,Low-Value
27721,613UMKS893,LimeLight,113,180.07000000000002,1,2,0,2,4,Mid-Value
27722,613UTTL836,LimeLight,236,54.22,1,1,0,0,1,Low-Value
27726,613XHZP731,LimeLight,60,79.96,1,2,0,0,2,Low-Value
27729,613YYFZ734,LimeLight,17,74.78999999999999,1,2,0,0,2,Low-Value
27731,614AEXI160,LimeLight,231,160.08,1,1,0,1,2,Low-Value
27732,614BAGW259,LimeLight,65,159.97,1,2,0,1,3,Mid-Value
27738,614HPHI361,LimeLight,297,200.1,1,0,0,2,2,Low-Value
27740,614IGXB068,LimeLight,343,239.76,1,0,0,2,2,Low-Value
27744,614IOXW856,LimeLight,67,199.9,1,2,0,2,4,Mid-Value
27749,614KEYU766,LimeLight,110,80.04,2,2,1,0,3,Mid-Value
27750,614LQIN235,LimeLight,259,79.99,1,0,0,0,0,Low-Value
27753,614MTKA782,LimeLight,18,200.1,1,2,0,2,4,Mid-Value
27754,614MWTH680,LimeLight,124,180.03000000000003,1,1,0,2,3,Mid-Value
27755,614QFJN467,LimeLight,85,150.13,1,2,0,1,3,Mid-Value
27757,614RKFF745,LimeLight,301,59.97,2,0,1,0,1,Low-Value
27760,614TJWS987,LimeLight,303,80.0,1,0,0,0,0,Low-Value
27761,614UITQ334,LimeLight,46,59.32,1,2,0,0,2,Low-Value
27763,614UXWT022,LimeLight,319,240.0,2,0,1,2,3,Mid-Value
27766,614VOAU985,LimeLight,337,80.01,1,0,0,0,0,Low-Value
27767,614VRVX653,LimeLight,119,180.0,1,1,0,2,3,Mid-Value
27771,614XMQE563,LimeLight,119,170.51999999999998,1,1,0,2,3,Mid-Value
27772,614XPDN057,LimeLight,147,47.25,1,1,0,0,1,Low-Value
27774,614ZGZR939,LimeLight,334,20.0,2,0,1,0,1,Low-Value
27781,615EVTE456,LimeLight,107,180.09,3,2,2,2,6,High-Value
27786,615HCCP520,LimeLight,197,80.01,1,1,0,0,1,Low-Value
27788,615HHZF638,LimeLight,243,80.0,2,0,1,0,1,Low-Value
27789,615HUHD750,LimeLight,290,82.66,1,0,0,0,0,Low-Value
27792,615IZYA389,LimeLight,0,0.0,1,2,0,0,2,Low-Value
27795,615NFNF009,LimeLight,131,179.99,1,1,0,2,3,Mid-Value
27797,615OHER556,LimeLight,231,80.0,1,1,0,0,1,Low-Value
27798,615OHKC906,LimeLight,183,98.45,1,1,0,1,2,Low-Value
27800,615RWVO855,LimeLight,221,200.02,1,1,0,2,3,Mid-Value
27801,615TCXI403,LimeLight,39,40.0,1,2,0,0,2,Low-Value
27805,615TNQX437,LimeLight,192,139.92999999999998,2,1,1,1,3,Mid-Value
27808,615UJTY294,LimeLight,265,80.03,1,0,0,0,0,Low-Value
27810,615VCGA278,LimeLight,267,179.82,1,0,0,2,2,Low-Value
27816,615XEZG392,LimeLight,185,139.92999999999998,1,1,0,1,2,Low-Value
27817,615XNKR117,LimeLight,349,19.99,1,0,0,0,0,Low-Value
27818,615YZCL249,LimeLight,236,80.0,1,1,0,0,1,Low-Value
27820,616AZAY856,LimeLight,78,82.16,1,2,0,0,2,Low-Value
27822,616DLIE980,LimeLight,83,79.99,1,2,0,0,2,Low-Value
27824,616EAAB058,LimeLight,190,220.0,1,1,0,2,3,Mid-Value
27826,616FJZG354,LimeLight,22,199.9,1,2,0,2,4,Mid-Value
27832,616IBEK745,LimeLight,24,40.02,1,2,0,0,2,Low-Value
27833,616JBLT192,LimeLight,124,102.37,1,1,0,1,2,Low-Value
27834,616KMBH361,LimeLight,72,59.46,2,2,1,0,3,Mid-Value
27839,616LPYD577,LimeLight,3,157.92999999999998,1,2,0,1,3,Mid-Value
27843,616MEYS173,LimeLight,7,134.4,3,2,2,1,5,High-Value
27847,616PILU641,LimeLight,134,100.0,1,1,0,1,2,Low-Value
27849,616QYVF743,LimeLight,54,220.11,1,2,0,2,4,Mid-Value
27858,616VAZX045,LimeLight,71,116.46,2,2,1,1,4,Mid-Value
27865,616WYYE570,LimeLight,213,240.07,2,1,1,2,4,Mid-Value
27867,617AHLR025,LimeLight,218,79.99,1,1,0,0,1,Low-Value
27868,617ANBF898,LimeLight,298,32.03,1,0,0,0,0,Low-Value
27871,617AQMH291,LimeLight,65,199.9,1,2,0,2,4,Mid-Value
27877,617ESWM113,LimeLight,134,160.01,1,1,0,1,2,Low-Value
27878,617EXOF757,LimeLight,172,240.0,1,1,0,2,3,Mid-Value
27884,617GRMT415,LimeLight,78,179.91,1,2,0,2,4,Mid-Value
27886,617HQVD189,LimeLight,230,100.1,2,1,1,1,3,Mid-Value
27891,617JXAV208,LimeLight,83,60.0,1,2,0,0,2,Low-Value
27892,617KCHF105,LimeLight,66,80.01,1,2,0,0,2,Low-Value
27894,617KWPX553,LimeLight,63,140.01,1,2,0,1,3,Mid-Value
27906,617QIGP183,LimeLight,65,60.0,1,2,0,0,2,Low-Value
27908,617SCIG147,LimeLight,104,119.93999999999998,1,2,0,1,3,Mid-Value
27909,617SDNB040,LimeLight,226,79.99,1,1,0,0,1,Low-Value
27910,617SUZH811,LimeLight,245,180.09,1,0,0,2,2,Low-Value
27912,617WMEC526,LimeLight,102,159.98,2,2,1,1,4,Mid-Value
27916,617XBBA238,LimeLight,220,78.14,1,1,0,0,1,Low-Value
27919,617YEKT408,LimeLight,138,80.01,2,1,1,0,2,Low-Value
27925,618APZW413,LimeLight,196,139.92999999999998,1,1,0,1,2,Low-Value
27928,618BSDP259,LimeLight,7,100.0,2,2,1,1,4,Mid-Value
27934,618DFIC111,LimeLight,88,40.0,1,2,0,0,2,Low-Value
27941,618FANO845,LimeLight,111,80.0,1,2,0,0,2,Low-Value
27944,618HGCV306,LimeLight,23,40.0,1,2,0,0,2,Low-Value
27946,618IAYI420,LimeLight,331,134.39999999999998,1,0,0,1,1,Low-Value
27950,618JHBZ102,LimeLight,356,240.0,1,0,0,2,2,Low-Value
27953,618LQAJ200,LimeLight,240,100.0,1,0,0,1,1,Low-Value
27958,618QMIZ106,LimeLight,247,180.0,1,0,0,2,2,Low-Value
27960,618RHKH755,LimeLight,9,140.62,1,2,0,1,3,Mid-Value
27965,618VBVJ287,LimeLight,129,28.85,1,1,0,0,1,Low-Value
27976,618ZYKL781,LimeLight,47,40.0,1,2,0,0,2,Low-Value
27977,619ACWP181,LimeLight,66,60.0,1,2,0,0,2,Low-Value
27990,619IHHP067,LimeLight,287,80.0,1,0,0,0,0,Low-Value
27995,619JWOX976,LimeLight,125,160.08,1,1,0,1,2,Low-Value
27998,619OAWO813,LimeLight,48,92.49,1,2,0,1,3,Mid-Value
28006,619QJGO991,LimeLight,250,79.96,1,0,0,0,0,Low-Value
28011,619RNXG463,LimeLight,353,240.12,2,0,1,2,3,Mid-Value
