,ID,BRAND,SUB_STATUS,TERM,AMOUNT,PARTITION_DATE,YEAR_MONTH,VALID_TRANSITION
83946,630FNBC306,LimeLight,expired,monthly,20.0,2023-06-13,2023-06,True
83950,630GXMQ356,RetroReel,expired,monthly,29.99,2023-06-15,2023-06,True
83951,630HLLM880,RetroReel,paid,monthly,29.99,2023-01-16,2023-01,True
83954,630HTLL384,Pulse,paid,monthly,8.0,2023-02-24,2023-02,True
83956,630IFXB266,LimeLight,expired,monthly,19.99,2023-02-10,2023-02,True
83957,630IFXB266,LimeLight,trial,monthly,7.69,2023-03-17,2023-03,True
83961,630IGEM153,LimeLight,expired,monthly,20.0,2023-04-03,2023-04,True
83965,630IRUX769,Pulse,trial,monthly,2.96,2023-01-27,2023-01,True
83966,630IRUX769,Pulse,expired,monthly,7.99,2023-02-23,2023-02,True
83969,630ISIZ326,CineQuest,expired,monthly,11.99,2023-06-22,2023-06,True
83972,630KHUX014,LimeLight,expired,monthly,20.01,2023-06-18,2023-06,True
83986,630OQPO488,LimeLight,expired,monthly,20.01,2023-03-23,2023-03,True
83987,630OQPO488,LimeLight,discounted,monthly,12.74,2023-05-31,2023-05,True
83991,630QAKB917,ChillStream,expired,monthly,25.0,2023-06-25,2023-06,True
83994,630QORR323,Pulse,paid,monthly,8.0,2023-02-03,2023-02,True
83999,630QUAC537,LimeLight,expired,monthly,20.02,2023-01-05,2023-01,True
84000,630QUAC537,LimeLight,trial,annual,50.86,2023-03-02,2023-03,True
84005,630RHXI616,ChillStream,paid,monthly,24.99,2023-01-31,2023-01,True
84014,630SRBA309,Pulse,paid,annual,50.01,2023-06-08,2023-06,True
84023,630VUXV089,Pulse,expired,annual,50.0,2023-02-17,2023-02,True
84029,630WIOU707,CineQuest,expired,monthly,12.01,2023-01-26,2023-01,True
84040,630YMKT386,Pulse,expired,monthly,7.99,2023-05-10,2023-05,True
84044,630YRDZ129,RetroReel,paid,monthly,30.0,2023-01-28,2023-01,True
84055,631ALCK725,CineQuest,paid,monthly,11.99,2023-03-19,2023-03,True
84058,631ATAB809,ChillStream,paid,monthly,25.01,2023-01-19,2023-01,True
84061,631BMOZ548,LimeLight,expired,monthly,20.0,2023-04-13,2023-04,True
84062,631BMOZ548,LimeLight,discounted,monthly,15.25,2023-06-15,2023-06,True
84066,631CMSK225,RetroReel,paid,monthly,29.99,2023-02-03,2023-02,True
84071,631FMFQ172,LimeLight,paid,monthly,20.01,2023-05-24,2023-05,True
84074,631GOOC470,LimeLight,paid,annual,80.0,2023-05-24,2023-05,True
84077,631HQRC067,LimeLight,paid,monthly,20.01,2023-01-30,2023-01,True
84080,631IDYI698,CineQuest,expired,annual,60.0,2023-02-23,2023-02,True
84086,631JLKB089,Pulse,expired,annual,49.98,2023-03-10,2023-03,True
84087,631JLKB089,Pulse,paid,monthly,8.02,2023-04-28,2023-04,True
84095,631KVMO784,ChillStream,trial,monthly,9.4,2023-01-21,2023-01,True
84099,631KVMO784,Pulse,paid,annual,50.02,2023-02-01,2023-02,True
84102,631LNZH619,Pulse,paid,monthly,8.0,2023-06-10,2023-06,True
84105,631MRPD677,ChillStream,paid,monthly,25.01,2023-06-07,2023-06,True
84107,631NDCS644,Pulse,expired,monthly,8.0,2023-01-24,2023-01,True
84108,631NDCS644,Pulse,paid,monthly,8.0,2023-06-12,2023-06,True
84123,631ORTV036,ChillStream,paid,monthly,25.0,2023-05-02,2023-05,True
84130,631QTWB643,RetroReel,expired,monthly,30.01,2023-02-22,2023-02,True
84134,631STPN582,CineQuest,expired,monthly,12.01,2023-02-14,2023-02,True
84135,631STPN582,CineQuest,paid,monthly,12.0,2023-03-07,2023-03,True
84139,631TURG371,CineQuest,expired,monthly,11.99,2023-03-01,2023-03,True
84143,631UJXB441,ChillStream,paid,monthly,25.0,2023-01-10,2023-01,True
84144,631UJXB441,ChillStream,expired,monthly,24.99,2023-03-04,2023-03,True
84149,631VUCJ913,RetroReel,expired,annual,120.01,2023-01-16,2023-01,True
84158,631WVTG738,LimeLight,trial,monthly,18.02,2023-04-21,2023-04,True
84170,631YLXP281,ChillStream,paid,monthly,25.0,2023-05-30,2023-05,True
84174,631ZXWZ797,Pulse,expired,monthly,8.01,2023-01-27,2023-01,True
84177,632AYDT590,RetroReel,expired,monthly,30.01,2023-03-09,2023-03,True
84181,632AYST139,CineQuest,paid,annual,59.99,2023-01-15,2023-01,True
84186,632CMYB200,ChillStream,paid,monthly,25.0,2023-06-24,2023-06,True
84190,632COXO339,ChillStream,expired,monthly,25.02,2023-01-03,2023-01,True
84196,632CYOF834,Pulse,paid,monthly,7.99,2023-06-03,2023-06,True
84205,632EMBR905,LimeLight,paid,annual,79.99,2023-03-01,2023-03,True
84209,632FNZG689,ChillStream,expired,monthly,25.0,2023-06-10,2023-06,True
84212,632GTQI075,LimeLight,expired,monthly,19.97,2023-03-23,2023-03,True
84219,632JELA172,RetroReel,expired,monthly,29.99,2023-01-19,2023-01,True
84221,632JICV568,CineQuest,expired,annual,60.01,2023-03-14,2023-03,True
84222,632KDWA149,ChillStream,paid,monthly,24.99,2023-03-04,2023-03,True
84230,632MAQB945,LimeLight,paid,monthly,19.99,2023-06-23,2023-06,True
84232,632MAQB945,Pulse,paid,monthly,8.01,2023-02-17,2023-02,True
84239,632MXEA500,Pulse,expired,monthly,8.0,2023-01-12,2023-01,True
84240,632MXEA500,Pulse,paid,monthly,7.99,2023-05-11,2023-05,True
84251,632RUUB833,Pulse,expired,monthly,7.98,2023-06-13,2023-06,True
84256,632SZFK362,CineQuest,paid,monthly,11.99,2023-05-28,2023-05,True
84260,632TJOU020,Pulse,trial,monthly,5.3,2023-04-18,2023-04,True
84263,632TPTK644,LimeLight,paid,monthly,20.0,2023-05-10,2023-05,True
84268,632UZHN038,RetroReel,trial,annual,38.85,2023-02-19,2023-02,True
84269,632VMTH906,ChillStream,expired,annual,99.99,2023-01-16,2023-01,True
84282,632XNOR308,Pulse,expired,monthly,8.0,2023-03-31,2023-03,True
84283,632XNOR308,Pulse,discounted,monthly,5.54,2023-04-25,2023-04,True
84284,632XNOR308,Pulse,paid,monthly,8.0,2023-05-11,2023-05,True
84295,632XZYK147,Pulse,trial,monthly,4.05,2023-06-28,2023-06,True
84300,632YJBD057,CineQuest,discounted,monthly,4.77,2023-06-25,2023-06,True
84308,632ZMUL651,RetroReel,expired,annual,120.0,2023-05-04,2023-05,True
84314,633APBK537,CineQuest,expired,monthly,11.99,2023-01-13,2023-01,True
84315,633APBK537,CineQuest,paid,monthly,11.98,2023-02-03,2023-02,True
84318,633APBK537,LimeLight,expired,monthly,20.0,2023-03-08,2023-03,True
84321,633CXPU850,RetroReel,paid,monthly,30.0,2023-04-05,2023-04,True
84324,633DVZF367,ChillStream,paid,monthly,25.01,2023-02-06,2023-02,True
84328,633FEWN172,Pulse,expired,monthly,7.99,2023-01-22,2023-01,True
84329,633FEWN172,Pulse,trial,monthly,7.89,2023-02-18,2023-02,True
84330,633FEWN172,Pulse,paid,monthly,8.02,2023-04-14,2023-04,True
84333,633FJSN312,LimeLight,expired,monthly,19.99,2023-04-13,2023-04,True
84334,633FJSN312,LimeLight,paid,monthly,20.0,2023-05-22,2023-05,True
84339,633FOML961,CineQuest,expired,monthly,11.99,2023-05-20,2023-05,True
84342,633GLPB175,RetroReel,paid,annual,119.99,2023-04-07,2023-04,True
84351,633KPZT758,Pulse,paid,monthly,8.02,2023-02-12,2023-02,True
84352,633KPZT758,Pulse,expired,monthly,8.01,2023-05-01,2023-05,True
84358,633MAUD153,Pulse,expired,monthly,7.98,2023-02-18,2023-02,True
84373,633PHNS620,CineQuest,paid,monthly,11.99,2023-02-13,2023-02,True
84374,633PHNS620,CineQuest,expired,monthly,12.0,2023-03-14,2023-03,True
84375,633PHNS620,CineQuest,paid,annual,60.01,2023-05-06,2023-05,True
84381,633QGMC665,ChillStream,trial,annual,75.17,2023-02-06,2023-02,True
84387,633QMJJ843,LimeLight,discounted,monthly,18.47,2023-03-07,2023-03,True
84389,633QXDN011,ChillStream,paid,annual,100.0,2023-01-14,2023-01,True
84390,633QXDN011,LimeLight,expired,annual,80.0,2023-06-21,2023-06,True
84405,633SKOM839,LimeLight,expired,monthly,20.01,2023-03-14,2023-03,True
84417,633TXDF946,RetroReel,trial,monthly,17.55,2023-02-02,2023-02,True
84418,633TXDF946,RetroReel,expired,monthly,29.99,2023-05-31,2023-05,True
84436,633WZRN770,CineQuest,expired,monthly,12.02,2023-01-06,2023-01,True
84446,634BVWM733,LimeLight,paid,monthly,19.99,2023-05-01,2023-05,True
84453,634DMQH015,Pulse,expired,monthly,8.0,2023-02-04,2023-02,True
84454,634DMQH015,Pulse,paid,monthly,8.0,2023-05-05,2023-05,True
84459,634DSME402,CineQuest,expired,monthly,12.02,2023-02-14,2023-02,True
84460,634DSME402,CineQuest,trial,monthly,6.15,2023-05-17,2023-05,True
84466,634EGQZ850,LimeLight,paid,monthly,20.0,2023-02-17,2023-02,True
84489,634MPNJ245,LimeLight,paid,monthly,20.0,2023-02-17,2023-02,True
84492,634MZQY251,Pulse,paid,monthly,8.0,2023-04-26,2023-04,True
84498,634PPZN617,LimeLight,paid,monthly,20.01,2023-04-02,2023-04,True
84499,634PPZN617,RetroReel,expired,monthly,30.01,2023-06-24,2023-06,True
84513,634QIFM494,Pulse,paid,annual,50.01,2023-02-11,2023-02,True
84518,634QTVI979,LimeLight,paid,annual,80.01,2023-06-25,2023-06,True
84522,634QZRK637,Pulse,paid,annual,50.01,2023-01-31,2023-01,True
84526,634RKGZ349,Pulse,expired,monthly,8.01,2023-06-24,2023-06,True
84530,634RVAK170,ChillStream,expired,monthly,25.01,2023-01-04,2023-01,True
84531,634RVAK170,ChillStream,paid,annual,100.0,2023-02-16,2023-02,True
84534,634SSAS012,LimeLight,paid,monthly,19.99,2023-05-04,2023-05,True
84547,634XBQT026,Pulse,expired,annual,50.0,2023-02-05,2023-02,True
84551,634XCEB420,Pulse,paid,monthly,8.0,2023-06-24,2023-06,True
84558,634YYAZ062,ChillStream,trial,monthly,20.88,2023-05-26,2023-05,True
84569,635AGLW493,LimeLight,expired,monthly,20.0,2023-01-12,2023-01,True
84574,635AGLW493,Pulse,paid,monthly,7.98,2023-06-08,2023-06,True
84581,635CGVS768,ChillStream,expired,monthly,25.0,2023-05-11,2023-05,True
84592,635FCDU285,RetroReel,paid,annual,120.01,2023-06-28,2023-06,True
84593,635FGWD019,RetroReel,expired,annual,120.0,2023-02-17,2023-02,True
84594,635FGWD019,RetroReel,paid,annual,119.99,2023-03-22,2023-03,True
84601,635FPGP221,RetroReel,discounted,annual,66.83,2023-02-19,2023-02,True
84615,635JLDR357,RetroReel,discounted,monthly,19.19,2023-02-19,2023-02,True
84616,635JLDR357,RetroReel,paid,monthly,29.99,2023-05-06,2023-05,True
84623,635LOIU448,Pulse,paid,monthly,8.0,2023-01-04,2023-01,True
84626,635LSAN145,LimeLight,paid,annual,79.99,2023-05-05,2023-05,True
84631,635MRPX018,CineQuest,paid,monthly,12.01,2023-03-06,2023-03,True
84636,635MRPX018,Pulse,expired,monthly,8.0,2023-06-04,2023-06,True
84643,635NSGB173,LimeLight,paid,annual,79.99,2023-06-07,2023-06,True
84654,635QDNZ681,LimeLight,paid,annual,80.0,2023-06-27,2023-06,True
84663,635RLDN018,Pulse,expired,monthly,7.99,2023-02-08,2023-02,True
84666,635SRPE225,LimeLight,expired,annual,80.0,2023-03-14,2023-03,True
84670,635TVOB521,Pulse,paid,monthly,8.0,2023-03-29,2023-03,True
84675,635UUIS533,ChillStream,expired,monthly,25.0,2023-02-27,2023-02,True
84683,635VTQM820,CineQuest,expired,monthly,12.01,2023-05-07,2023-05,True
84686,635VTQM820,LimeLight,paid,monthly,19.99,2023-04-20,2023-04,True
84690,635WRRM119,CineQuest,expired,monthly,12.01,2023-06-20,2023-06,True
84692,635XZGH333,RetroReel,paid,monthly,30.01,2023-06-26,2023-06,True
84708,636AFGL320,ChillStream,expired,annual,99.98,2023-06-17,2023-06,True
84720,636CKTQ837,RetroReel,paid,monthly,30.01,2023-06-05,2023-06,True
84723,636CTPM081,LimeLight,expired,monthly,20.0,2023-01-19,2023-01,True
84724,636CTPM081,LimeLight,paid,monthly,20.0,2023-06-11,2023-06,True
84728,636DMBB794,Pulse,expired,monthly,8.01,2023-03-11,2023-03,True
84731,636DQLS779,Pulse,paid,monthly,7.99,2023-06-22,2023-06,True
84736,636DVMO207,CineQuest,expired,monthly,11.99,2023-02-13,2023-02,True
84745,636GEYQ624,ChillStream,expired,monthly,25.0,2023-02-07,2023-02,True
84749,636GWRX677,LimeLight,expired,monthly,19.99,2023-02-05,2023-02,True
84754,636IAYG312,CineQuest,discounted,monthly,8.59,2023-05-01,2023-05,True
84757,636ILYR881,CineQuest,expired,monthly,12.0,2023-03-16,2023-03,True
84760,636ITVT730,RetroReel,paid,monthly,30.0,2023-06-12,2023-06,True
84767,636JTQY798,Pulse,paid,monthly,8.0,2023-03-19,2023-03,True
84773,636MBSX265,Pulse,expired,monthly,8.0,2023-06-19,2023-06,True
84777,636OHHN938,Pulse,expired,annual,49.98,2023-01-22,2023-01,True
84778,636OHHN938,Pulse,discounted,monthly,3.44,2023-05-08,2023-05,True
84783,636PKLB224,Pulse,expired,monthly,7.99,2023-04-28,2023-04,True
84789,636QKFX879,RetroReel,expired,annual,120.0,2023-01-21,2023-01,True
84792,636RFGZ214,ChillStream,paid,monthly,25.02,2023-01-16,2023-01,True
84793,636RHHG231,RetroReel,paid,monthly,29.99,2023-01-30,2023-01,True
84799,636THAG925,Pulse,expired,annual,50.01,2023-02-10,2023-02,True
84801,636TNKW402,CineQuest,trial,monthly,8.75,2023-01-24,2023-01,True
84802,636TNKW402,CineQuest,paid,monthly,12.0,2023-02-06,2023-02,True
84803,636TNKW402,CineQuest,expired,monthly,12.0,2023-05-05,2023-05,True
84808,636TQAU698,CineQuest,paid,monthly,12.03,2023-03-13,2023-03,True
84813,636UINU127,ChillStream,paid,monthly,25.01,2023-05-08,2023-05,True
84815,636UUPX888,ChillStream,paid,monthly,25.0,2023-04-10,2023-04,True
84816,636VDBW456,RetroReel,expired,annual,120.01,2023-02-16,2023-02,True
84817,636VDBW456,RetroReel,trial,annual,43.08,2023-04-26,2023-04,True
84818,636WGYO848,RetroReel,paid,monthly,29.99,2023-01-11,2023-01,True
84821,636WIQA206,RetroReel,paid,monthly,29.99,2023-01-25,2023-01,True
84825,637ACIG002,RetroReel,paid,monthly,30.0,2023-04-12,2023-04,True
84828,637BDGY235,CineQuest,expired,annual,60.0,2023-01-06,2023-01,True
84829,637BDGY235,CineQuest,paid,annual,60.02,2023-02-01,2023-02,True
84830,637BDGY235,CineQuest,expired,annual,60.02,2023-06-05,2023-06,True
84833,637BDGY235,Pulse,expired,annual,50.0,2023-03-05,2023-03,True
84837,637BJTV207,ChillStream,paid,annual,100.0,2023-06-30,2023-06,True
84840,637BJTV207,RetroReel,expired,monthly,30.01,2023-06-16,2023-06,True
84841,637BYTI093,ChillStream,paid,monthly,24.98,2023-05-07,2023-05,True
84843,637CRSJ811,CineQuest,expired,monthly,11.99,2023-01-15,2023-01,True
84851,637FDKU947,LimeLight,paid,annual,80.01,2023-06-20,2023-06,True
84857,637IGTR028,RetroReel,paid,monthly,30.02,2023-06-27,2023-06,True
84860,637JCAO207,ChillStream,expired,monthly,25.0,2023-02-19,2023-02,True
84861,637JCAO207,ChillStream,paid,monthly,25.0,2023-04-11,2023-04,True
84864,637JNII929,Pulse,discounted,annual,43.77,2023-04-15,2023-04,True
84868,637JZPB062,LimeLight,paid,annual,79.98,2023-03-22,2023-03,True
84871,637LMAZ929,CineQuest,expired,monthly,12.03,2023-04-12,2023-04,True
84872,637LMAZ929,CineQuest,paid,monthly,12.01,2023-05-26,2023-05,True
84888,637QYVN671,CineQuest,expired,monthly,12.01,2023-06-19,2023-06,True
84894,637RDAB591,LimeLight,expired,monthly,20.0,2023-02-08,2023-02,True
84896,637RFYP062,ChillStream,paid,monthly,24.98,2023-03-19,2023-03,True
84897,637SOMY652,RetroReel,expired,monthly,30.0,2023-02-24,2023-02,True
84898,637SOMY652,RetroReel,paid,annual,120.0,2023-03-08,2023-03,True
84908,637TNAY076,Pulse,paid,monthly,8.0,2023-02-02,2023-02,True
84921,637WELZ457,Pulse,expired,monthly,7.98,2023-01-31,2023-01,True
84928,637XYEZ754,Pulse,expired,monthly,8.0,2023-01-16,2023-01,True
84929,637XYEZ754,Pulse,trial,monthly,3.89,2023-04-02,2023-04,True
84930,637XYEZ754,Pulse,paid,monthly,8.01,2023-05-22,2023-05,True
84937,637YVGW870,LimeLight,paid,monthly,20.01,2023-01-13,2023-01,True
84945,637ZVAZ328,LimeLight,paid,monthly,19.98,2023-01-19,2023-01,True
84954,638BBBH643,ChillStream,expired,monthly,25.0,2023-06-03,2023-06,True
84960,638BCMQ268,Pulse,trial,monthly,6.88,2023-04-14,2023-04,True
84966,638DHHY699,LimeLight,paid,monthly,19.99,2023-03-14,2023-03,True
84987,638HSZK587,LimeLight,expired,annual,80.01,2023-02-01,2023-02,True
84988,638HSZK587,LimeLight,paid,monthly,20.0,2023-03-26,2023-03,True
84996,638JMCE845,LimeLight,expired,monthly,20.0,2023-05-13,2023-05,True
85001,638KOKZ230,LimeLight,expired,annual,79.99,2023-01-01,2023-01,True
85004,638KOKZ230,Pulse,paid,annual,50.0,2023-05-07,2023-05,True
85007,638MBCO535,Pulse,expired,annual,50.0,2023-01-24,2023-01,True
85008,638MBCO535,Pulse,paid,monthly,8.0,2023-06-26,2023-06,True
85013,638MYPO324,CineQuest,paid,monthly,11.99,2023-05-01,2023-05,True
85021,638OAKG178,ChillStream,expired,monthly,25.0,2023-02-16,2023-02,True
85024,638OAKG178,LimeLight,expired,monthly,20.0,2023-02-13,2023-02,True
85026,638ODBX285,ChillStream,paid,annual,99.99,2023-02-10,2023-02,True
85029,638OURX568,Pulse,expired,monthly,7.99,2023-05-31,2023-05,True
85032,638PBOT582,CineQuest,expired,monthly,12.01,2023-03-23,2023-03,True
85033,638PBOT582,CineQuest,paid,monthly,12.01,2023-05-28,2023-05,True
85034,638PBOT582,CineQuest,expired,monthly,11.99,2023-06-10,2023-06,True
85043,638PCKT383,LimeLight,paid,monthly,20.0,2023-05-12,2023-05,True
85048,638PCVP450,Pulse,trial,monthly,2.91,2023-03-16,2023-03,True
85049,638PCVP450,Pulse,expired,monthly,8.0,2023-06-06,2023-06,True
85051,638PMLF060,RetroReel,paid,monthly,29.98,2023-06-04,2023-06,True
85055,638QIKL238,RetroReel,paid,monthly,30.01,2023-02-13,2023-02,True
85059,638QMIQ465,ChillStream,paid,monthly,25.0,2023-06-19,2023-06,True
85072,638SPCR484,CineQuest,expired,monthly,12.01,2023-05-19,2023-05,True
85076,638TBBA423,ChillStream,expired,monthly,25.01,2023-03-31,2023-03,True
85079,638TIGW178,ChillStream,paid,annual,100.0,2023-03-11,2023-03,True
85095,638YBNV128,RetroReel,expired,monthly,30.0,2023-04-29,2023-04,True
85103,638YOFY126,Pulse,paid,monthly,8.01,2023-05-31,2023-05,True
85105,638YYEK029,Pulse,expired,monthly,8.01,2023-05-22,2023-05,True
85106,638YYKU364,RetroReel,paid,annual,120.02,2023-05-29,2023-05,True
85109,639ADTL860,ChillStream,discounted,annual,59.54,2023-05-01,2023-05,True
85111,639BBTQ723,Pulse,trial,annual,32.64,2023-03-10,2023-03,True
85117,639DHWT242,RetroReel,expired,monthly,30.01,2023-05-03,2023-05,True
85121,639DXQN365,CineQuest,expired,monthly,11.99,2023-06-09,2023-06,True
85124,639EHCF478,CineQuest,paid,monthly,12.02,2023-04-08,2023-04,True
85134,639FBBH947,CineQuest,expired,annual,59.99,2023-03-12,2023-03,True
85135,639FBBH947,CineQuest,paid,monthly,12.0,2023-05-31,2023-05,True
85136,639FBIG047,RetroReel,paid,monthly,30.0,2023-02-15,2023-02,True
85141,639FGCV200,RetroReel,paid,monthly,30.0,2023-01-04,2023-01,True
85144,639FUNT257,ChillStream,paid,monthly,25.01,2023-01-26,2023-01,True
85149,639HDDU659,Pulse,discounted,monthly,3.05,2023-02-09,2023-02,True
85151,639IXNA544,RetroReel,paid,monthly,30.02,2023-05-11,2023-05,True
85154,639KJJC661,RetroReel,paid,monthly,30.02,2023-05-14,2023-05,True
85157,639LRQZ777,Pulse,expired,monthly,7.99,2023-06-12,2023-06,True
85159,639LURK971,Pulse,expired,monthly,8.0,2023-01-23,2023-01,True
85162,639MPOV356,RetroReel,paid,monthly,29.99,2023-05-23,2023-05,True
85165,639NIOE697,Pulse,expired,monthly,8.0,2023-03-17,2023-03,True
85166,639NIOE697,Pulse,paid,monthly,8.01,2023-06-30,2023-06,True
85175,639OZNL816,LimeLight,expired,monthly,19.99,2023-02-07,2023-02,True
85182,639PUCP119,CineQuest,expired,annual,60.01,2023-05-16,2023-05,True
85192,639RLXZ683,RetroReel,paid,annual,120.0,2023-01-14,2023-01,True
85194,639RVSN823,Pulse,expired,monthly,8.0,2023-03-04,2023-03,True
85198,639SIYO377,RetroReel,paid,annual,119.99,2023-03-02,2023-03,True
85199,639TDXG739,LimeLight,paid,annual,80.0,2023-06-20,2023-06,True
85202,639UBWZ132,CineQuest,trial,monthly,11.43,2023-02-26,2023-02,True
85216,639YHOS197,CineQuest,discounted,monthly,4.2,2023-04-26,2023-04,True
85219,639ZOED929,ChillStream,paid,monthly,25.0,2023-03-12,2023-03,True
85224,640AAXE251,Pulse,expired,monthly,7.99,2023-01-25,2023-01,True
85231,640BBWU472,LimeLight,paid,monthly,19.99,2023-06-17,2023-06,True
85235,640BGUB853,RetroReel,discounted,monthly,17.27,2023-01-01,2023-01,True
85236,640BGUB853,RetroReel,expired,monthly,29.99,2023-05-23,2023-05,True
85248,640CPGL040,Pulse,expired,monthly,7.98,2023-05-24,2023-05,True
85249,640CPGL040,Pulse,paid,monthly,8.0,2023-06-30,2023-06,True
85261,640DNOF574,CineQuest,expired,monthly,11.99,2023-01-24,2023-01,True
85263,640DNOF574,RetroReel,expired,monthly,29.99,2023-01-02,2023-01,True
85275,640JRTJ525,RetroReel,paid,monthly,30.0,2023-02-21,2023-02,True
85279,640LCLE417,LimeLight,paid,monthly,20.0,2023-04-22,2023-04,True
85282,640LRPY982,CineQuest,expired,monthly,12.0,2023-03-14,2023-03,True
85285,640LYWM617,LimeLight,paid,annual,79.99,2023-05-21,2023-05,True
85288,640MOWX057,CineQuest,expired,monthly,12.02,2023-04-13,2023-04,True
85306,640NVLZ479,RetroReel,paid,annual,120.0,2023-05-10,2023-05,True
85318,640SNSC713,ChillStream,paid,annual,100.01,2023-03-26,2023-03,True
85319,640SNSC713,ChillStream,expired,annual,100.0,2023-05-10,2023-05,True
85322,640SOZF729,LimeLight,paid,monthly,20.01,2023-02-16,2023-02,True
85324,640TDKB175,RetroReel,paid,annual,119.98,2023-01-26,2023-01,True
85331,640THWQ901,CineQuest,expired,annual,60.0,2023-04-27,2023-04,True
85338,640VHUG685,Pulse,paid,annual,49.98,2023-05-23,2023-05,True
85354,640ZRZM283,LimeLight,expired,annual,80.0,2023-06-25,2023-06,True
85362,641ASKM803,CineQuest,expired,monthly,12.01,2023-05-19,2023-05,True
85367,641ATTD547,LimeLight,trial,annual,78.07,2023-01-29,2023-01,True
85368,641ATTD547,LimeLight,paid,annual,79.99,2023-02-05,2023-02,True
85371,641BCLS849,LimeLight,discounted,monthly,16.88,2023-03-17,2023-03,True
85373,641BEND796,LimeLight,expired,monthly,19.99,2023-03-23,2023-03,True
85386,641ESLF789,Pulse,expired,annual,49.99,2023-05-22,2023-05,True
85391,641FVJX459,Pulse,paid,annual,50.0,2023-02-13,2023-02,True
85394,641HHHH381,Pulse,expired,annual,50.0,2023-06-13,2023-06,True
85398,641IAKV165,CineQuest,trial,monthly,6.5,2023-06-09,2023-06,True
85400,641KPGD904,CineQuest,expired,annual,59.99,2023-03-29,2023-03,True
85401,641KPGD904,CineQuest,paid,monthly,12.01,2023-05-28,2023-05,True
85408,641LIYR844,Pulse,trial,monthly,3.91,2023-06-03,2023-06,True
85418,641MQNI995,LimeLight,expired,monthly,20.02,2023-05-07,2023-05,True
85423,641OEVL666,LimeLight,paid,monthly,19.99,2023-02-08,2023-02,True
85427,641OKNM484,ChillStream,trial,monthly,22.5,2023-03-28,2023-03,True
85432,641QCXD775,CineQuest,expired,monthly,11.99,2023-06-14,2023-06,True
85446,641WBPY540,CineQuest,paid,monthly,11.98,2023-04-06,2023-04,True
85452,641XCDD037,LimeLight,paid,annual,79.99,2023-04-22,2023-04,True
85460,641XZDR295,LimeLight,paid,monthly,20.01,2023-01-28,2023-01,True
85461,641XZDR295,LimeLight,expired,monthly,20.0,2023-06-02,2023-06,True
85469,642AEVJ735,LimeLight,paid,monthly,20.0,2023-02-18,2023-02,True
85470,642AEVJ735,LimeLight,expired,monthly,19.99,2023-04-06,2023-04,True
85479,642CBGM905,CineQuest,expired,annual,60.01,2023-06-07,2023-06,True
85484,642CCIW134,Pulse,discounted,monthly,2.57,2023-02-27,2023-02,True
85485,642CCIW134,Pulse,paid,monthly,7.99,2023-05-19,2023-05,True
85488,642CLXI640,Pulse,expired,monthly,8.0,2023-06-27,2023-06,True
85494,642DBLA259,LimeLight,paid,annual,80.0,2023-06-10,2023-06,True
85502,642GTBU808,RetroReel,expired,annual,120.01,2023-04-17,2023-04,True
85504,642HHJO966,Pulse,paid,annual,50.01,2023-02-25,2023-02,True
85505,642IWKL560,Pulse,paid,monthly,8.01,2023-06-25,2023-06,True
85508,642JOVS796,ChillStream,expired,monthly,24.97,2023-05-26,2023-05,True
85509,642JOVS796,ChillStream,paid,monthly,24.99,2023-06-06,2023-06,True
85515,642KOZV237,LimeLight,paid,monthly,20.0,2023-02-28,2023-02,True
85524,642LKTA102,ChillStream,paid,monthly,24.99,2023-06-16,2023-06,True
85527,642LPYL580,RetroReel,paid,monthly,30.0,2023-03-05,2023-03,True
85528,642MCGE581,ChillStream,expired,monthly,25.0,2023-02-10,2023-02,True
85535,642NNLR064,ChillStream,discounted,monthly,14.6,2023-05-25,2023-05,True
85539,642NUEG994,ChillStream,paid,annual,100.01,2023-06-06,2023-06,True
85543,642NZIW536,CineQuest,expired,monthly,11.99,2023-01-09,2023-01,True
85544,642NZIW536,CineQuest,paid,monthly,11.99,2023-03-22,2023-03,True
85545,642NZIW536,CineQuest,expired,monthly,12.01,2023-06-16,2023-06,True
85550,642OOEJ216,LimeLight,paid,monthly,19.99,2023-03-09,2023-03,True
85551,642OOEJ216,LimeLight,expired,monthly,20.0,2023-06-18,2023-06,True
85554,642OSRQ174,RetroReel,expired,monthly,29.99,2023-06-26,2023-06,True
85567,642RZTG426,Pulse,expired,monthly,7.99,2023-03-03,2023-03,True
85568,642RZTG426,Pulse,paid,monthly,7.99,2023-06-23,2023-06,True
85572,642TDJN869,LimeLight,paid,monthly,20.02,2023-02-01,2023-02,True
85584,642WMRP961,CineQuest,paid,monthly,12.01,2023-04-26,2023-04,True
85592,642ZAVG317,Pulse,expired,annual,50.0,2023-06-10,2023-06,True
85600,642ZOUO117,RetroReel,paid,monthly,29.99,2023-05-11,2023-05,True
85603,643AUPX292,ChillStream,expired,monthly,24.99,2023-05-07,2023-05,True
85607,643AUPX292,RetroReel,expired,monthly,29.99,2023-01-05,2023-01,True
85611,643AXXD003,CineQuest,expired,annual,60.01,2023-04-04,2023-04,True
85613,643CVTI052,ChillStream,trial,monthly,23.1,2023-01-22,2023-01,True
85614,643CVTI052,ChillStream,paid,monthly,25.01,2023-02-16,2023-02,True
85615,643CVTI052,ChillStream,expired,monthly,25.0,2023-03-17,2023-03,True
85616,643CVTI052,ChillStream,paid,annual,99.99,2023-06-30,2023-06,True
