,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,last_6m_REVENUE,LTVCluster,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
635,225RDUG842,LimeLight,180,120.06,1,0,0,2,2,73.64,1,0,1,0
636,225XTTO671,LimeLight,128,79.99,2,0,1,1,2,100.0,2,0,1,0
637,226CLRR502,LimeLight,76,59.97,1,1,0,1,2,119.94,2,0,1,0
638,226SFBR676,LimeLight,42,80.0,1,2,0,1,3,100.05000000000001,2,0,0,1
639,226WIKL779,LimeLight,95,53.32,1,1,0,1,2,100.05000000000001,2,0,1,0
640,227BSKQ563,LimeLight,133,80.0,1,0,0,1,1,119.88,2,0,1,0
641,227FUCO178,LimeLight,138,100.05,1,0,0,2,2,100.05000000000001,2,0,1,0
642,227YVRA448,LimeLight,137,80.01,2,0,1,1,2,39.98,0,0,1,0
643,228DJGZ479,LimeLight,139,100.05,1,0,0,2,2,80.0,1,0,1,0
644,228GEOQ602,LimeLight,111,80.0,1,1,0,1,2,120.06,2,0,1,0
645,228NWLR752,LimeLight,173,79.98,1,0,0,1,1,80.01,1,0,1,0
646,228SIXU564,LimeLight,124,99.9,1,0,0,2,2,60.03,1,0,1,0
647,228UGLK754,LimeLight,70,80.0,1,1,0,1,2,100.0,2,0,1,0
648,229FXNV682,LimeLight,110,80.0,1,1,0,1,2,99.98,2,0,1,0
649,229GLFC311,LimeLight,12,20.01,1,2,0,0,2,119.94,2,0,1,0
650,229JLDU958,LimeLight,169,82.19999999999999,1,0,0,1,1,40.0,0,0,1,0
651,229LRBR791,LimeLight,1,120.0,1,2,0,2,4,80.0,1,0,0,1
652,229QTSE584,LimeLight,79,99.97,1,1,0,2,3,120.03,2,0,0,1
653,229VUYW771,LimeLight,94,60.0,1,1,0,1,2,79.97,1,0,1,0
654,230JETZ823,LimeLight,38,79.98,1,2,0,1,3,80.04,1,0,0,1
655,230KMZA103,LimeLight,151,120.0,1,0,0,2,2,119.93999999999998,2,0,1,0
656,231SCMW688,LimeLight,178,98.76,1,0,0,2,2,120.0,2,0,1,0
657,231YBXX028,LimeLight,104,60.03,1,1,0,1,2,33.16,0,0,1,0
658,232ASAE761,LimeLight,37,66.92,1,2,0,1,3,80.0,1,0,0,1
659,232DPUI422,LimeLight,131,40.02,1,0,0,0,0,7.45,0,0,1,0
660,232KOHK779,LimeLight,158,120.12,1,0,0,2,2,39.98,0,0,1,0
661,232LKPD796,LimeLight,107,95.91,1,1,0,2,3,79.99,1,0,0,1
662,232MBYX221,LimeLight,63,31.5,1,1,0,0,1,80.0,1,0,1,0
663,232PGPI984,LimeLight,3,18.07,1,2,0,0,2,80.04,1,0,1,0
664,232RQLF483,LimeLight,141,99.95,2,0,1,2,3,100.0,2,0,0,1
665,232TAXK585,LimeLight,124,80.0,1,0,0,1,1,100.1,2,0,1,0
666,233BBIH281,LimeLight,23,13.97,1,2,0,0,2,119.94,2,0,1,0
667,233FJSM031,LimeLight,85,105.36,1,1,0,2,3,20.01,0,0,0,1
668,234JXAL753,LimeLight,139,73.35,1,0,0,1,1,120.0,2,0,1,0
669,234ODDY405,LimeLight,11,20.0,1,2,0,0,2,53.39,1,0,1,0
670,235QYRG267,LimeLight,65,80.02,2,1,1,1,3,80.0,1,0,0,1
671,237RKTD660,LimeLight,180,93.12,1,0,0,2,2,100.0,2,0,1,0
672,238YPPG206,LimeLight,69,59.97,1,1,0,1,2,59.97,1,0,1,0
673,239AEVT279,LimeLight,16,20.0,1,2,0,0,2,19.99,0,0,1,0
674,239UBQX639,LimeLight,128,40.0,1,0,0,0,0,60.0,1,0,1,0
675,239WKAN665,LimeLight,38,39.98,1,2,0,0,2,80.01,1,0,1,0
676,240IMUC694,LimeLight,148,60.9,1,0,0,1,1,79.99,1,0,1,0
677,240VLUG582,LimeLight,109,79.99,1,1,0,1,2,80.01,1,0,1,0
678,240ZSJY487,LimeLight,130,39.98,1,0,0,0,0,88.74,1,0,1,0
679,241KPBJ025,LimeLight,92,56.28,1,1,0,1,2,119.94,2,0,1,0
680,241MXXD567,LimeLight,67,60.03,2,1,1,1,3,120.06,2,0,0,1
681,241RPMC893,LimeLight,92,79.96,1,1,0,1,2,20.0,0,0,1,0
682,241XJXX594,LimeLight,110,35.9,1,1,0,0,1,20.01,0,0,1,0
683,242VRQP148,LimeLight,33,233.26,1,2,0,3,5,79.99,1,1,0,0
684,242YPGL269,LimeLight,131,100.0,1,0,0,2,2,99.9,2,0,1,0
685,243IHLK792,LimeLight,114,60.72,2,1,1,1,3,19.99,0,0,0,1
686,243JGSW807,LimeLight,22,20.01,1,2,0,0,2,120.0,2,0,1,0
687,243QMEA532,LimeLight,56,99.95,1,2,0,2,4,40.02,0,0,0,1
688,243VWCQ456,LimeLight,82,80.02,2,1,1,1,3,80.02,1,0,0,1
689,243WNPI213,LimeLight,48,80.0,2,2,1,1,4,19.99,0,0,0,1
690,244EEMA771,LimeLight,16,19.98,1,2,0,0,2,59.98,1,0,1,0
691,244JMIB674,LimeLight,160,119.94,1,0,0,2,2,40.02,0,0,1,0
692,244OHVR660,LimeLight,31,25.96,1,2,0,0,2,99.94999999999999,2,0,1,0
693,244UNEF344,LimeLight,155,79.99,1,0,0,1,1,79.99,1,0,1,0
694,245DHJW755,LimeLight,142,39.98,2,0,1,0,1,40.0,0,0,1,0
695,245EANS985,LimeLight,142,100.05,2,0,1,2,3,99.94999999999999,2,0,0,1
696,245GYCO104,LimeLight,50,40.0,1,2,0,0,2,60.03,1,0,1,0
697,245UDFC913,LimeLight,71,99.97,1,1,0,2,3,40.02,0,0,0,1
698,246HOZT660,LimeLight,1,15.65,1,2,0,0,2,40.02,0,0,1,0
699,246KMRA734,LimeLight,12,57.81,1,2,0,1,3,80.01,1,0,0,1
700,246OVWY282,LimeLight,45,34.36,1,2,0,0,2,79.99,1,0,1,0
701,246WRIC718,LimeLight,133,100.0,1,0,0,2,2,80.0,1,0,1,0
702,247DQCV636,LimeLight,119,160.0,1,0,0,3,3,120.0,2,0,0,1
703,247WYSD075,LimeLight,50,60.03,1,2,0,1,3,20.0,0,0,0,1
704,248CCRG416,LimeLight,71,59.94,1,1,0,1,2,99.51,2,0,1,0
705,248LEVR902,LimeLight,61,80.04,1,1,0,1,2,99.94999999999999,2,0,1,0
706,248UMPJ758,LimeLight,130,79.99,1,0,0,1,1,139.98000000000002,2,0,1,0
707,248VBLB331,LimeLight,152,80.0,1,0,0,1,1,80.0,1,0,1,0
708,248XWLB482,LimeLight,81,60.0,2,1,1,1,3,59.97,1,0,0,1
709,249BZLI387,LimeLight,14,94.58,1,2,0,2,4,80.01,1,0,0,1
710,249LTXL198,LimeLight,132,39.96,2,0,1,0,1,80.0,1,0,1,0
711,249WXTW332,LimeLight,95,79.96,2,1,1,1,3,80.04,1,0,0,1
712,249ZXFR044,LimeLight,9,80.01,1,2,0,1,3,80.0,1,0,0,1
713,251JPQR237,LimeLight,133,40.02,1,0,0,0,0,20.01,0,0,1,0
714,251THOH981,LimeLight,149,100.0,1,0,0,2,2,99.99,2,0,1,0
715,252ETBO602,LimeLight,64,57.28,1,1,0,1,2,120.0,2,0,1,0
716,252QAEQ794,LimeLight,69,54.76,1,1,0,1,2,79.99,1,0,1,0
717,252VGNU138,LimeLight,33,80.0,2,2,1,1,4,39.96,0,0,0,1
718,252VJHA089,LimeLight,138,79.98,1,0,0,1,1,100.0,2,0,1,0
719,254UQKR349,LimeLight,103,60.06,1,1,0,1,2,119.94,2,0,1,0
720,255KBBZ649,LimeLight,109,61.04,1,1,0,1,2,80.0,1,0,1,0
721,256FKKX987,LimeLight,175,20.0,1,0,0,0,0,13.72,0,0,1,0
722,257TRVD100,LimeLight,156,19.99,1,0,0,0,0,9.43,0,0,1,0
723,258DOVU053,LimeLight,37,99.95,1,2,0,2,4,19.99,0,0,0,1
724,258XTIN456,LimeLight,143,40.0,2,0,1,0,1,120.0,2,0,1,0
725,259GGMV903,LimeLight,84,20.02,1,1,0,0,1,7.24,0,0,1,0
726,259WOJY614,LimeLight,27,19.99,1,2,0,0,2,120.0,2,0,1,0
727,259ZLTL572,LimeLight,168,65.58,1,0,0,1,1,60.0,1,0,1,0
728,261AHPO232,LimeLight,72,60.03,1,1,0,1,2,100.05000000000001,2,0,1,0
729,261FFAI745,LimeLight,4,79.99,1,2,0,1,3,80.0,1,0,0,1
730,261LMYV312,LimeLight,22,120.06,1,2,0,2,4,60.0,1,0,0,1
731,262OWNJ232,LimeLight,109,79.92,1,1,0,1,2,20.0,0,0,1,0
732,262VLND803,LimeLight,25,20.01,1,2,0,0,2,56.89,1,0,1,0
733,262XNVO027,LimeLight,15,94.81,2,2,1,2,5,79.99,1,1,0,0
734,263BWHG234,LimeLight,176,119.94,1,0,0,2,2,20.01,0,0,1,0
735,263CQKY679,LimeLight,40,39.98,1,2,0,0,2,20.0,0,0,1,0
736,263YMWJ105,LimeLight,147,173.25,1,0,0,3,3,139.92999999999998,2,0,0,1
737,264VHOB320,LimeLight,23,79.99,1,2,0,1,3,80.02,1,0,0,1
738,265BQVN875,LimeLight,101,50.6,1,1,0,1,2,19.98,0,0,1,0
739,265PKWP658,LimeLight,129,40.0,1,0,0,0,0,100.15,2,0,1,0
740,266DTBQ187,LimeLight,62,120.0,1,1,0,2,3,120.0,2,0,0,1
741,266IBAY211,LimeLight,101,47.23,1,1,0,1,2,93.00999999999999,1,0,1,0
742,266VNXZ567,LimeLight,162,71.94,1,0,0,1,1,79.96,1,0,1,0
743,267BVQJ806,LimeLight,82,99.93,1,1,0,2,3,120.06,2,0,0,1
744,267PJRF887,LimeLight,75,19.99,1,1,0,0,1,80.01,1,0,1,0
745,267XUVL533,LimeLight,119,79.98,1,0,0,1,1,80.0,1,0,1,0
746,267YDLK349,LimeLight,26,99.3,1,2,0,2,4,140.07000000000002,2,0,0,1
747,268CCMP876,LimeLight,59,31.5,1,1,0,0,1,140.0,2,0,1,0
748,268MBXT113,LimeLight,149,39.98,1,0,0,0,0,119.94,2,0,1,0
749,268MQVF973,LimeLight,120,40.0,1,0,0,0,0,40.0,0,0,1,0
750,268QIXJ281,LimeLight,179,106.26,1,0,0,2,2,119.97999999999999,2,0,1,0
751,269JIDC461,LimeLight,74,60.03,1,1,0,1,2,80.0,1,0,1,0
752,269RFBB821,LimeLight,137,100.0,1,0,0,2,2,100.00999999999999,2,0,1,0
753,269SKCT992,LimeLight,54,80.0,1,2,0,1,3,40.0,0,0,0,1
754,269THUX988,LimeLight,101,80.0,1,1,0,1,2,56.0,1,0,1,0
755,269UURZ876,LimeLight,145,100.0,1,0,0,2,2,39.98,0,0,1,0
756,270DAMJ776,LimeLight,167,119.94,1,0,0,2,2,40.02,0,0,1,0
757,271MATP777,LimeLight,82,80.0,1,1,0,1,2,80.0,1,0,1,0
758,271RSNG134,LimeLight,10,19.99,2,2,1,0,3,40.0,0,0,0,1
759,271ZGNM640,LimeLight,52,12.18,1,2,0,0,2,20.0,0,0,1,0
760,272EOHH758,LimeLight,47,16.1,2,2,1,0,3,80.0,1,0,0,1
761,272GLFK000,LimeLight,106,80.0,1,1,0,1,2,100.0,2,0,1,0
762,272HLEF812,LimeLight,92,79.96,1,1,0,1,2,26.65,0,0,1,0
763,274HXHB109,LimeLight,134,79.99,1,0,0,1,1,40.0,0,0,1,0
764,274ZEYA137,LimeLight,3,100.0,1,2,0,2,4,10.84,0,0,0,1
765,275BITO643,LimeLight,142,39.98,1,0,0,0,0,99.94999999999999,2,0,1,0
766,275RLKS120,LimeLight,82,60.03,1,1,0,1,2,20.0,0,0,1,0
767,276OGGB431,LimeLight,42,60.0,1,2,0,1,3,34.61,0,0,0,1
768,277CUSX796,LimeLight,88,80.04,1,1,0,1,2,53.2,1,0,1,0
769,278BIRU684,LimeLight,139,40.0,1,0,0,0,0,60.03,1,0,1,0
770,278HFOC164,LimeLight,174,80.0,1,0,0,1,1,79.98,1,0,1,0
771,278JBNU337,LimeLight,68,47.51,2,1,1,1,3,80.0,1,0,0,1
772,278JCHZ466,LimeLight,137,64.85000000000001,1,0,0,1,1,19.99,0,0,1,0
773,278NNKM306,LimeLight,79,60.0,1,1,0,1,2,120.06,2,0,1,0
774,278URIR690,LimeLight,112,80.01,1,1,0,1,2,100.01,2,0,1,0
775,278XGDQ268,LimeLight,53,79.99,1,2,0,1,3,80.0,1,0,0,1
776,278XNZU891,LimeLight,45,40.02,1,2,0,0,2,100.1,2,0,1,0
777,279GLVQ305,LimeLight,119,80.0,1,0,0,1,1,119.94,2,0,1,0
778,279QKON525,LimeLight,5,119.94,1,2,0,2,4,120.0,2,0,0,1
779,280HSKZ758,LimeLight,85,80.01,1,1,0,1,2,80.01,1,0,1,0
780,280NELF084,LimeLight,48,21.78,1,2,0,0,2,80.0,1,0,1,0
781,280TSCY603,LimeLight,101,64.32,1,1,0,1,2,79.92,1,0,1,0
782,280YRKL440,LimeLight,173,80.01,1,0,0,1,1,112.14000000000001,2,0,1,0
783,281DSDT739,LimeLight,147,40.0,1,0,0,0,0,35.95,0,0,1,0
784,281TZJH923,LimeLight,153,19.99,2,0,1,0,1,40.0,0,0,1,0
785,282CIME851,LimeLight,124,40.74,1,0,0,0,0,80.02,1,0,1,0
786,282NAAY013,LimeLight,152,63.96,1,0,0,1,1,140.0,2,0,1,0
787,282YOCX254,LimeLight,130,80.0,2,0,1,1,2,59.97,1,0,1,0
788,283JOTH713,LimeLight,110,79.92,1,1,0,1,2,120.0,2,0,1,0
789,283NOHB957,LimeLight,120,39.98,2,0,1,0,1,79.99,1,0,1,0
790,283PSCK798,LimeLight,171,80.01,2,0,1,1,2,33.14,0,0,1,0
791,285JCIV157,LimeLight,52,40.04,1,2,0,0,2,59.989999999999995,1,0,1,0
792,285MYMT668,LimeLight,54,37.5,1,2,0,0,2,20.01,0,0,1,0
793,286IXAL468,LimeLight,73,39.98,1,1,0,0,1,67.33,1,0,1,0
794,286OEEZ141,LimeLight,49,72.12,1,2,0,1,3,80.02,1,0,0,1
795,286OJAW233,LimeLight,7,20.02,1,2,0,0,2,39.96,0,0,1,0
796,287KWVR345,LimeLight,118,60.03,1,1,0,1,2,100.05000000000001,2,0,1,0
797,287PZOE103,LimeLight,1,20.0,1,2,0,0,2,20.0,0,0,1,0
798,287SYXS173,LimeLight,168,120.06,1,0,0,2,2,100.03999999999999,2,0,1,0
799,288BYUF695,LimeLight,90,60.03,2,1,1,1,3,39.98,0,0,0,1
800,289HCRA597,LimeLight,56,40.0,1,2,0,0,2,40.04,0,0,1,0
801,289QCSB227,LimeLight,118,59.94,1,1,0,1,2,40.0,0,0,1,0
802,289SCUF973,LimeLight,61,134.5,1,1,0,2,3,100.05000000000001,2,0,0,1
803,289UZNK535,LimeLight,16,79.99,1,2,0,1,3,80.02,1,0,0,1
804,290DTBY056,LimeLight,160,20.0,1,0,0,0,0,119.88,2,0,1,0
805,291DOFF586,LimeLight,145,80.01,1,0,0,1,1,80.01,1,0,1,0
806,291ZPBW511,LimeLight,10,20.01,1,2,0,0,2,100.02000000000001,2,0,1,0
807,292EQXM290,LimeLight,74,80.04,1,1,0,1,2,80.0,1,0,1,0
808,292RULX904,LimeLight,110,79.96,1,1,0,1,2,119.94,2,0,1,0
809,293OHSV874,LimeLight,17,120.0,1,2,0,2,4,80.04,1,0,0,1
810,293SFJR582,LimeLight,61,79.99,1,1,0,1,2,80.0,1,0,1,0
811,294EEOA873,LimeLight,49,120.02,1,2,0,2,4,100.06,2,0,0,1
812,294QHCR810,LimeLight,125,119.95,2,0,1,2,3,40.0,0,0,0,1
813,294VEJG714,LimeLight,52,127.61,2,2,1,2,5,79.99,1,1,0,0
814,295ADBU838,LimeLight,13,120.12,3,2,2,2,6,100.0,2,1,0,0
815,295AOGJ710,LimeLight,47,100.0,1,2,0,2,4,66.8,1,0,0,1
816,295ITVB440,LimeLight,44,80.01,1,2,0,1,3,50.16,0,0,0,1
817,295SBVH684,LimeLight,21,79.99,1,2,0,1,3,79.99,1,0,0,1
818,296KJDP060,LimeLight,177,120.0,1,0,0,2,2,60.0,1,0,1,0
819,296OJWG220,LimeLight,65,80.04,2,1,1,1,3,20.0,0,0,0,1
820,296OYXO590,LimeLight,44,30.56,2,2,1,0,3,60.0,1,0,0,1
821,296WSHQ697,LimeLight,142,40.0,1,0,0,0,0,79.96,1,0,1,0
822,297DCRS181,LimeLight,8,20.0,1,2,0,0,2,119.97999999999999,2,0,1,0
823,297EIYL588,LimeLight,105,79.92,1,1,0,1,2,60.0,1,0,1,0
824,297ETDB100,LimeLight,124,95.7,1,0,0,2,2,60.03,1,0,1,0
825,297KBRH008,LimeLight,6,80.0,1,2,0,1,3,59.97,1,0,0,1
826,297MOMC739,LimeLight,129,74.0,1,0,0,1,1,60.0,1,0,1,0
827,297THTV604,LimeLight,147,35.45,1,0,0,0,0,119.94,2,0,1,0
828,298FMMG433,LimeLight,53,80.0,1,2,0,1,3,80.0,1,0,0,1
829,298HIWC655,LimeLight,87,80.04,1,1,0,1,2,51.99,0,0,1,0
830,298IRBQ794,LimeLight,33,32.04,1,2,0,0,2,119.88,2,0,1,0
831,298MDPQ921,LimeLight,42,100.0,1,2,0,2,4,79.99,1,0,0,1
832,298OXSE813,LimeLight,104,160.0,1,1,0,3,4,120.00999999999999,2,0,0,1
833,298RKUT908,LimeLight,37,139.4,1,2,0,3,5,106.96000000000001,2,1,0,0
834,298SIHQ305,LimeLight,93,59.97,1,1,0,1,2,27.69,0,0,1,0
835,299NRMF658,LimeLight,85,20.52,1,1,0,0,1,59.94,1,0,1,0
836,299RHDX000,LimeLight,21,59.97,2,2,1,1,4,77.5,1,0,0,1
837,300CKPC650,LimeLight,56,40.02,1,2,0,0,2,40.0,0,0,1,0
838,300MHGH026,LimeLight,150,80.02,1,0,0,1,1,80.0,1,0,1,0
839,300NKOS867,LimeLight,171,80.0,1,0,0,1,1,120.05000000000001,2,0,1,0
840,300RRBH228,LimeLight,91,80.04,1,1,0,1,2,100.0,2,0,1,0
841,300XSZN936,LimeLight,8,20.0,1,2,0,0,2,120.06,2,0,1,0
842,301HJAN551,LimeLight,27,120.0,1,2,0,2,4,39.98,0,0,0,1
843,302IENR506,LimeLight,75,80.0,1,1,0,1,2,99.99,2,0,1,0
844,302KXNH254,LimeLight,105,99.96,1,1,0,2,3,120.06,2,0,0,1
845,302LIIR892,LimeLight,72,80.0,1,1,0,1,2,140.07000000000002,2,0,1,0
846,302RLLQ117,LimeLight,78,59.97,1,1,0,1,2,80.04,1,0,1,0
847,302RSSM310,LimeLight,161,120.0,1,0,0,2,2,110.64000000000001,2,0,1,0
848,302XGZY766,LimeLight,106,60.0,1,1,0,1,2,80.0,1,0,1,0
849,303COOY265,LimeLight,175,120.0,1,0,0,2,2,19.99,0,0,1,0
850,303KTEH757,LimeLight,168,120.06,1,0,0,2,2,119.96,2,0,1,0
851,303QHZL126,LimeLight,13,19.99,1,2,0,0,2,19.99,0,0,1,0
852,303SLGE245,LimeLight,57,45.66,1,2,0,1,3,139.99,2,0,0,1
853,305NACJ478,LimeLight,147,40.02,1,0,0,0,0,40.04,0,0,1,0
854,305PEWM890,LimeLight,47,140.04000000000002,2,2,1,3,6,80.01,1,1,0,0
855,305QNEM879,LimeLight,125,80.01,1,0,0,1,1,80.0,1,0,1,0
856,305QWAC308,LimeLight,70,30.32,1,1,0,0,1,0.0,0,0,1,0
857,305RAZN495,LimeLight,13,119.94,1,2,0,2,4,60.0,1,0,0,1
858,305YGBQ999,LimeLight,88,28.9,1,1,0,0,1,80.01,1,0,1,0
859,305YQFD030,LimeLight,146,26.41,1,0,0,0,0,80.02,1,0,1,0
860,308DDUR834,LimeLight,39,99.95,1,2,0,2,4,60.03,1,0,0,1
861,308IUBU892,LimeLight,72,79.96,1,1,0,1,2,80.02,1,0,1,0
862,308OOCV609,LimeLight,54,100.0,1,2,0,2,4,49.52,0,0,0,1
863,308TYMW710,LimeLight,83,60.0,1,1,0,1,2,20.02,0,0,1,0
864,309CSEC469,LimeLight,112,80.0,1,1,0,1,2,79.99,1,0,1,0
865,310ILWC767,LimeLight,21,80.01,1,2,0,1,3,80.0,1,0,0,1
866,310MXVS605,LimeLight,167,120.0,1,0,0,2,2,59.97,1,0,1,0
867,311MECW419,LimeLight,44,64.02,1,2,0,1,3,79.99,1,0,0,1
868,311XNPB351,LimeLight,4,19.98,1,2,0,0,2,59.94,1,0,1,0
869,311YVEL808,LimeLight,103,80.04,1,1,0,1,2,60.0,1,0,1,0
870,312XVRZ347,LimeLight,175,120.12,1,0,0,2,2,40.0,0,0,1,0
871,313WLUW652,LimeLight,148,68.2,1,0,0,1,1,80.01,1,0,1,0
872,313XQPU735,LimeLight,100,80.04,1,1,0,1,2,39.98,0,0,1,0
873,314DTKV170,LimeLight,112,79.92,1,1,0,1,2,60.06,1,0,1,0
874,314GNVO078,LimeLight,51,80.01,1,2,0,1,3,60.03,1,0,0,1
875,315OTLW416,LimeLight,39,99.95,1,2,0,2,4,88.14,1,0,0,1
876,316BJFH873,LimeLight,94,58.6,2,1,1,1,3,40.0,0,0,0,1
877,316GGHR861,LimeLight,85,80.0,1,1,0,1,2,80.0,1,0,1,0
878,317DTER627,LimeLight,66,95.4,1,1,0,2,3,40.0,0,0,0,1
879,317FAOT691,LimeLight,100,80.01,1,1,0,1,2,80.0,1,0,1,0
880,317GRVC629,LimeLight,86,61.13,2,1,1,1,3,40.0,0,0,0,1
881,318OYKY051,LimeLight,98,49.08,1,1,0,1,2,20.01,0,0,1,0
882,318PJHS311,LimeLight,164,120.0,2,0,1,2,3,60.03,1,0,0,1
883,318QWKT831,LimeLight,102,80.0,1,1,0,1,2,70.75,1,0,1,0
884,318SSIH513,LimeLight,86,59.91,1,1,0,1,2,60.03,1,0,1,0
885,318VPFW781,LimeLight,66,79.92,1,1,0,1,2,80.04,1,0,1,0
886,318WNBT963,LimeLight,112,80.04,1,1,0,1,2,99.99,2,0,1,0
887,318XECQ121,LimeLight,177,19.99,1,0,0,0,0,100.05000000000001,2,0,1,0
888,319FKXC478,LimeLight,2,59.97,1,2,0,1,3,59.94,1,0,0,1
889,319GTJQ321,LimeLight,88,60.0,1,1,0,1,2,60.0,1,0,1,0
890,319IYGW638,LimeLight,84,80.0,1,1,0,1,2,39.98,0,0,1,0
891,319MRXS148,LimeLight,30,20.01,1,2,0,0,2,40.0,0,0,1,0
892,319NIFD646,LimeLight,50,33.64,3,2,2,0,4,50.550000000000004,0,0,0,1
893,319QFQZ243,LimeLight,31,26.2,1,2,0,0,2,80.0,1,0,1,0
894,320QOGZ852,LimeLight,39,100.1,1,2,0,2,4,120.06,2,0,0,1
895,320XATY830,LimeLight,88,60.06,1,1,0,1,2,19.99,0,0,1,0
896,321LPEH496,LimeLight,10,80.01,1,2,0,1,3,54.91,1,0,0,1
897,322COTN736,LimeLight,143,39.98,1,0,0,0,0,60.06,1,0,1,0
898,322CUUW898,LimeLight,45,19.48,1,2,0,0,2,120.0,2,0,1,0
899,323ITVL920,LimeLight,168,120.0,1,0,0,2,2,120.06,2,0,1,0
900,323MIBC662,LimeLight,104,81.24000000000001,1,1,0,1,2,119.94,2,0,1,0
901,323TLTZ637,LimeLight,73,29.4,1,1,0,0,1,60.0,1,0,1,0
902,323XFWC743,LimeLight,172,78.27,1,0,0,1,1,79.98,1,0,1,0
903,324QFIH046,LimeLight,8,26.65,1,2,0,0,2,40.0,0,0,1,0
904,324WCWW084,LimeLight,169,19.99,1,0,0,0,0,80.04,1,0,1,0
905,325QIEK857,LimeLight,6,6.34,1,2,0,0,2,60.03,1,0,1,0
906,325TWOI701,LimeLight,90,60.03,1,1,0,1,2,39.96,0,0,1,0
907,326PKQB416,LimeLight,129,40.0,1,0,0,0,0,45.46,0,0,1,0
908,326QOTX870,LimeLight,21,116.39,1,2,0,2,4,80.0,1,0,0,1
909,326SNDG055,LimeLight,102,59.97,1,1,0,1,2,23.009999999999998,0,0,1,0
910,327QLIF215,LimeLight,11,79.99,2,2,1,1,4,80.0,1,0,0,1
911,327RNLC445,LimeLight,175,80.0,1,0,0,1,1,79.99,1,0,1,0
912,327YGDK196,LimeLight,19,80.0,1,2,0,1,3,100.00999999999999,2,0,0,1
913,328GZDA129,LimeLight,79,80.0,1,1,0,1,2,100.0,2,0,1,0
914,329IEYB842,LimeLight,91,99.9,2,1,1,2,4,100.0,2,0,0,1
915,329WNEL702,LimeLight,124,39.96,1,0,0,0,0,100.0,2,0,1,0
916,330MZRC503,LimeLight,32,76.41,1,2,0,1,3,79.99,1,0,0,1
917,330NVWD029,LimeLight,97,80.04,1,1,0,1,2,140.14,2,0,1,0
918,331DXSF105,LimeLight,152,60.77,1,0,0,1,1,97.02,2,0,1,0
919,331KKML616,LimeLight,41,100.0,2,2,1,2,5,79.99,1,1,0,0
920,331LQYV012,LimeLight,53,39.98,2,2,1,0,3,20.0,0,0,0,1
921,331XAZM912,LimeLight,79,60.03,1,1,0,1,2,100.0,2,0,1,0
922,332DSWN328,LimeLight,25,88.57,1,2,0,2,4,100.0,2,0,0,1
923,333JJXA111,LimeLight,160,120.06,1,0,0,2,2,39.980000000000004,0,0,1,0
924,334IMWV365,LimeLight,52,39.98,1,2,0,0,2,20.0,0,0,1,0
925,334PNWN184,LimeLight,128,100.1,1,0,0,2,2,120.0,2,0,1,0
926,334PZTB331,LimeLight,111,80.0,1,1,0,1,2,40.0,0,0,1,0
927,334WWTQ625,LimeLight,150,52.400000000000006,1,0,0,1,1,79.96,1,0,1,0
928,336OUGS972,LimeLight,62,51.12,1,1,0,1,2,20.0,0,0,1,0
929,336ZYAK744,LimeLight,57,100.05,2,2,1,2,5,80.04,1,1,0,0
930,337YCSR768,LimeLight,27,100.0,1,2,0,2,4,119.94,2,0,0,1
931,338ITJV801,LimeLight,101,80.0,1,1,0,1,2,39.98,0,0,1,0
932,338OJFY731,LimeLight,126,99.9,3,0,2,2,4,20.01,0,0,0,1
933,338TJER166,LimeLight,79,60.03,1,1,0,1,2,39.96,0,0,1,0
934,339ADTN618,LimeLight,167,79.98,1,0,0,1,1,80.0,1,0,1,0
935,339BVES600,LimeLight,24,79.98,1,2,0,1,3,80.04,1,0,0,1
936,340QMYP564,LimeLight,38,40.02,1,2,0,0,2,99.94999999999999,2,0,1,0
937,340WPJY682,LimeLight,44,79.99,1,2,0,1,3,21.44,0,0,0,1
938,341LVKQ410,LimeLight,49,80.0,1,2,0,1,3,40.02,0,0,0,1
939,342BZFI299,LimeLight,130,90.6,1,0,0,2,2,40.02,0,0,1,0
940,342ODAH671,LimeLight,144,100.05,1,0,0,2,2,120.03,2,0,1,0
941,342QSFV627,LimeLight,157,80.0,1,0,0,1,1,80.04,1,0,1,0
942,342VHXE672,LimeLight,90,79.97,1,1,0,1,2,80.0,1,0,1,0
943,343BHAR487,LimeLight,145,99.95,1,0,0,2,2,59.97,1,0,1,0
944,343BZNL947,LimeLight,4,10.86,2,2,1,0,3,100.0,2,0,0,1
945,343CZMU865,LimeLight,128,39.96,1,0,0,0,0,99.99,2,0,1,0
946,343PVEM612,LimeLight,164,79.99,1,0,0,1,1,99.94999999999999,2,0,1,0
947,343TTWY247,LimeLight,19,79.99,1,2,0,1,3,24.49,0,0,0,1
948,343ZEPK168,LimeLight,154,120.12,1,0,0,2,2,120.02000000000001,2,0,1,0
949,344ZEHQ941,LimeLight,148,100.05,1,0,0,2,2,120.0,2,0,1,0
950,344ZMPO415,LimeLight,7,19.98,1,2,0,0,2,75.75,1,0,1,0
951,345QKDB779,LimeLight,93,79.92,1,1,0,1,2,120.0,2,0,1,0
952,346DTVW062,LimeLight,179,79.99,1,0,0,1,1,39.98,0,0,1,0
