,ID,BRAND,SUB_STATUS,TERM,AMOUNT,PARTITION_DATE,YEAR_MONTH,VALID_TRANSITION
57421,432NJSI009,CineQuest,paid,annual,60.0,2023-01-16,2023-01,True
57422,432NJSI009,CineQuest,expired,annual,60.02,2023-07-15,2023-07,True
57423,432NJSI009,CineQuest,paid,monthly,12.01,2023-12-17,2023-12,True
57426,432PCTG364,LimeLight,expired,monthly,20.0,2023-07-19,2023-07,True
57429,432QUQW254,Pulse,expired,monthly,8.0,2023-08-21,2023-08,True
57430,432QUQW254,Pulse,paid,annual,50.0,2023-09-09,2023-09,True
57439,432UJMF531,LimeLight,trial,monthly,11.96,2023-01-21,2023-01,True
57440,432UJMF531,LimeLight,paid,monthly,20.01,2023-05-12,2023-05,True
57442,432UMVY849,CineQuest,expired,monthly,12.0,2023-01-29,2023-01,True
57443,432UMVY849,CineQuest,discounted,monthly,5.81,2023-03-09,2023-03,True
57444,432UMVY849,LimeLight,expired,monthly,19.99,2023-01-12,2023-01,True
57448,432WSRP921,ChillStream,paid,monthly,24.97,2023-01-22,2023-01,True
57452,432XAUW457,CineQuest,expired,annual,60.01,2023-03-01,2023-03,True
57453,432XAUW457,CineQuest,discounted,monthly,4.84,2023-11-27,2023-11,True
57457,432YHNF147,ChillStream,trial,monthly,12.61,2023-01-01,2023-01,True
57460,432ZPVZ608,CineQuest,expired,annual,59.99,2023-02-05,2023-02,True
57461,432ZPVZ608,CineQuest,paid,monthly,11.99,2023-11-18,2023-11,True
57464,433BURA005,ChillStream,paid,monthly,25.02,2023-03-25,2023-03,True
57466,433CCQI491,LimeLight,discounted,monthly,18.05,2023-01-09,2023-01,True
57467,433CCQI491,LimeLight,paid,monthly,20.0,2023-05-04,2023-05,True
57475,433DXEW793,CineQuest,discounted,monthly,3.89,2023-01-19,2023-01,True
57476,433DXEW793,CineQuest,expired,monthly,12.0,2023-02-13,2023-02,True
57477,433DXEW793,CineQuest,discounted,annual,30.86,2023-03-19,2023-03,True
57478,433DXEW793,CineQuest,expired,annual,59.98,2023-07-06,2023-07,True
57479,433DXEW793,CineQuest,paid,annual,59.99,2023-08-01,2023-08,True
57482,433EBUH311,Pulse,expired,annual,50.0,2023-01-17,2023-01,True
57483,433EBUH311,Pulse,paid,annual,49.99,2023-05-31,2023-05,True
57485,433EFKH923,LimeLight,expired,monthly,20.0,2023-06-13,2023-06,True
57486,433EFKH923,LimeLight,paid,monthly,20.01,2023-09-21,2023-09,True
57488,433EFYB063,LimeLight,expired,annual,80.0,2023-08-02,2023-08,True
57489,433EFYB063,LimeLight,paid,annual,79.99,2023-11-20,2023-11,True
57493,433EYUD036,RetroReel,expired,monthly,30.01,2023-08-27,2023-08,True
57501,433GLRR235,ChillStream,paid,monthly,25.0,2023-03-11,2023-03,True
57502,433GLRR235,ChillStream,expired,monthly,25.0,2023-07-15,2023-07,True
57504,433GTNS460,Pulse,paid,monthly,8.0,2023-06-27,2023-06,True
57506,433HHGY671,Pulse,expired,annual,50.0,2023-06-08,2023-06,True
57507,433HHGY671,Pulse,paid,annual,49.99,2023-07-15,2023-07,True
57510,433HRLD890,LimeLight,trial,annual,65.9,2023-04-09,2023-04,True
57511,433HRLD890,LimeLight,paid,annual,79.99,2023-06-22,2023-06,True
57513,433IPRC678,ChillStream,expired,monthly,25.0,2023-09-30,2023-09,True
57514,433IPRC678,ChillStream,paid,monthly,25.01,2023-10-05,2023-10,True
57515,433IPRC678,ChillStream,expired,monthly,25.0,2023-12-13,2023-12,True
57517,433IYUA950,ChillStream,expired,monthly,24.99,2023-02-03,2023-02,True
57518,433IYUA950,ChillStream,paid,annual,100.0,2023-05-04,2023-05,True
57527,433JXDD874,LimeLight,expired,monthly,20.0,2023-09-30,2023-09,True
57530,433KEWB597,ChillStream,paid,monthly,24.99,2023-03-20,2023-03,True
57532,433LAKU086,Pulse,trial,annual,48.02,2023-05-01,2023-05,True
57533,433LAKU086,Pulse,paid,annual,50.01,2023-12-12,2023-12,True
57536,433LAMU560,CineQuest,expired,monthly,12.0,2023-04-02,2023-04,True
57537,433LAMU560,CineQuest,paid,annual,59.98,2023-06-25,2023-06,True
57539,433LEWY916,Pulse,expired,monthly,7.99,2023-10-08,2023-10,True
57542,433MALZ643,CineQuest,expired,annual,60.01,2023-11-07,2023-11,True
57543,433MALZ643,CineQuest,trial,annual,58.88,2023-12-17,2023-12,True
57545,433MJRZ672,CineQuest,expired,annual,60.02,2023-03-23,2023-03,True
57546,433MJRZ672,CineQuest,paid,annual,60.01,2023-08-18,2023-08,True
57547,433MSXH661,LimeLight,paid,monthly,19.99,2023-09-11,2023-09,True
57550,433NOWK058,ChillStream,paid,annual,99.99,2023-06-12,2023-06,True
57554,433OHSL242,Pulse,paid,monthly,8.0,2023-07-21,2023-07,True
57555,433OMAB518,RetroReel,paid,monthly,30.0,2023-08-16,2023-08,True
57557,433PIRV324,LimeLight,paid,monthly,20.0,2023-08-21,2023-08,True
57559,433QAVA393,RetroReel,paid,monthly,30.0,2023-02-12,2023-02,True
57561,433QLBP514,RetroReel,expired,monthly,29.99,2023-12-03,2023-12,True
57562,433QUQM646,RetroReel,paid,monthly,29.99,2023-02-15,2023-02,True
57563,433QUQM646,RetroReel,expired,monthly,30.0,2023-03-21,2023-03,True
57564,433QUQM646,RetroReel,paid,monthly,29.99,2023-12-23,2023-12,True
57568,433QYZI894,LimeLight,expired,monthly,19.99,2023-01-17,2023-01,True
57569,433QYZI894,LimeLight,paid,monthly,19.99,2023-06-11,2023-06,True
57570,433QYZI894,LimeLight,expired,monthly,20.02,2023-11-26,2023-11,True
57571,433QYZI894,RetroReel,paid,annual,119.99,2023-03-22,2023-03,True
57580,433SLWG864,CineQuest,expired,monthly,12.0,2023-08-17,2023-08,True
57583,433SZQC087,RetroReel,paid,monthly,30.01,2023-07-24,2023-07,True
57585,433TKMA887,RetroReel,expired,monthly,30.01,2023-05-26,2023-05,True
57589,433VPLL529,LimeLight,expired,monthly,19.99,2023-05-17,2023-05,True
57590,433VPLL529,LimeLight,paid,monthly,20.0,2023-07-22,2023-07,True
57595,433XHJJ459,CineQuest,paid,monthly,12.02,2023-06-07,2023-06,True
57598,433XXIM335,Pulse,expired,annual,50.01,2023-02-07,2023-02,True
57599,433XXIM335,Pulse,trial,monthly,4.57,2023-07-27,2023-07,True
57600,433XXIM335,Pulse,paid,monthly,7.99,2023-10-24,2023-10,True
57604,433YBBT743,ChillStream,paid,annual,100.0,2023-12-31,2023-12,True
57607,433YLSV803,ChillStream,expired,monthly,25.02,2023-06-25,2023-06,True
57608,433ZCFW992,RetroReel,paid,monthly,29.98,2023-01-31,2023-01,True
57609,433ZCFW992,RetroReel,expired,monthly,30.01,2023-06-14,2023-06,True
57611,433ZJYS634,RetroReel,paid,monthly,30.0,2023-07-30,2023-07,True
57615,433ZTGR920,Pulse,paid,monthly,7.99,2023-05-29,2023-05,True
57619,434CKKL026,RetroReel,paid,annual,120.01,2023-11-23,2023-11,True
57621,434DFLF385,Pulse,paid,annual,49.97,2023-01-13,2023-01,True
57622,434DFLF385,Pulse,expired,annual,50.0,2023-11-11,2023-11,True
57623,434DKUV623,RetroReel,paid,monthly,30.0,2023-12-09,2023-12,True
57626,434EZFM637,Pulse,expired,monthly,8.0,2023-01-17,2023-01,True
57627,434EZFM637,Pulse,paid,monthly,8.0,2023-03-23,2023-03,True
57631,434HPCG288,LimeLight,expired,monthly,19.99,2023-03-10,2023-03,True
57633,434HPCG288,Pulse,paid,annual,49.99,2023-01-21,2023-01,True
57634,434HPCG288,Pulse,expired,annual,50.0,2023-10-07,2023-10,True
57635,434HPCG288,Pulse,paid,annual,50.0,2023-12-21,2023-12,True
57636,434HZZT266,RetroReel,expired,monthly,30.0,2023-06-20,2023-06,True
57637,434HZZT266,RetroReel,paid,monthly,29.99,2023-11-12,2023-11,True
57639,434IERU852,LimeLight,expired,annual,79.99,2023-05-22,2023-05,True
57645,434IUUB965,RetroReel,paid,annual,120.01,2023-01-25,2023-01,True
57646,434KSPG189,RetroReel,paid,monthly,30.02,2023-07-28,2023-07,True
57652,434LZTW399,CineQuest,expired,monthly,12.01,2023-11-08,2023-11,True
57653,434MAHY425,RetroReel,paid,monthly,30.0,2023-03-01,2023-03,True
57657,434MENF920,LimeLight,paid,monthly,20.0,2023-03-13,2023-03,True
57659,434NAJK813,CineQuest,expired,annual,60.0,2023-01-31,2023-01,True
57660,434NAJK813,CineQuest,discounted,annual,46.34,2023-05-04,2023-05,True
57661,434NAJK813,CineQuest,expired,annual,60.0,2023-08-26,2023-08,True
57662,434NAJK813,CineQuest,paid,annual,60.0,2023-11-28,2023-11,True
57666,434NUXO827,CineQuest,paid,annual,60.01,2023-09-03,2023-09,True
57670,434OWST895,RetroReel,paid,monthly,29.99,2023-08-19,2023-08,True
57671,434OWST895,RetroReel,expired,monthly,30.01,2023-12-08,2023-12,True
57675,434PFCP903,RetroReel,paid,annual,120.01,2023-02-04,2023-02,True
57677,434PNII103,CineQuest,expired,annual,60.01,2023-06-06,2023-06,True
57678,434PNII103,CineQuest,paid,monthly,11.99,2023-10-03,2023-10,True
57680,434QNRL404,CineQuest,paid,monthly,12.02,2023-12-10,2023-12,True
57681,434QVSZ222,RetroReel,paid,annual,120.01,2023-02-23,2023-02,True
57683,434RBVG171,LimeLight,paid,monthly,19.98,2023-02-28,2023-02,True
57685,434RNFZ264,ChillStream,expired,monthly,25.0,2023-04-25,2023-04,True
57686,434RNFZ264,ChillStream,paid,annual,100.0,2023-09-15,2023-09,True
57689,434SBJA711,CineQuest,expired,monthly,11.99,2023-01-18,2023-01,True
57690,434SBJA711,CineQuest,trial,monthly,8.15,2023-03-07,2023-03,True
57691,434SBJA711,CineQuest,paid,monthly,12.01,2023-11-06,2023-11,True
57693,434SJYS845,CineQuest,paid,monthly,12.01,2023-12-22,2023-12,True
57697,434TSMB036,Pulse,paid,monthly,7.99,2023-11-04,2023-11,True
57701,434UPXL100,LimeLight,expired,monthly,20.0,2023-10-12,2023-10,True
57704,434UVLF111,LimeLight,discounted,monthly,15.49,2023-02-18,2023-02,True
57705,434UVLF111,LimeLight,paid,monthly,20.0,2023-12-02,2023-12,True
57708,434VAUB042,LimeLight,expired,annual,79.99,2023-09-28,2023-09,True
57709,434VAUB042,LimeLight,trial,monthly,10.32,2023-11-29,2023-11,True
57711,434VDSA638,RetroReel,expired,monthly,30.0,2023-01-20,2023-01,True
57713,434XVWR742,RetroReel,paid,monthly,30.01,2023-01-31,2023-01,True
57715,434YBDU005,Pulse,paid,annual,49.99,2023-11-17,2023-11,True
57721,434YSDA253,Pulse,discounted,monthly,4.93,2023-03-17,2023-03,True
57722,434YSDA253,Pulse,expired,monthly,8.0,2023-08-15,2023-08,True
57723,434YSDA253,Pulse,paid,monthly,7.99,2023-11-26,2023-11,True
57727,434ZCLX204,ChillStream,paid,monthly,24.99,2023-08-15,2023-08,True
57730,434ZCON183,Pulse,paid,monthly,8.03,2023-10-22,2023-10,True
57736,435DAWU466,CineQuest,paid,monthly,12.0,2023-02-15,2023-02,True
57738,435DGLX981,LimeLight,paid,monthly,19.99,2023-08-19,2023-08,True
57739,435DGLX981,LimeLight,expired,monthly,20.01,2023-12-17,2023-12,True
57740,435DGLX981,RetroReel,paid,monthly,29.98,2023-09-25,2023-09,True
57741,435EORQ381,RetroReel,paid,annual,120.01,2023-09-13,2023-09,True
57743,435FTQW198,CineQuest,paid,monthly,11.98,2023-01-06,2023-01,True
57744,435GGRY807,RetroReel,paid,monthly,30.01,2023-03-05,2023-03,True
57747,435GHCP629,LimeLight,paid,monthly,20.0,2023-02-02,2023-02,True
57755,435IIVI255,Pulse,paid,monthly,8.01,2023-08-27,2023-08,True
57756,435IMID485,ChillStream,paid,monthly,25.0,2023-03-20,2023-03,True
57757,435IMID485,ChillStream,expired,monthly,25.0,2023-05-04,2023-05,True
57758,435IMID485,ChillStream,paid,monthly,25.0,2023-06-11,2023-06,True
57759,435IMID485,ChillStream,expired,monthly,25.01,2023-12-01,2023-12,True
57763,435IMID485,CineQuest,expired,monthly,11.99,2023-09-24,2023-09,True
57765,435IMID485,Pulse,expired,annual,50.0,2023-03-15,2023-03,True
57766,435IMID485,Pulse,discounted,monthly,3.91,2023-04-10,2023-04,True
57767,435IMID485,Pulse,expired,monthly,7.99,2023-11-15,2023-11,True
57768,435IMID485,Pulse,paid,monthly,7.99,2023-12-30,2023-12,True
57770,435JAEM188,LimeLight,paid,annual,79.99,2023-01-11,2023-01,True
57771,435JWRH279,LimeLight,paid,monthly,20.01,2023-08-04,2023-08,True
57773,435KBRO341,LimeLight,expired,monthly,20.02,2023-04-10,2023-04,True
57774,435KBRO341,LimeLight,paid,monthly,20.0,2023-11-11,2023-11,True
57776,435LTKQ961,RetroReel,paid,monthly,29.98,2023-01-13,2023-01,True
57778,435MATD770,RetroReel,paid,monthly,30.0,2023-02-25,2023-02,True
57779,435MATD770,RetroReel,expired,monthly,29.99,2023-06-11,2023-06,True
57786,435NXVK514,CineQuest,expired,monthly,12.0,2023-02-23,2023-02,True
57787,435NXVK514,CineQuest,paid,annual,60.0,2023-09-04,2023-09,True
57791,435OBJX623,Pulse,expired,monthly,7.99,2023-06-03,2023-06,True
57793,435OCLE895,LimeLight,expired,monthly,20.0,2023-04-22,2023-04,True
57794,435OCLE895,LimeLight,paid,monthly,20.0,2023-05-14,2023-05,True
57796,435OFAV478,RetroReel,expired,monthly,30.02,2023-06-22,2023-06,True
57800,435PKTK123,ChillStream,discounted,annual,41.59,2023-12-17,2023-12,True
57802,435PKTK123,CineQuest,expired,monthly,12.01,2023-10-16,2023-10,True
57804,435PTAZ533,ChillStream,expired,monthly,25.01,2023-06-24,2023-06,True
57805,435QEBK052,CineQuest,paid,annual,59.98,2023-07-05,2023-07,True
57808,435QIKO781,CineQuest,expired,monthly,11.99,2023-04-29,2023-04,True
57809,435QIKO781,CineQuest,paid,monthly,12.0,2023-09-30,2023-09,True
57816,435SZIS034,LimeLight,expired,annual,80.01,2023-12-25,2023-12,True
57817,435SZIS034,RetroReel,paid,monthly,30.0,2023-10-29,2023-10,True
57819,435UEQZ562,RetroReel,paid,monthly,30.0,2023-06-30,2023-06,True
57821,435UKOM588,LimeLight,expired,monthly,20.01,2023-02-18,2023-02,True
57822,435UKOM588,LimeLight,paid,monthly,20.01,2023-08-12,2023-08,True
57825,435VCBC624,ChillStream,paid,monthly,25.0,2023-03-15,2023-03,True
57828,435VMJU896,RetroReel,expired,monthly,30.01,2023-11-14,2023-11,True
57831,435VTOI263,Pulse,paid,monthly,7.99,2023-01-08,2023-01,True
57835,435VVOO853,CineQuest,paid,monthly,12.01,2023-07-04,2023-07,True
57838,435WAUG678,CineQuest,expired,monthly,11.99,2023-01-16,2023-01,True
57839,435WAUG678,CineQuest,paid,monthly,12.01,2023-02-02,2023-02,True
57844,435WFHX044,RetroReel,expired,monthly,30.02,2023-05-30,2023-05,True
57845,435WFHX044,RetroReel,discounted,annual,40.89,2023-12-03,2023-12,True
57847,435WTJX166,CineQuest,expired,monthly,12.0,2023-10-08,2023-10,True
57851,435WTVA967,CineQuest,expired,monthly,12.02,2023-10-04,2023-10,True
57855,435XIFM300,LimeLight,expired,monthly,19.99,2023-07-08,2023-07,True
57856,435XIFM300,LimeLight,discounted,monthly,14.84,2023-08-22,2023-08,True
57860,436BOJZ371,LimeLight,paid,annual,79.99,2023-01-10,2023-01,True
57861,436BTWY853,RetroReel,paid,monthly,29.99,2023-02-28,2023-02,True
57863,436BVGI206,ChillStream,paid,annual,100.0,2023-04-20,2023-04,True
57865,436BVGI206,Pulse,paid,monthly,7.99,2023-03-30,2023-03,True
57871,436DCPZ269,Pulse,expired,annual,50.01,2023-03-04,2023-03,True
57872,436DCPZ269,Pulse,paid,monthly,8.0,2023-07-25,2023-07,True
57875,436ECUV305,RetroReel,expired,monthly,30.01,2023-02-16,2023-02,True
57876,436ECUV305,RetroReel,paid,monthly,30.01,2023-11-25,2023-11,True
57878,436GFMI933,LimeLight,paid,monthly,19.99,2023-02-21,2023-02,True
57883,436GLEK255,Pulse,paid,monthly,8.01,2023-03-18,2023-03,True
57884,436GLEK255,Pulse,expired,monthly,7.99,2023-10-04,2023-10,True
57887,436GYPZ889,ChillStream,discounted,monthly,19.0,2023-06-29,2023-06,True
57888,436GYPZ889,ChillStream,paid,monthly,24.99,2023-09-30,2023-09,True
57894,436HXIQ980,CineQuest,expired,monthly,12.0,2023-02-20,2023-02,True
57895,436HXIQ980,CineQuest,paid,monthly,12.0,2023-05-20,2023-05,True
57896,436HXIQ980,LimeLight,expired,monthly,19.99,2023-01-09,2023-01,True
57900,436HZZR748,CineQuest,paid,monthly,12.0,2023-02-26,2023-02,True
57901,436HZZR748,CineQuest,expired,monthly,11.99,2023-04-18,2023-04,True
57902,436HZZR748,CineQuest,trial,monthly,4.1,2023-05-03,2023-05,True
57903,436HZZR748,CineQuest,expired,monthly,12.01,2023-11-27,2023-11,True
57909,436IFUX393,Pulse,expired,annual,49.99,2023-10-01,2023-10,True
57910,436IFUX393,Pulse,discounted,monthly,3.79,2023-12-13,2023-12,True
57920,436JXHG863,CineQuest,expired,monthly,12.0,2023-08-06,2023-08,True
57921,436JXHG863,CineQuest,paid,monthly,12.01,2023-10-29,2023-10,True
57926,436KQWK537,Pulse,paid,monthly,8.0,2023-04-10,2023-04,True
57927,436KQWK537,Pulse,expired,monthly,7.99,2023-07-06,2023-07,True
57931,436KSXI881,CineQuest,expired,monthly,11.99,2023-02-25,2023-02,True
57932,436KSXI881,CineQuest,trial,monthly,7.46,2023-06-23,2023-06,True
57933,436KSXI881,CineQuest,paid,monthly,12.01,2023-07-11,2023-07,True
57936,436LPVW880,CineQuest,paid,monthly,12.0,2023-05-27,2023-05,True
57940,436OFAW772,LimeLight,expired,monthly,19.99,2023-05-28,2023-05,True
57941,436OFAW772,LimeLight,discounted,monthly,18.14,2023-06-13,2023-06,True
57943,436OOWE420,CineQuest,paid,monthly,12.0,2023-07-22,2023-07,True
57946,436POAG599,CineQuest,expired,monthly,12.0,2023-04-10,2023-04,True
57947,436POAG599,CineQuest,discounted,monthly,3.84,2023-08-12,2023-08,True
57951,436QMKS615,LimeLight,expired,monthly,20.03,2023-03-08,2023-03,True
57952,436QMKS615,LimeLight,paid,monthly,19.99,2023-09-07,2023-09,True
57953,436QMXB451,ChillStream,expired,monthly,24.98,2023-02-17,2023-02,True
57954,436QMXB451,ChillStream,paid,monthly,25.0,2023-05-01,2023-05,True
57959,436ROMI396,Pulse,paid,monthly,8.01,2023-01-12,2023-01,True
57960,436ROMI396,Pulse,expired,monthly,7.98,2023-11-30,2023-11,True
57963,436RPCJ041,CineQuest,paid,monthly,12.0,2023-02-08,2023-02,True
57964,436RPCJ041,CineQuest,expired,monthly,11.99,2023-06-30,2023-06,True
57965,436RPCJ041,CineQuest,paid,monthly,11.99,2023-10-23,2023-10,True
57972,436SAYY923,Pulse,trial,monthly,2.73,2023-05-09,2023-05,True
57973,436SAYY923,Pulse,paid,monthly,7.99,2023-07-12,2023-07,True
57975,436SJFI328,RetroReel,paid,monthly,30.01,2023-02-02,2023-02,True
57978,436SJKL570,Pulse,expired,monthly,8.0,2023-01-27,2023-01,True
57979,436SJKL570,Pulse,paid,monthly,7.99,2023-05-17,2023-05,True
57980,436SJKL570,Pulse,expired,monthly,8.01,2023-10-06,2023-10,True
57985,436TEAM075,ChillStream,expired,monthly,25.01,2023-12-28,2023-12,True
57987,436TEJM411,ChillStream,expired,annual,100.0,2023-01-07,2023-01,True
57988,436TEJM411,ChillStream,discounted,monthly,16.55,2023-03-24,2023-03,True
57991,436TEJM411,LimeLight,paid,annual,79.99,2023-02-07,2023-02,True
57993,436UFTG421,CineQuest,expired,monthly,11.99,2023-04-15,2023-04,True
57995,436UZLZ399,RetroReel,expired,monthly,30.01,2023-03-29,2023-03,True
57996,436UZLZ399,RetroReel,discounted,monthly,13.89,2023-04-30,2023-04,True
57999,436UZVL045,Pulse,paid,monthly,8.0,2023-07-28,2023-07,True
58001,436WHZQ387,RetroReel,paid,monthly,30.0,2023-11-30,2023-11,True
58003,436WWUF779,RetroReel,paid,annual,120.02,2023-12-01,2023-12,True
58007,436XRMU502,CineQuest,paid,annual,60.0,2023-03-11,2023-03,True
58009,436XYKV732,LimeLight,paid,monthly,19.99,2023-03-15,2023-03,True
58012,436YCYE135,Pulse,paid,monthly,8.01,2023-01-20,2023-01,True
58015,436ZHIV953,Pulse,paid,monthly,7.98,2023-01-21,2023-01,True
58019,436ZWCX382,Pulse,paid,monthly,8.0,2023-09-12,2023-09,True
58022,437BPDW185,ChillStream,expired,monthly,25.0,2023-07-25,2023-07,True
58023,437BPDW185,ChillStream,paid,monthly,25.02,2023-12-11,2023-12,True
58026,437CAWH698,LimeLight,trial,annual,69.75,2023-08-12,2023-08,True
58028,437DAKJ884,Pulse,expired,monthly,8.01,2023-05-27,2023-05,True
58029,437DAKJ884,Pulse,discounted,annual,23.53,2023-11-23,2023-11,True
58032,437EDCC389,Pulse,expired,monthly,8.0,2023-12-11,2023-12,True
58034,437EVKV869,CineQuest,expired,monthly,11.98,2023-03-01,2023-03,True
58036,437FBTJ523,Pulse,paid,monthly,8.0,2023-08-30,2023-08,True
58038,437GWFW889,LimeLight,expired,monthly,19.97,2023-02-14,2023-02,True
58043,437ILOU337,ChillStream,paid,annual,100.0,2023-03-05,2023-03,True
58047,437IPWJ909,CineQuest,expired,annual,60.01,2023-01-10,2023-01,True
58048,437IPWJ909,CineQuest,paid,annual,60.03,2023-09-27,2023-09,True
58053,437JOXM660,CineQuest,expired,monthly,12.0,2023-08-05,2023-08,True
58054,437JOXM660,CineQuest,paid,annual,60.0,2023-10-05,2023-10,True
58057,437JZBA353,CineQuest,paid,monthly,11.98,2023-01-07,2023-01,True
58058,437KISB557,LimeLight,discounted,monthly,15.0,2023-08-12,2023-08,True
58059,437KISB557,LimeLight,paid,monthly,20.01,2023-10-04,2023-10,True
58061,437LIEC740,CineQuest,expired,monthly,12.0,2023-06-20,2023-06,True
58063,437LRHI876,Pulse,paid,annual,50.01,2023-01-31,2023-01,True
58065,437MOVU629,LimeLight,paid,annual,80.01,2023-03-06,2023-03,True
58068,437MWIZ062,LimeLight,expired,annual,79.99,2023-05-11,2023-05,True
58071,437NEGS787,LimeLight,paid,annual,79.99,2023-06-22,2023-06,True
58078,437OUQD627,CineQuest,expired,monthly,11.99,2023-05-21,2023-05,True
58079,437OUQD627,CineQuest,paid,monthly,12.01,2023-06-03,2023-06,True
58081,437PXJN955,ChillStream,paid,monthly,25.01,2023-08-03,2023-08,True
58087,437RUZH853,Pulse,expired,monthly,8.01,2023-12-16,2023-12,True
58088,437RXYI133,CineQuest,paid,annual,60.0,2023-04-18,2023-04,True
58095,437TLWB446,Pulse,paid,monthly,8.0,2023-02-17,2023-02,True
58098,437VHPC267,LimeLight,paid,monthly,20.0,2023-06-25,2023-06,True
58099,437VHPC267,LimeLight,expired,monthly,20.0,2023-08-06,2023-08,True
58100,437VHPC267,LimeLight,paid,monthly,20.01,2023-11-26,2023-11,True
58102,437VLXH802,LimeLight,paid,monthly,19.99,2023-06-03,2023-06,True
58105,437VMMX830,Pulse,expired,monthly,7.99,2023-01-15,2023-01,True
58106,437VMMX830,Pulse,paid,monthly,8.0,2023-02-24,2023-02,True
58109,437VUAE005,CineQuest,paid,monthly,12.01,2023-10-11,2023-10,True
58111,437ZANK081,ChillStream,paid,monthly,25.0,2023-04-14,2023-04,True
58113,437ZANK081,CineQuest,paid,monthly,11.99,2023-02-12,2023-02,True
58115,438CCYA184,RetroReel,trial,monthly,20.73,2023-06-18,2023-06,True
58116,438CCYA184,RetroReel,paid,monthly,29.98,2023-07-10,2023-07,True
58119,438DKBQ663,CineQuest,expired,annual,60.02,2023-01-23,2023-01,True
58120,438DKBQ663,CineQuest,paid,annual,60.0,2023-09-11,2023-09,True
58123,438FIAW105,RetroReel,expired,monthly,30.01,2023-06-05,2023-06,True
58124,438FIAW105,RetroReel,paid,monthly,30.01,2023-11-20,2023-11,True
58128,438HZEV263,ChillStream,expired,annual,100.02,2023-08-29,2023-08,True
58130,438IKYT936,ChillStream,paid,annual,100.01,2023-07-10,2023-07,True
58132,438IKYT936,LimeLight,paid,monthly,20.01,2023-04-19,2023-04,True
58134,438IQZF278,LimeLight,paid,monthly,19.99,2023-01-19,2023-01,True
58136,438JCFH602,Pulse,expired,monthly,8.01,2023-09-06,2023-09,True
58138,438JJMT877,RetroReel,paid,monthly,30.0,2023-11-15,2023-11,True
58140,438JWKN009,RetroReel,paid,annual,120.0,2023-11-25,2023-11,True
58147,438KFRK419,LimeLight,expired,monthly,20.0,2023-12-17,2023-12,True
58152,438KGDS809,CineQuest,paid,monthly,12.0,2023-10-08,2023-10,True
58158,438KZAN654,ChillStream,paid,annual,100.0,2023-07-12,2023-07,True
58162,438LMRM142,ChillStream,expired,annual,99.99,2023-03-23,2023-03,True
58163,438LMRM142,ChillStream,paid,annual,99.98,2023-06-24,2023-06,True
58168,438MWAJ694,ChillStream,expired,monthly,25.0,2023-03-24,2023-03,True
58171,438MWAJ694,CineQuest,expired,monthly,12.01,2023-08-22,2023-08,True
58172,438MWAJ694,CineQuest,paid,monthly,12.02,2023-11-13,2023-11,True
58173,438MWAJ694,RetroReel,expired,monthly,30.01,2023-06-18,2023-06,True
58175,438NOHK950,ChillStream,expired,monthly,25.01,2023-12-01,2023-12,True
58181,438OKLI997,ChillStream,paid,monthly,24.99,2023-01-13,2023-01,True
58183,438PXID766,LimeLight,expired,annual,79.99,2023-11-11,2023-11,True
58184,438QNJY471,RetroReel,paid,annual,120.0,2023-08-26,2023-08,True
58187,438RTDV222,LimeLight,paid,monthly,20.0,2023-02-23,2023-02,True
58188,438RTDV222,LimeLight,expired,monthly,20.0,2023-11-30,2023-11,True
58189,438SRCD436,ChillStream,paid,monthly,24.99,2023-01-03,2023-01,True
58190,438SRCD436,ChillStream,expired,monthly,25.01,2023-08-24,2023-08,True
58194,438TATZ162,ChillStream,expired,monthly,25.0,2023-01-23,2023-01,True
58195,438TATZ162,ChillStream,paid,monthly,24.99,2023-06-16,2023-06,True
58196,438TATZ162,ChillStream,expired,monthly,25.0,2023-11-08,2023-11,True
58198,438TBIM868,RetroReel,paid,monthly,30.0,2023-05-25,2023-05,True
58201,438UGSN793,LimeLight,paid,annual,80.02,2023-01-30,2023-01,True
58204,438VTAX725,LimeLight,paid,annual,80.0,2023-04-23,2023-04,True
58205,438VTAX725,LimeLight,expired,annual,79.98,2023-09-30,2023-09,True
58206,438VTAX725,LimeLight,paid,annual,79.99,2023-10-05,2023-10,True
58209,438VZDK466,CineQuest,expired,monthly,12.0,2023-01-03,2023-01,True
58210,438VZDK466,CineQuest,paid,monthly,12.0,2023-10-26,2023-10,True
58212,438WSSD276,LimeLight,paid,monthly,20.01,2023-03-07,2023-03,True
58213,438WSSD276,LimeLight,expired,monthly,20.01,2023-10-20,2023-10,True
58219,438XAMK763,CineQuest,discounted,monthly,10.98,2023-02-11,2023-02,True
58224,438YFJW389,ChillStream,paid,monthly,25.01,2023-01-24,2023-01,True
58229,438YFJW389,CineQuest,discounted,monthly,10.64,2023-05-12,2023-05,True
58233,438YMPM262,Pulse,expired,monthly,7.99,2023-11-21,2023-11,True
58235,438YTFH267,Pulse,expired,annual,50.0,2023-03-22,2023-03,True
58238,438ZBYL021,Pulse,expired,annual,49.98,2023-03-26,2023-03,True
58239,438ZBYL021,Pulse,paid,monthly,8.0,2023-09-26,2023-09,True
58242,438ZHHY530,LimeLight,paid,monthly,20.01,2023-11-05,2023-11,True
58250,439BBQK704,Pulse,paid,monthly,7.99,2023-01-13,2023-01,True
